"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","位置","所在地","地図","指定文化財","城郭構造","遺構","築城年","廃城年","築城主","主な城主","別名","天守構造","再建造物","時代","主な改修者","文化財","標高","種類","形状"
"石母田供養石塔","[石母田供養石塔（いしもだくようせきとう）〔国見町〕] 石母田供養石塔 （いしもだくようせきとう）は、 福島県 伊達郡 国見町 石母田字中ノ内にある 板碑 。 蒙古の碑 （もうこのひ）とも呼ばれる。","https://ja.wikipedia.org/wiki/石母田供養石塔","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度53分31.2秒 東経140度33分3.3秒","","","","","","","","","","","","","","","","","","",""
"霊山 (福島県)","[霊山（りょうぜん）〔伊達市・相馬市〕] 霊山 （りょうぜん）は、 福島県 伊達市 と 相馬市 との境にそびえる標高825メートルの山  。国の 名勝 、 日本百景 、 県立自然公園 および うつくしま百名山 に指定されている。また、 南北朝時代 の重要な 城跡 遺構として国の 史跡 に指定されている  。","https://ja.wikipedia.org/wiki/霊山_(福島県)","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度46分08秒東経140度41分15秒","北緯37度46分08秒東経140度41分15秒﻿ / ﻿北緯37.76889度 東経140.68750度﻿ /37.76889; 140.68750座標:北緯37度46分08秒東経140度41分15秒﻿ / ﻿北緯37.76889度 東経140.68750度﻿ /37.76889; 140.68750","日本福島県伊達市・相馬市","","","","","","","","","","","","","","","825m","",""
"鮎滝渡船場跡","[鮎滝渡船場跡（あゆたきとせんばあと）〔福島市〕] 鮎滝渡船場跡 （あゆたきとせんばあと）は、 福島県 福島市 立子山字船場・字川前にある渡し場跡  。","https://ja.wikipedia.org/wiki/鮎滝渡船場跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度41分04秒 東経140度29分53秒","","","","","","","","","","","","","","","","","","",""
"下鳥渡供養石塔","[下鳥渡供養石塔（しもとりわたくようせきとう）〔福島市〕] 下鳥渡供養石塔 （しもとりわたくようせきとう）とは、 福島市 下鳥渡の 陽泉寺 境内にある 板碑 のことを称する。国指定の 史跡 。","https://ja.wikipedia.org/wiki/下鳥渡供養石塔","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度43分38.5秒 東経140度24分54.3秒","","","","","","","","","","","","","","","","","","",""
"宮畑遺跡","[宮畑遺跡（みやはたいせき）〔福島市〕] 宮畑遺跡の縄文中期のムラ跡からは約40か所の 竪穴住居 が検出されている。この時期の宮畑遺跡の住居は、屋根に土をのせ、 複式炉 を備えたものであった。また、住居遺構の半数は焼けた痕跡が見出された。このようなムラの半数の住居が焼かれているという現象は他の縄文中期の遺跡では確認されておらず、宮畑遺跡の謎であるとともに特徴の一つでもある。","https://ja.wikipedia.org/wiki/宮畑遺跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度47分25秒 東経140度30分52秒","","日本福島市岡島字宮田","","","","","","","","","","","","","","","","",""
"和台遺跡","[和台遺跡（わだいいせき）〔福島市〕] 和台遺跡 （わだいいせき）は、 福島県 福島市 飯野町明治 字南和台に所在する 縄文時代 中期の集落遺跡。国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/和台遺跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度39分02秒東経140度31分45秒","","福島県福島市飯野町明治","","","","","","","","","","","","縄文時代","","","","遺跡",""
"二本松城","[二本松城跡（にほんまつじょうあと）〔二本松市〕2007年7月26日] 二本松城 （にほんまつじょう）は、 福島県 二本松市 郭内にある 日本の城 （ 平山城 ）。 日本100名城 の一つ。別名、霞ヶ城・白旗城と呼ばれる。 平成 19年（ 2007年 ） 7月26日 、 二本松城跡 として国の 史跡 に指定された。「霞ヶ城公園」として 日本さくら名所100選 に選定されている。","https://ja.wikipedia.org/wiki/二本松城","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度35分58.71秒東経140度25分40.75秒","北緯37度35分58.71秒東経140度25分40.75秒﻿ / ﻿北緯37.5996417度 東経140.4279861度﻿ /37.5996417; 140.4279861","","二本松城","国の史跡","梯郭式平山城","天守台、石垣、堀切","室町時代中期","明治5年（1872年）","二本松満泰","二本松氏、伊達氏、蒲生氏、上杉氏、加藤氏、丹羽氏","霞ヶ城、白旗城","不明","箕輪門、附櫓","","丹羽光重","","","",""
"旧二本松藩戒石銘碑","[旧二本松藩戒石銘碑（きゅうにほんまつはんかいせきめいひ）〔二本松市〕] 旧二本松藩戒石銘碑 （きゅうにほんまつはんかいせきめいひ）は、 二本松藩 第7代藩主 丹羽高寛 が、家臣で 儒学者 の 岩井田昨非 の献策により、藩士の戒めとして旧 二本松城 の入り口にあたる場所（現 福島県 二本松市 郭内3丁目）に設置した 石碑 。一夜のうちに自然石（ 花崗岩 ）の露出面に刻まれたという。","https://ja.wikipedia.org/wiki/旧二本松藩戒石銘碑","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度35分54秒 東経140度25分59秒","","","","","","","","","","","","","","","","","","",""
"大安場古墳","[大安場古墳（おおやすばこふん）〔郡山市〕2000年5月19日] 大安場古墳群 （おおやすばこふんぐん）は、 福島県 郡山市 田村町 にある 古墳時代 前期後半頃の築造と推定される 前方後方墳 1基、 円墳 4基からなる 古墳 群。1号墳は 東北地方 最大の前方後方墳で、国の 史跡 に指定され、周辺は 大安場史跡公園 として整備されている。","https://ja.wikipedia.org/wiki/大安場古墳","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度21分21秒東経140度24分13秒","北緯37度21分21秒東経140度24分13秒﻿ / ﻿北緯37.35583度 東経140.40361度﻿ /37.35583; 140.40361","福島県郡山市田村町","","","","","","","","","","","","","","","","","前方後方墳"
"宇津峯","[宇津峯（うつみね）〔郡山市・須賀川市〕] 宇津峰 （うづみね）または 宇津峯 は、 福島県 の 田村郡 と 石川郡 （現在は 郡山市 と 須賀川市 ）の境にある独立峰 宇津峰山 （標高677メートル）の山域全体を利用した 日本の城 （ 山城 ）跡。「星が城」あるいは「雲水峯」の別称がある。国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/宇津峯","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度17分49.2秒東経140度28分9.12秒","北緯37度17分49.2秒東経140度28分9.12秒﻿ / ﻿北緯37.297000度 東経140.4692000度﻿ /37.297000; 140.4692000座標:北緯37度17分49.2秒東経140度28分9.12秒﻿ / ﻿北緯37.297000度 東経140.4692000度﻿ /37.297000; 140.4692000","","宇津峰跡福島県の地図を表示宇津峰跡日本の地図を表示","国の史跡","山城","曲輪・土塁・空堀・石碑","","","","田村宗季","星が城・雲水峯","","なし","","","","","",""
"須賀川一里塚","[須賀川一里塚（すかがわいちりづか）〔須賀川市〕] 須賀川一里塚 （すかがわいちりづか）は、 福島県 須賀川市 にある 一里塚 である。","https://ja.wikipedia.org/wiki/須賀川一里塚","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度16分28秒東経140度21分48秒","","福島県須賀川市一里坦・高久田境","","","","","","","","","","","","","","","","",""
"上人壇廃寺 (存在しないページ)","[上人壇廃寺跡（しょうにんだんはいじあと）〔須賀川市〕]","https://ja.wikipedia.org/w/index.php?title=上人壇廃寺&amp;action=edit&amp;redlink=1","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"米山寺経塚群","[米山寺経塚群（べいざんじきょうづかぐん）〔須賀川市〕] 米山寺経塚群 （べいざんじきょうづかぐん）は、 福島県 須賀川市 西川にある 平安時代 末期の 経塚 遺跡。1937年12月21日、国の 史跡 に指定され、1977年7月25日に追加指定が行われた。","https://ja.wikipedia.org/wiki/米山寺経塚群","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度18分01秒 東経140度21分47秒","","","","","","","","","","","","","","","","","","",""
"須釜東福寺舎利石塔","[須釜東福寺舎利石塔（すがまとうふくじしゃりせきとう）〔石川郡玉川村〕] 須釜東福寺舎利石塔 （すがまとうふくじしゃりせきとう  ）は、 福島県 石川郡 玉川村 南須釜にある、 鎌倉時代 の石造の 供養塔 である。東福寺の境内の一隅にあり、形は 方形 である。高さ約180cm。1935年6月7日、 国史跡 に指定された  。","https://ja.wikipedia.org/wiki/須釜東福寺舎利石塔","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度12分15秒 東経140度27分18秒","","","","","","","","","","","","","","","","","","",""
"泉崎横穴","[泉崎横穴（いずみざきよこあな）〔西白河郡泉崎村〕] 泉崎横穴 （いずみざきよこあな）は、 福島県 西白河郡 泉崎村 にある横穴式 装飾古墳 である。 昭和 8年（ 1933年 ）の県道拡張工事の際に発見された。昭和9年（ 1934年 ）に国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/泉崎横穴","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度9分9.7秒 東経140度19分2.0秒","","","","","","","","","","","","","","","","","","",""
"白河小峰城","[小峰城跡（こみねじょうあと）〔白河市〕] 白河小峰城 （しらかわこみねじょう）は、 福島県 白河市 （ 陸奥国 白河郡 白河）にあった 日本の城 。単に小峰城ともいう。同市内には白川城址も存在するが、地元周辺でも古くから白河城と呼称されるものはこの白河小峰城を指す。国の 史跡 に指定されている。ほか、日本100名城の1つに含まれる。","https://ja.wikipedia.org/wiki/白河小峰城","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度7分57.91秒東経140度12分49.56秒","北緯37度7分57.91秒東経140度12分49.56秒﻿ / ﻿北緯37.1327528度 東経140.2137667度﻿ /37.1327528; 140.2137667","","白河小峰城","国の史跡","梯郭式平山城","石垣、土塁、堀","興国元年/暦応3年（1340年）","明治4年（1871年）","結城親朝","白河結城氏、蒲生氏、丹羽氏松平氏、阿部氏他","小峰城、白河城","三重櫓（複合式層塔型3重3階 1632年築・1991年木造復元）","三重櫓・太鼓櫓・門","","丹羽長重","","","",""
"白河関","[白河関跡（しらかわのせきあと）〔白河市〕] 白河の関 （しらかわのせき）は、 鼠ヶ関 （ねずがせき）・ 勿来関 （なこそのせき）とともに、奥州三関の一つに数えられる 関所 である。都から 陸奥国 に通じる 東山道 の要衝に設けられた関門として史上名高い。 福島県 白河市 旗宿がその 遺構 に比定（他のものと比較して推定すること）されており、国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/白河関","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度02分49.1秒東経140度13分43.6秒","","福島県白河市旗宿","","","","","","","","","","","","","","","","古代関所",""
"白河舟田・本沼遺跡群","[白河舟田・本沼遺跡群（しらかわふなだ・もとぬまいせきぐん）〔白河市〕] 白河舟田・本沼遺跡群 （しらかわふなだ・もとぬまいせきぐん）は、下総塚古墳、谷地久保古墳、舟田中道遺跡で構成されている遺跡群で、 福島県 白河市 北部に位置する。 2005年 （ 平成 17年） 5月 に国の 史跡 に指定された。","https://ja.wikipedia.org/wiki/白河舟田・本沼遺跡群","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"関和久官衙遺跡","[関和久官衙遺跡（せきわくかんがいせき）] 関和久官衙遺跡 （せきわくかんがいせき）は、 福島県 西白河郡 泉崎村 大字関和久に所在する、 陸奥国 白河郡 の 郡家 跡と推定される 遺跡 である。 白河関 を統括する施設とする説もある  。国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/関和久官衙遺跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度7分43.4秒 東経140度18分37.7秒","","","","","","","","","","","","","","","","","","",""
"借宿廃寺跡 (存在しないページ)","[借宿廃寺跡（かりやどはいじあと）]","https://ja.wikipedia.org/w/index.php?title=借宿廃寺跡&amp;action=edit&amp;redlink=1","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"南湖公園","[南湖公園（なんここうえん）〔白河市〕] 南湖公園 （なんここうえん）は、 福島県 白河市 にある 都市公園 （風致公園）である  。日本最古の公園といわれており、 1924年 （ 大正 13年）12月9日、国の 史跡 および 名勝 に指定されている。","https://ja.wikipedia.org/wiki/南湖公園","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度6分35秒 東経140度13分11秒","","日本福島県白河市南湖白河市南湖-地理院地図南湖公園-Google マップ","","","","","","","","","","","","","","","","",""
"搦目城","[白川城跡（しらかわじょうあと）〔白河市〕2016年10月3日] 白川城 （しらかわじょう）は、 福島県 白河市 藤沢山にあった 日本の城 である。別名は、 搦目城 （からめじょう）、 結城白川城 （ゆうきしらかわじょう）。2016年（平成28年）に国の 史跡 に指定されている（指定名称は「白川城跡」）  。同市内には 日本100名城 の1つ 白河小峰城 が存在するため、弁別の必要から白河城とはあまり呼ばれない。","https://ja.wikipedia.org/wiki/搦目城","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度06分54.2秒東経140度14分02.6秒","北緯37度06分54.2秒東経140度14分02.6秒﻿ / ﻿北緯37.115056度 東経140.234056度﻿ /37.115056; 140.234056座標:北緯37度06分54.2秒東経140度14分02.6秒﻿ / ﻿北緯37.115056度 東経140.234056度﻿ /37.115056; 140.234056","","白川城","史跡（国指定）","山城","曲輪・土塁・堀・柱列・竪穴遺構","不明","不明","不明","結城祐広","搦目城、結城白川城","","","","","","","",""
"新地貝塚","[新地貝塚附 手長明神社跡（しんちかいづか つけたり てながみょうじんしゃあと）〔相馬郡新地町〕] 新地貝塚 （しんちかいづか）は、 福島県 相馬郡 新地町 小川にある、 縄文時代 の 貝塚 遺跡である。1930年2月28日、 国史跡 に指定された。指定名称は「新地貝塚 附 手長明神社跡」である。","https://ja.wikipedia.org/wiki/新地貝塚","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度51分52秒 東経140度54分56秒","","","","","","","","","","","","","","","","","","",""
"泉官衙遺跡","[泉官衙遺跡（いずみかんがいせき）〔南相馬市〕 2010年2月22日] 泉官衙遺跡 （いずみかんがいせき）は、 福島県 南相馬市 原町区泉にある 官衙 遺跡 。 阿武隈山地 から東流する 新田川 が形成した 河岸段丘 上に立地する7世紀末から10世紀後半の官衙遺跡である。 発掘調査 により 政庁 域、 正倉 域、館が確認され、その所在位置と内容から、泉官衙遺跡を 陸奥国 行方 郡家 とする意見が強い  。 2010年 （平成22年）2月22日に国の 史跡 に指定された  。","https://ja.wikipedia.org/wiki/泉官衙遺跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度38分49秒東経141度00分58秒","","日本福島県南相馬市","","","","","","","","","","","","","","","","",""
"浦尻貝塚","[浦尻貝塚（うらじりかいづか）〔南相馬市〕] 浦尻貝塚 （うらじりかいづか）は、 福島県 南相馬市 小高区 にある 縄文時代 の 貝塚 遺跡。縄文時代の前期から晩期（5700-3000年前）という、かなり長い期間にわたる遺跡であり、面積は7Haほど。国史跡に指定されている（2006年12月6日指定）  。","https://ja.wikipedia.org/wiki/浦尻貝塚","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度31分16秒 東経141度01分23秒","","","","","","","","","","","","","","","","","","",""
"大悲山の石仏","[観音堂石仏（かんのんどうせきぶつ）〔南相馬市〕] 大悲山の石仏 （だいひさんのせきぶつ）は、 福島県 南相馬市 小高区 （旧 小高町 ）にある 石仏 群の総称である。地元では、 大谷磨崖仏 （ 栃木県 宇都宮市 ）、 臼杵磨崖仏 （ 大分県 臼杵市 ）とともに「日本三大磨崖仏」に数えている。 昭和 5年（ 1930年 ）7月8日に「 薬師堂石仏 附 阿弥陀堂石仏 （やくしどうせきぶつ つけたり あみだどうせきぶつ）」として国の 史跡 に指定された。","https://ja.wikipedia.org/wiki/大悲山の石仏","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度32分33秒 東経140度58分58秒","","","","","","","","","","","","","","","","","","",""
"桜井古墳","[桜井古墳（さくらいこふん）〔南相馬市〕] 桜井古墳 （さくらいこふん）は、 福島県 南相馬市 原町区 上渋佐に所在する 古墳時代 前期築造の 前方後方墳 。周辺の 古墳群 との関係から「 桜井古墳群1号墳 」とも称される。国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/桜井古墳","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度38分29秒東経140度59分29秒","北緯37度38分29秒東経140度59分29秒﻿ / ﻿北緯37.64139度 東経140.99139度﻿ /37.64139; 140.99139","福島県南相馬市原町区上渋佐","","","","","","","","","","","","","","","","","前方後方墳"
"羽山横穴","[羽山横穴（はやまよこあな）〔南相馬市〕] 羽山横穴 （はやまよこあな）は、 福島県 南相馬市 原町区 中太田にある横穴古墳（ 横穴墓 )。彩色壁画を有することで知られる。 1974年 12月23日 国の史跡に指定された。","https://ja.wikipedia.org/wiki/羽山横穴","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度36分51.8秒 東経140度57分26.5秒","","","","","","","","","","","","","","","","","","",""
"真野古墳群","[真野古墳群（まのこふんぐん）〔南相馬市〕] 真野古墳群 （まのこふんぐん）は、 福島県 南相馬市 鹿島区 寺内・小池に所在する 前方後円墳 と多数の小 円墳 で構成される大規模 古墳群 である。別称としては、真野古墳群A地区（八幡林・大谷地古墳群）と真野古墳群B地区（小池原古墳群）とがある。 1979年 （ 昭和 54年） 10月24日 に国の 史跡 に指定された。","https://ja.wikipedia.org/wiki/真野古墳群","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度41分50秒 東経140度57分07秒","","","","","","","","","","","","","","","","","","",""
"大悲山の石仏","[薬師堂石仏 附 阿彌陀堂石仏（やくしどうせきぶつ つけたり あみだどうせきぶつ）〔南相馬市〕] 大悲山の石仏 （だいひさんのせきぶつ）は、 福島県 南相馬市 小高区 （旧 小高町 ）にある 石仏 群の総称である。地元では、 大谷磨崖仏 （ 栃木県 宇都宮市 ）、 臼杵磨崖仏 （ 大分県 臼杵市 ）とともに「日本三大磨崖仏」に数えている。 昭和 5年（ 1930年 ）7月8日に「 薬師堂石仏 附 阿弥陀堂石仏 （やくしどうせきぶつ つけたり あみだどうせきぶつ）」として国の 史跡 に指定された。","https://ja.wikipedia.org/wiki/大悲山の石仏","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度32分33秒 東経140度58分58秒","","","","","","","","","","","","","","","","","","",""
"横大道製鉄遺跡","[横大道製鉄遺跡（よこだいどうせいてついせき）〔南相馬市〕] 横大道製鉄遺跡 （よこだいどうせいてついせき）は、 福島県 南相馬市 小高区飯崎にある、 奈良時代 から 平安時代 にかけての製鉄遺跡。2011年2月7日、国の 史跡 に指定された。","https://ja.wikipedia.org/wiki/横大道製鉄遺跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度33分16秒 東経140度56分44秒","","","","","","","","","","","","","","","","","","",""
"清戸迫横穴","[清戸迫横穴（きよとさくよこあな）〔双葉郡双葉町〕] 清戸迫横穴 （きよとさくおうけつ）は、 福島県 双葉郡 双葉町 大字新山にある横穴式装飾 古墳 。 奥壁に人や動物、うずまきを描いた壁画が残されている。1968年（昭和43年）5月11日、国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/清戸迫横穴","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度26分30.6秒 東経141度0分17.0秒","","","","","","","","","","","","","","","","","","",""
"甲塚古墳 (いわき市)","[甲塚古墳（かぶとづかこふん）〔いわき市〕1923年3月7日国指定] 甲塚古墳 （かぶとづかこふん）は、 福島県 いわき市 平荒田目にある 円墳 である。 1923年 3月7日 に国の史跡に指定  されている。","https://ja.wikipedia.org/wiki/甲塚古墳_(いわき市)","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度3分11.5秒東経140度56分30.9秒","北緯37度3分11.5秒東経140度56分30.9秒﻿ / ﻿北緯37.053194度 東経140.941917度﻿ /37.053194; 140.941917座標:北緯37度3分11.5秒東経140度56分30.9秒﻿ / ﻿北緯37.053194度 東経140.941917度﻿ /37.053194; 140.941917","福島県いわき市平荒田目","","","","","","","","","","","","","","","","","円墳"
"白水阿弥陀堂","[白水阿弥陀堂境域（しらみずあみだどうきょういき）〔いわき市〕1966年9月12日] 白水阿弥陀堂 （しらみずあみだどう）は、 福島県 いわき市 内郷白水町広畑にある 平安時代 末期建立の仏堂。同地所在の 真言宗智山派 の寺院・ 願成寺 （がんじょうじ）が所有する。","https://ja.wikipedia.org/wiki/白水阿弥陀堂","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度2分11.45秒東経140度50分14.17秒","北緯37度2分11.45秒東経140度50分14.17秒﻿ / ﻿北緯37.0365139度 東経140.8372694度﻿ /37.0365139; 140.8372694","福島県いわき市内郷白水町広畑221","","","","","","","","","","","","","","阿弥陀堂（国宝）木造阿弥陀堂如来及両脇侍像、木造持国天・多聞天立像（重要文化財）白水阿弥陀堂境域（国の史跡）","","",""
"根岸官衙遺跡群","[根岸官衙遺跡群（ねぎしかんがいせきぐん）〔いわき市〕2005年7月14日] 根岸官衙遺跡群 （ねぎしかんがいせきぐん）は、 福島県 いわき市 にある 官衙 遺跡 群。 2005年 （平成17年）7月14日に一部が国の 史跡 に指定され、 2015年 （平成27年）3月10日に一部範囲が追加指定された  。","https://ja.wikipedia.org/wiki/根岸官衙遺跡群","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度02分46秒 東経140度57分23秒","","","","","","","","","","","","","","","","","","",""
"中田横穴","[中田横穴（なかたよこあな）〔いわき市〕1970年5月11日] 中田横穴 （なかたよこあな）は、 福島県 いわき市 平沼ノ内にある 横穴墓群 (横穴式の集合 墳墓 )である。1号墓には彩色壁画が確認されている。 1970年 5月11日 、国の 史跡 に指定。","https://ja.wikipedia.org/wiki/中田横穴","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度00分20.7秒 東経140度58分00.4秒","","","","","","","","","","","","","","","","","","",""
"会津大塚山古墳","[大塚山古墳（おおつかやまこふん）〔会津若松市〕1972年5月26日] 会津大塚山古墳 （あいづおおつかやまこふん）は、 福島県 会津若松市 にある 古墳 。形状は 前方後円墳 。 一箕古墳群 を構成する古墳の1つ。国の 史跡 に指定され、出土品は国の 重要文化財 に指定されている。福島県では 亀ヶ森古墳 （ 河沼郡 会津坂下町 青津）に次いで第2位、 東北地方 では第4位の規模を誇る古墳で、 4世紀 末の築造と推定される。","https://ja.wikipedia.org/wiki/会津大塚山古墳","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度30分46.83秒東経139度56分38.84秒","北緯37度30分46.83秒東経139度56分38.84秒﻿ / ﻿北緯37.5130083度 東経139.9441222度﻿ /37.5130083; 139.9441222","福島県会津若松市一箕町","会津大塚山古墳会津大塚山古墳の位置","","","","","","","","","","","","","","","","前方後円墳"
"旧滝沢本陣","[旧滝沢本陣（きゅうたきざわほんじん）〔会津若松市〕1970年3月16日] 旧滝沢本陣 （きゅうたきざわほんじん）は、 福島県 会津若松市 にある 会津藩 の 本陣 跡。国の 史跡 に指定されている。現存する建物のうち、主屋および座敷は、 旧滝沢本陣横山家住宅 （主屋・座敷）として国の 重要文化財 に指定、敷地と建物は国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/旧滝沢本陣","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度30分22.64秒東経139度57分9.73秒","北緯37度30分22.64秒東経139度57分9.73秒﻿ / ﻿北緯37.5062889度 東経139.9527028度﻿ /37.5062889; 139.9527028","福島県会津若松市一箕町大字八幡字滝沢122","","","","","","","","","","","","","","国の重要文化財","","",""
"若松城","[若松城跡（わかまつじょうあと）〔会津若松市〕1934年12月28日] 若松城 （わかまつじょう）は、 福島県 会津若松市 追手町にあった 日本の城 である。地元では鶴ヶ城（つるがじょう）と呼ばれるが、同名の城が他にあるため、地元以外では会津若松城と呼ばれることが多い。文献では黒川城、または会津城とされることもある。国の 史跡 としては、若松城跡（わかまつじょうあと）の名称で指定されている。","https://ja.wikipedia.org/wiki/若松城","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度29分15.78秒東経139度55分47.23秒","北緯37度29分15.78秒東経139度55分47.23秒﻿ / ﻿北緯37.4877167度 東経139.9297861度﻿ /37.4877167; 139.9297861","","若松城","国の史跡","梯郭式平山城","石垣、土塁、堀","1384年（南朝：元中元年、北朝：至徳元年）","1874年（明治7年）","蘆名直盛","黒川城蘆名氏、伊達政宗若松城蒲生氏、上杉景勝、加藤氏、保科氏・会津松平家","鶴ヶ城、会津若松城、黒川城","望楼型7重不明（1593年（文禄2年）築）層塔型5重5階地下2階（1611年（慶長16年）改）層塔型5重5階（RC造1965年（昭和40年）外観復興）","天守・門・櫓・長屋","","蒲生氏郷、加藤明成","","","",""
"会津藩主松平家墓所","[会津藩主松平家墓所（あいづはんしゅまつだいらけぼしょ）〔会津若松市・耶麻郡猪苗代町〕1987年5月12日] 会津藩主松平家墓所 （あいづはんしゅまつだいらけぼしょ）は、 福島県 耶麻郡 猪苗代町 および 会津若松市 にある 会津松平家 歴代藩主 の 墓所 である。国の史跡に指定されている。","https://ja.wikipedia.org/wiki/会津藩主松平家墓所","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度29分6.5秒 東経139度57分31.3秒","","","","","","","","","","","","","","","","","","",""
