"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","開業年月日","駅構造","ホーム","所在地","備考","電報略号","駅番号","乗車人員,-統計年度-","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","通称","種別","起終点","駅数","開業"
"川尻駅","川尻駅（かわしりえき）","https://ja.wikipedia.org/wiki/川尻駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯32度44分37.5秒東経130度40分47.8秒","■鹿児島本線（■あまくさみすみ線含む）","201.9 km（門司港起点）","九州旅客鉄道（JR九州）","1894年（明治27年）8月11日[1]","地上駅","2面2線","熊本市南区川尻二丁目8-1[1][2]北緯32度44分37.5秒東経130度40分47.8秒﻿ / ﻿北緯32.743750度 東経130.679944度﻿ /32.743750; 130.679944﻿ (川尻駅)","業務委託駅[2]","カワ","","951人/日（降車客含まず）-2019年-","","","","","","","",""
"河瀬駅","河瀬駅（かわせえき）","https://ja.wikipedia.org/wiki/河瀬駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度13分30.69秒東経136度13分30.14秒","A東海道本線（琵琶湖線）","458.3km（東京起点）米原から12.4 km","西日本旅客鉄道（JR西日本）","1896年（明治29年）5月1日","地上駅（橋上駅）[1]","2面3線","滋賀県彦根市南川瀬町1521-1北緯35度13分30.69秒東経136度13分30.14秒﻿ / ﻿北緯35.2251917度 東経136.2250389度﻿ /35.2251917; 136.2250389座標:北緯35度13分30.69秒東経136度13分30.14秒﻿ / ﻿北緯35.2251917度 東経136.2250389度﻿ /35.2251917; 136.2250389","業務委託駅みどりの窓口有","カセ","JR-A15","3,045人/日（降車客含まず）-2019年-","","","","","","","",""
"川添駅","川添駅（かわぞええき）","https://ja.wikipedia.org/wiki/川添駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度25分11.08秒東経136度28分23.47秒","紀勢本線","60.8 km（亀山起点）","東海旅客鉄道（JR東海）","1923年（大正12年）9月25日[1]","地上駅","2面2線","三重県多気郡大台町上楠281北緯34度25分11.08秒東経136度28分23.47秒","駅員無配置駅","カソ","","77人/日（降車客含まず）-2019年-","","","","","","","",""
"川田駅","川田駅（かわたえき）","https://ja.wikipedia.org/wiki/川田駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度3分41.52秒東経134度12分15.58秒","■徳島線","34.8 km（佃起点）","四国旅客鉄道（JR四国）","1914年（大正3年）3月25日","地上駅","1面2線","徳島県吉野川市山川町川田64北緯34度3分41.52秒東経134度12分15.58秒﻿ / ﻿北緯34.0615333度 東経134.2043278度﻿ /34.0615333; 134.2043278座標:北緯34度3分41.52秒東経134度12分15.58秒﻿ / ﻿北緯34.0615333度 東経134.2043278度﻿ /34.0615333; 134.2043278","無人駅","カタ","○B15","","","","","","","","",""
"川棚駅","川棚駅（かわたなえき）","https://ja.wikipedia.org/wiki/川棚駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯33度4分6.55秒東経129度51分48.31秒","大村線","13.6 km（早岐起点）","九州旅客鉄道（JR九州）","1898年（明治31年）1月20日","地上駅","2面2線","長崎県東彼杵郡川棚町百津郷420-1北緯33度4分6.55秒東経129度51分48.31秒﻿ / ﻿北緯33.0684861度 東経129.8634194度﻿ /33.0684861; 129.8634194﻿ (川棚駅)","業務委託駅","タナ","","878人/日（降車客含まず）-2019年-","","","","","","","",""
"川棚温泉駅","川棚温泉駅（かわたなおんせんえき）","https://ja.wikipedia.org/wiki/川棚温泉駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度8分47.06秒東経130度55分20.71秒","■山陰本線","652.9 km（京都起点）","西日本旅客鉄道（JR西日本）","1914年（大正3年）4月22日[1]","地上駅","1面1線","山口県下関市豊浦町大字川棚6964北緯34度8分47.06秒東経130度55分20.71秒﻿ / ﻿北緯34.1464056度 東経130.9224194度﻿ /34.1464056; 130.9224194座標:北緯34度8分47.06秒東経130度55分20.71秒﻿ / ﻿北緯34.1464056度 東経130.9224194度﻿ /34.1464056; 130.9224194","無人駅（自動券売機 有）","ワナ","","392人/日（降車客含まず）-2019年-","","","","","","","",""
"川渡温泉駅","川渡温泉駅（かわたびおんせんえき）","https://ja.wikipedia.org/wiki/川渡温泉駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯38度44分12.02秒東経140度46分48.13秒","■陸羽東線","38.8 km（小牛田起点）","東日本旅客鉄道（JR東日本）","1914年（大正3年）4月19日","地上駅","1面2線","宮城県大崎市鳴子温泉字田中1北緯38度44分12.02秒東経140度46分48.13秒座標:北緯38度44分12.02秒 東経140度46分48.13秒","無人駅*1997年に川渡駅から改称[1]","タヒ","","","","","","","","","",""
"河内天美駅","河内天美駅（かわちあまみえき）","https://ja.wikipedia.org/wiki/河内天美駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度35分10.85秒東経135度32分6.78秒","F南大阪線","7.3 km（大阪阿部野橋起点）","近畿日本鉄道（近鉄）","1923年（大正12年）4月13日","地上駅（地下駅舎）","2面2線（他に通過線として2線）","大阪府松原市天美南三丁目15-41北緯34度35分10.85秒東経135度32分6.78秒﻿ / ﻿北緯34.5863472度 東経135.5352167度﻿ /34.5863472; 135.5352167座標:北緯34度35分10.85秒東経135度32分6.78秒﻿ / ﻿北緯34.5863472度 東経135.5352167度﻿ /34.5863472; 135.5352167","*1933年に天美車庫前駅から改称","アミ"," F07 ","","","","16,958人/日-2018年-","","","","",""
"河内磐船駅","河内磐船駅（かわちいわふねえき）","https://ja.wikipedia.org/wiki/河内磐船駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度46分34.78秒東経135度41分4.26秒","H片町線（学研都市線）","25.0 km（木津起点）","西日本旅客鉄道（JR西日本）","1935年（昭和10年）12月2日","地上駅","2面2線","大阪府交野市森南一丁目6-7北緯34度46分34.78秒東経135度41分4.26秒﻿ / ﻿北緯34.7763278度 東経135.6845167度﻿ /34.7763278; 135.6845167座標:北緯34度46分34.78秒東経135度41分4.26秒﻿ / ﻿北緯34.7763278度 東経135.6845167度﻿ /34.7763278; 135.6845167","直営駅みどりの窓口有","カイ","JR-H30","11,069人/日（降車客含まず）-2019年-","","河内森駅（京阪交野線）","","","","","",""
"河内永和駅","河内永和駅（かわちえいわえき）","https://ja.wikipedia.org/wiki/河内永和駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","","A奈良線","0.8km（布施起点）大阪難波から6.9 km","近畿日本鉄道（近鉄）","1938年（昭和13年）2月1日**","高架駅","2面2線","","","エイワ"," A07 ","","10,987人/日-2018年-","JR河内永和駅（おおさか東線）","","","","","",""
"河内堅上駅","河内堅上駅（かわちかたかみえき）","https://ja.wikipedia.org/wiki/河内堅上駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度34分26.39秒東経135度39分46.40秒","Q関西本線（大和路線）","154.0km（名古屋起点）加茂から33.1 km","西日本旅客鉄道（JR西日本）","1927年（昭和2年）4月19日","地上駅","2面2線","大阪府柏原市大字青谷488-1北緯34度34分26.39秒東経135度39分46.40秒﻿ / ﻿北緯34.5739972度 東経135.6628889度﻿ /34.5739972; 135.6628889座標:北緯34度34分26.39秒東経135度39分46.40秒﻿ / ﻿北緯34.5739972度 東経135.6628889度﻿ /34.5739972; 135.6628889","業務委託駅","カチ","JR-Q29","363人/日（降車客含まず）-2019年-","","","","","","","",""
"河内国分駅","河内国分駅（かわちこくぶえき）","https://ja.wikipedia.org/wiki/河内国分駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度34分0.9秒東経135度38分8.23秒","D大阪線","18.2 km（大阪上本町起点）","近畿日本鉄道（近鉄）","1927年（昭和2年）7月1日","地上駅（橋上駅）","2面4線","大阪府柏原市国分本町一丁目2-4北緯34度34分0.9秒東経135度38分8.23秒﻿ / ﻿北緯34.566917度 東経135.6356194度﻿ /34.566917; 135.6356194座標:北緯34度34分0.9秒東経135度38分8.23秒﻿ / ﻿北緯34.566917度 東経135.6356194度﻿ /34.566917; 135.6356194","*1941年に国分駅から改称","コク"," D18 ","（全日）8,185人/日（降車客含まず）-2019年-","","","","","","","",""
"河内小阪駅","河内小阪駅（かわちこさかえき）","https://ja.wikipedia.org/wiki/河内小阪駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度39分50.73秒東経135度34分52.7秒","A奈良線","1.6km（布施起点）大阪難波から7.7 km","近畿日本鉄道（近鉄）","1914年（大正3年）4月30日","高架駅","2面2線","大阪府東大阪市小阪一丁目8-8北緯34度39分50.73秒東経135度34分52.7秒﻿ / ﻿北緯34.6640917度 東経135.581306度﻿ /34.6640917; 135.581306座標:北緯34度39分50.73秒東経135度34分52.7秒﻿ / ﻿北緯34.6640917度 東経135.581306度﻿ /34.6640917; 135.581306","","コサ"," A08 ","","26,959人/日-2018年-","","","","","","",""
"河内長野駅","河内長野駅（かわちながのえき）","https://ja.wikipedia.org/wiki/河内長野駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度27分3.99秒東経135度34分23.15秒","","","南海電気鉄道（駅詳細）近畿日本鉄道（駅詳細）","","","","大阪府河内長野市本町北緯34度27分3.99秒東経135度34分23.15秒﻿ / ﻿北緯34.4511083度 東経135.5730972度﻿ /34.4511083; 135.5730972﻿ (河内長野駅)座標:北緯34度27分3.99秒東経135度34分23.15秒﻿ / ﻿北緯34.4511083度 東経135.5730972度﻿ /34.4511083; 135.5730972﻿ (河内長野駅)","^1954年（昭和29年）4月1日に長野駅から改称^南海表記^近鉄表記","","","","","","","","","","",""
"河内花園駅","河内花園駅（かわちはなぞのえき）","https://ja.wikipedia.org/wiki/河内花園駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度39分45.67秒東経135度37分6秒","奈良線","5.0km（布施起点）大阪難波から11.1 km","近畿日本鉄道（近鉄）","1915年（大正4年）6月15日","高架駅","2面2線","大阪府東大阪市吉田一丁目13-13北緯34度39分45.67秒東経135度37分6秒﻿ / ﻿北緯34.6626861度 東経135.61833度﻿ /34.6626861; 135.61833座標:北緯34度39分45.67秒東経135度37分6秒﻿ / ﻿北緯34.6626861度 東経135.61833度﻿ /34.6626861; 135.61833","* 改称経歴-1932年花園駅→大軌花園駅-1941年大軌花園駅→河内花園駅","ハナ"," A11 ","","10,987人/日-2018年-","","","","","","",""
"河内松原駅","河内松原駅（かわちまつばらえき）","https://ja.wikipedia.org/wiki/河内松原駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度34分31.88秒東経135度33分25.67秒","F南大阪線","10.0 km（大阪阿部野橋起点）","近畿日本鉄道（近鉄）","1922年（大正11年）4月18日","地上駅（橋上駅）","2面4線","大阪府松原市上田三丁目5-1北緯34度34分31.88秒東経135度33分25.67秒﻿ / ﻿北緯34.5755222度 東経135.5571306度﻿ /34.5755222; 135.5571306座標:北緯34度34分31.88秒東経135度33分25.67秒﻿ / ﻿北緯34.5755222度 東経135.5571306度﻿ /34.5755222; 135.5571306","","マハ"," F10 ","","","","29,976人/日-2018年-","","","","",""
"河内森駅","河内森駅（かわちもりえき）","https://ja.wikipedia.org/wiki/河内森駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度46分26.79秒東経135度41分7.56秒","■交野線","6.1 km（枚方市起点）","京阪電気鉄道","1930年（昭和5年）10月21日","地上駅","2面2線","大阪府交野市私市一丁目2番1号北緯34度46分26.79秒東経135度41分7.56秒﻿ / ﻿北緯34.7741083度 東経135.6854333度﻿ /34.7741083; 135.6854333﻿ (河内森駅)座標:北緯34度46分26.79秒東経135度41分7.56秒﻿ / ﻿北緯34.7741083度 東経135.6854333度﻿ /34.7741083; 135.6854333﻿ (河内森駅)","無人駅（自動券売機有）","河（駅名略称方式）","KH  66","5,597人/日（降車客含まず）-2019年-","11,320人/日-2019年-","河内磐船駅（JR片町線（学研都市線））","","","","","",""
"河内山本駅","河内山本駅（かわちやまもとえき）","https://ja.wikipedia.org/wiki/河内山本駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度37分40.64秒東経135度37分10.64秒","D大阪線","11.1 km（大阪上本町起点）","近畿日本鉄道（近鉄）","1925年（大正14年）9月30日","地上駅（橋上駅）","3面5線","大阪府八尾市山本町一丁目1-17北緯34度37分40.64秒東経135度37分10.64秒﻿ / ﻿北緯34.6279556度 東経135.6196222度﻿ /34.6279556; 135.6196222﻿ (河内山本駅*)座標:北緯34度37分40.64秒東経135度37分10.64秒﻿ / ﻿北緯34.6279556度 東経135.6196222度﻿ /34.6279556; 135.6196222﻿ (河内山本駅*)","* 改称経歴-1932年山本駅→大軌山本駅-1941年大軌山本駅→河内山本駅","ヤモ"," D12 ","","20,281人/日-2018年-","","","","","","",""
"河津駅","河津駅（かわづえき）","https://ja.wikipedia.org/wiki/河津駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度44分50.88秒東経138度59分45.83秒","■伊豆急行線","35.3 km（伊東起点）熱海から52.2 km","伊豆急行","1961年（昭和36年）12月10日","高架駅","2面2線","静岡県賀茂郡河津町浜155番地の2北緯34度44分50.88秒東経138度59分45.83秒﻿ / ﻿北緯34.7474667度 東経138.9960639度﻿ /34.7474667; 138.9960639座標:北緯34度44分50.88秒東経138度59分45.83秒﻿ / ﻿北緯34.7474667度 東経138.9960639度﻿ /34.7474667; 138.9960639","終日駅員配置駅","","IZ13","684人/日（降車客含まず）-2019年-","","","","","","","",""
"川跡駅","川跡駅（かわとえき）","https://ja.wikipedia.org/wiki/川跡駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度23分42.31秒東経132度46分33.69秒","北松江線","4.9 km（電鉄出雲市起点）","一畑電車","1930年（昭和5年）2月2日","地上駅","2面4線","島根県出雲市武志町1027-1北緯35度23分42.31秒東経132度46分33.69秒座標:北緯35度23分42.31秒 東経132度46分33.69秒","業務委託駅","","5","202人/日（降車客含まず）-2018年-","417人/日-2018年-","","","","","","",""
"川名駅","川名駅（かわなえき・名古屋市営地下鉄鶴舞線）","https://ja.wikipedia.org/wiki/川名駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度8分55.4秒東経136度56分54秒","鶴舞線","13.1 km（上小田井起点）","名古屋市交通局（名古屋市営地下鉄）","1977年（昭和52年）3月18日","地下駅","2面2線","名古屋市昭和区広路通八丁目7北緯35度8分55.4秒東経136度56分54秒﻿ / ﻿北緯35.148722度 東経136.94833度﻿ /35.148722; 136.94833座標:北緯35度8分55.4秒東経136度56分54秒﻿ / ﻿北緯35.148722度 東経136.94833度﻿ /35.148722; 136.94833","","","T13","6,100人/日（降車客含まず）-2019年-","11,806[1]人/日-2019年-","","","","","","",""
"川奈駅","川奈駅（かわなえき・伊豆急行線）","https://ja.wikipedia.org/wiki/川奈駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度57分3.57秒東経139度7分25.29秒","■伊豆急行線","6.1 km（伊東起点）熱海から23.0 km","伊豆急行","1961年（昭和36年）12月10日","地上駅","2面2線","静岡県伊東市川奈1215番地の7北緯34度57分3.57秒東経139度7分25.29秒﻿ / ﻿北緯34.9509917度 東経139.1236917度﻿ /34.9509917; 139.1236917座標:北緯34度57分3.57秒東経139度7分25.29秒﻿ / ﻿北緯34.9509917度 東経139.1236917度﻿ /34.9509917; 139.1236917","終日駅員配置駅（早朝は窓口閉鎖）","","IZ03","700人/日（降車客含まず）-2019年-","","","","","","","",""
"川中島駅","川中島駅（かわなかじまえき）","https://ja.wikipedia.org/wiki/川中島駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯36度36分52.41秒東経138度9分3.40秒","■信越本線（■篠ノ井線・■しなの鉄道線直通含む）","4.3 km（篠ノ井起点）","東日本旅客鉄道（JR東日本）[1]日本貨物鉄道（JR貨物）[1]","1917年（大正6年）7月20日[1]","地上駅","1面2線[1]","長野県長野市川中島町上氷鉋[1]1371北緯36度36分52.41秒東経138度9分3.40秒﻿ / ﻿北緯36.6145583度 東経138.1509444度﻿ /36.6145583; 138.1509444座標:北緯36度36分52.41秒東経138度9分3.40秒﻿ / ﻿北緯36.6145583度 東経138.1509444度﻿ /36.6145583; 138.1509444","業務委託駅みどりの窓口有[1]標高：362.4m","ワナ[1]","","1,637人/日（降車客含まず）-2019年-","","","","","","","",""
"川西駅 (山口県)","川西駅 (山口県)（かわにしえき・西日本旅客鉄道岩徳線）","https://ja.wikipedia.org/wiki/川西駅_(山口県)","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度9分23.96秒東経132度10分38.54秒","■岩徳線（JR西日本）","5.6 km（岩国起点）","西日本旅客鉄道（JR西日本）錦川鉄道","1960年（昭和35年）4月16日","地上駅（盛土上）","1面1線","山口県岩国市川西二丁目165-4北緯34度9分23.96秒東経132度10分38.54秒﻿ / ﻿北緯34.1566556度 東経132.1773722度﻿ /34.1566556; 132.1773722座標:北緯34度9分23.96秒東経132度10分38.54秒﻿ / ﻿北緯34.1566556度 東経132.1773722度﻿ /34.1566556; 132.1773722","共同使用駅（JR西日本の管轄駅）無人駅（自動券売機 有）","カニ","","478人/日（降車客含まず）-2019年-","","","","","","","",""
"川西駅 (大阪府)","川西駅 (大阪府)（かわにしえき・近鉄長野線）","https://ja.wikipedia.org/wiki/川西駅_(大阪府)","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度29分32.4秒東経135度35分27.6秒","O長野線","7.3km（古市起点）大阪阿部野橋から25.6 km","近畿日本鉄道（近鉄）","1911年（明治44年）8月15日[1]","高架駅","1面1線","大阪府富田林市甲田三丁目2-29北緯34度29分32.4秒東経135度35分27.6秒﻿ / ﻿北緯34.492333度 東経135.591000度﻿ /34.492333; 135.591000座標:北緯34度29分32.4秒東経135度35分27.6秒﻿ / ﻿北緯34.492333度 東経135.591000度﻿ /34.492333; 135.591000","","カワニ"," O20 ","","（特定日）3,830人/日-2018年-","","","","","","",""
"川西池田駅","川西池田駅（かわにしいけだえき）","https://ja.wikipedia.org/wiki/川西池田駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度49分29.87秒東経135度24分35.66秒","G福知山線（JR宝塚線）","11.0km（尼崎起点）大阪から18.7 km","西日本旅客鉄道（JR西日本）","1893年（明治26年）12月12日[1]","地上駅（橋上駅）[1]","2面4線[1]","兵庫県川西市栄根二丁目6-26[1]北緯34度49分29.87秒東経135度24分35.66秒﻿ / ﻿北緯34.8249639度 東経135.4099056度﻿ /34.8249639; 135.4099056﻿ (川西池田駅*)座標:北緯34度49分29.87秒東経135度24分35.66秒﻿ / ﻿北緯34.8249639度 東経135.4099056度﻿ /34.8249639; 135.4099056﻿ (川西池田駅*)","直営駅[1]みどりの窓口有*1951年に池田駅から改称[1][2]。","イケ","JR-G54","19,595人/日（降車客含まず）-2019年-","","川西能勢口駅（阪急電鉄・能勢電鉄）[1]","","","","","",""
"川西能勢口駅","川西能勢口駅（かわにしのせぐちえき）","https://ja.wikipedia.org/wiki/川西能勢口駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度49分39.5秒東経135度24分48.23秒","■阪急宝塚本線","17.2 km（大阪梅田起点）","阪急電鉄能勢電鉄","1913年（大正2年）4月8日[1]","高架駅[1]","3面5線[1]","兵庫県川西市[注 1]北緯34度49分39.5秒東経135度24分48.23秒﻿ / ﻿北緯34.827639度 東経135.4133972度﻿ /34.827639; 135.4133972﻿ (川西能勢口駅*)座標:北緯34度49分39.5秒東経135度24分48.23秒﻿ / ﻿北緯34.827639度 東経135.4133972度﻿ /34.827639; 135.4133972﻿ (川西能勢口駅*)","共同使用駅（阪急の管轄駅）*1965年に能勢口駅から改称** 能勢電鉄との連絡人員は含まず","","HK50","","","川西池田駅（福知山線（JR宝塚線））","（阪急電鉄）44,636人/日**-2019年（通年平均）-（能勢電鉄）45,340人/日-2019年（全日）-","","","","",""
"川根温泉笹間渡駅","川根温泉笹間渡駅（かわねおんせんささまどえき）","https://ja.wikipedia.org/wiki/川根温泉笹間渡駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","","大井川本線","20.0 km（金谷起点）","大井川鐵道","1930年（昭和5年）7月16日[1]","地上駅","単式 1面1線","","2003年（平成15年）10月1日、笹間渡駅から改称無人駅[1]","","","26人/日（降車客含まず）-2019年-","53人/日-2019年-","","","","","","",""
"川根小山駅","川根小山駅（かわねこやまえき）","https://ja.wikipedia.org/wiki/川根小山駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度8分30.47秒東経138度8分27.62秒","井川線","5.8 km（千頭起点）","大井川鐵道","1959年（昭和34年）8月1日","地上駅","2面2線","静岡県榛原郡川根本町奥泉字小山北緯35度8分30.47秒東経138度8分27.62秒﻿ / ﻿北緯35.1417972度 東経138.1410056度﻿ /35.1417972; 138.1410056座標:北緯35度8分30.47秒東経138度8分27.62秒﻿ / ﻿北緯35.1417972度 東経138.1410056度﻿ /35.1417972; 138.1410056","終日駅員無配置標高354m","","","0.5人/日（降車客含まず）-2019年-","3人/日-2019年-","","","","","","",""
"川根両国駅","川根両国駅（かわねりょうごくえき）","https://ja.wikipedia.org/wiki/川根両国駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度7分0.70秒東経138度8分26.06秒","井川線","1.1 km（千頭起点）","大井川鐵道","1959年（昭和34年）8月1日","地上駅","2面2線","静岡県榛原郡川根本町千頭北緯35度7分0.70秒東経138度8分26.06秒﻿ / ﻿北緯35.1168611度 東経138.1405722度﻿ /35.1168611; 138.1405722座標:北緯35度7分0.70秒東経138度8分26.06秒﻿ / ﻿北緯35.1168611度 東経138.1405722度﻿ /35.1168611; 138.1405722","駅員配置駅(運転扱いのみ)標高307m","","","3人/日（降車客含まず）-2019年-","8人/日-2019年-","","","","","","",""
"河曲駅","河曲駅（かわのえき）","https://ja.wikipedia.org/wiki/河曲駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度53分52.31秒東経136度34分5.3秒","CJ関西本線（名古屋地区）","47.5 km（名古屋起点）","東海旅客鉄道（JR東海）","1949年（昭和24年）3月1日[1]","地上駅","2面2線","三重県鈴鹿市木田町718北緯34度53分52.31秒東経136度34分5.3秒﻿ / ﻿北緯34.8978639度 東経136.568139度﻿ /34.8978639; 136.568139座標:北緯34度53分52.31秒東経136度34分5.3秒﻿ / ﻿北緯34.8978639度 東経136.568139度﻿ /34.8978639; 136.568139","駅員無配置駅*1973年に鈴鹿駅から改称。","ワノ","CJ  14 ","322人/日（降車客含まず）-2019年-","","","","","","","",""
"川之江駅","川之江駅（かわのええき）","https://ja.wikipedia.org/wiki/川之江駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度0分51.17秒東経133度34分33.23秒","■予讃線","72.2 km（高松起点）","四国旅客鉄道（JR四国）","1916年（大正5年）4月1日","地上駅","1面2線","愛媛県四国中央市川之江町2476北緯34度0分51.17秒東経133度34分33.23秒﻿ / ﻿北緯34.0142139度 東経133.5758972度﻿ /34.0142139; 133.5758972座標:北緯34度0分51.17秒東経133度34分33.23秒﻿ / ﻿北緯34.0142139度 東経133.5758972度﻿ /34.0142139; 133.5758972","直営駅みどりの窓口有","ノエ←ノヱ","○Y22","625人/日（降車客含まず）-2018年-","1,250人/日-2018年-","","","","","","",""
"川端駅","川端駅（かわばたえき）","https://ja.wikipedia.org/wiki/川端駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯42度54分53秒東経141度53分41.25秒","■石勝線","27.0 km（南千歳起点）","北海道旅客鉄道（JR北海道）","1894年（明治27年）8月1日[1]","地上駅","2面3線","北海道夕張郡由仁町川端北緯42度54分53秒東経141度53分41.25秒﻿ / ﻿北緯42.91472度 東経141.8947917度﻿ /42.91472; 141.8947917﻿ (川端駅)","無人駅","カワ","○K17","","8人/日-2014年-","","","","","","",""
"河原駅","河原駅（かわはらえき）","https://ja.wikipedia.org/wiki/河原駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度23分52.08秒東経134度13分21.41秒","B因美線","14.1 km（鳥取起点）","西日本旅客鉄道（JR西日本）","1919年（大正8年）12月20日","地上駅","1面1線","鳥取県八頭郡八頭町国中字萩原589北緯35度23分52.08秒東経134度13分21.41秒","簡易委託駅","カハ","","","172人/日-2015年-","","","","","","",""
"川東駅 (福島県)","川東駅 (福島県)（かわひがしえき・東日本旅客鉄道水郡線）","https://ja.wikipedia.org/wiki/川東駅_(福島県)","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯37度16分11.5秒東経140度24分22.1秒","■水郡線","122.2 km（水戸起点）","東日本旅客鉄道（JR東日本）","1931年（昭和6年）10月30日","地上駅","1面1線","福島県須賀川市小作田字西舘132北緯37度16分11.5秒東経140度24分22.1秒座標:北緯37度16分11.5秒 東経140度24分22.1秒","無人駅","ヒシ","","68人/日（降車客含まず）-2015年-","","","","","","","",""
"川東駅 (佐賀県)","川東駅 (佐賀県)（かわひがしえき・松浦鉄道西九州線）","https://ja.wikipedia.org/wiki/川東駅_(佐賀県)","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯33度16分3.84秒東経129度51分51.07秒","■西九州線","11.6 km（有田起点）","松浦鉄道","1989年（平成元年）3月11日","地上駅","1面1線","佐賀県伊万里市二里町大里甲北緯33度16分3.84秒東経129度51分51.07秒","","","","133人/日（降車客含まず）-2017年-","267人/日-2017年-","","","","","","",""
