"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","築城主","城郭構造","築城年","遺構","主な城主","指定文化財","廃城年","位置","地図","別名","天守構造","主な改修者","再建造物","所在地","登録文化財","埋蔵文化財,包蔵地番号","宗派","本尊","創建年"
"勘次ヶ城 (存在しないページ)","[勘次ヶ城]","https://ja.wikipedia.org/w/index.php?title=勘次ヶ城&amp;action=edit&amp;redlink=1","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"出島","[出島（築島）] 出島 （でじま）は、 1634年 江戸幕府 の対外政策の一環として 長崎 に築造された 人工島 。 扇 型で、面積は3,969 坪 （約1.5 ヘクタール ）   。日本初の本格的な人工島である  。 1636年 から 1639年 まで対 ポルトガル 貿易、 1641年 から 1859年 まで オランダ東インド会社 （AVOC、アムステルダムに本部のあるVereenigde Oostindische Compagnie）を通して対 オランダ 貿易が行われた。出島全体は1922年（大正11年）10月12日、「出島和蘭商館跡」として国の 史跡 に指定されている   。","https://ja.wikipedia.org/wiki/出島","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯32度44分36.67秒 東経129度52分22.87秒","","","","","","","","","","","","","","","","","","",""
"熊本城","[熊本城（銀杏城）] 熊本城 （くまもとじょう）は、 肥後国 飽田郡 熊本  （現在の 熊本県 熊本市 中央区 ）に築かれた 安土桃山時代 から 江戸時代 の 日本の城 。別名「銀杏城（ぎんなんじょう）」  。","https://ja.wikipedia.org/wiki/熊本城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯32度48分21.7秒東経130度42分21.23秒","出田秀信（千葉城）、鹿子木親員（隈本城）","梯郭式平山城","1469年–1487年頃","櫓・門・塀、石垣、堀","加藤氏、細川氏","国の重要文化財:櫓11棟、門1棟、塀1棟国の特別史跡:熊本城跡","1874年","北緯32度48分21.7秒東経130度42分21.23秒﻿ / ﻿北緯32.806028度 東経130.7058972度﻿ /32.806028; 130.7058972﻿ (熊本城)座標:北緯32度48分21.7秒東経130度42分21.23秒﻿ / ﻿北緯32.806028度 東経130.7058972度﻿ /32.806028; 130.7058972﻿ (熊本城)","熊本城熊本市の地図を表示熊本城熊本県の地図を表示熊本城日本の地図を表示","千葉城（出田氏）、六実城、隈本城（鹿子木氏、菊池氏、城氏、佐々氏、加藤氏半国期）、銀杏城","連結式望楼型3重6階地下1階（非現存・1600年築）外観復元（RC造1960年再）","加藤清正","外観復元:大小天守、平櫓木造復元:西大手門、数奇屋丸二階広間、南大手門、西出丸戌亥櫓、未申櫓、元太鼓櫓、飯田丸五階櫓、馬具櫓、本丸御殿大広間","","","","","",""
"宇土城","[宇土城] 宇土古城は、 宇土氏 によって西岡台と称される独立丘陵に築かれ（このため中世宇土城を指して「西岡台」と通称する）、中央の迫地を挟んで東に主郭となる千畳敷（せんじょうじき）、西に三城（さんのじょう）という連郭式の体をなしている。東の千畳敷の周囲は横堀で囲まれており、北から東にかけての斜面には複数の竪堀が穿たれていた。近年、千畳敷と呼ばれる 曲輪 跡から多数の掘立柱建築の痕跡と  、東側に 虎口 、 城門 遺構が発掘されており、一部の遺構については復元表示してある。","https://ja.wikipedia.org/wiki/宇土城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯32度40分46秒東経130度38分47秒","藤原頼通","平山城","平安時代中期、不明-伝永承3年（1048年）","建物跡・横堀・虎口・城門（復元）","宇土為光、名和武顕、名和顕孝、名和顕輝、皆吉武真","国の史跡","天正16年（1588年）","丘陵全体：北緯32度40分46秒東経130度38分47秒﻿ / ﻿北緯32.67944度 東経130.64639度﻿ /32.67944; 130.64639座標:北緯32度40分46秒東経130度38分47秒﻿ / ﻿北緯32.67944度 東経130.64639度﻿ /32.67944; 130.64639","宇土古城","中世宇土城、西岡台、名和城","なし","名和氏（宇土氏）","","","","","","",""
"田中城 (肥後国)","[田中城] 田中城 （たなかじょう）は、別名を 和仁城 とも呼ばれ、 中世 に 熊本県 旧 三加和町 一帯を支配した 肥後国 の 国人 和仁氏 が本拠とした 城 。現在の熊本県 玉名郡 和水町 和仁に位置する。天正15年（ 1587年 ）に発生した 肥後国人一揆 において、最後まで抗戦を続けた城のひとつである。","https://ja.wikipedia.org/wiki/田中城_(肥後国)","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯33度4分44.0秒東経130度35分41.0秒","和仁氏","輪郭式平山城","","空掘","","国の史跡","天正15年（1587年）","北緯33度4分44.0秒東経130度35分41.0秒﻿ / ﻿北緯33.078889度 東経130.594722度﻿ /33.078889; 130.594722","田中城","和仁城、鰐城","無し","","","","","","","",""
"岩尾城 (肥後国)","[岩尾城] 岩尾城 （いわおじょう）は、 熊本県 上益城郡 山都町 に存在した 中世 の 日本の城 （ 山城 ）。山都町指定史跡。","https://ja.wikipedia.org/wiki/岩尾城_(肥後国)","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯32度41分02.2秒東経130度59分34.6秒","阿蘇氏","山城","中世","土塁","阿蘇氏、小西氏、加藤氏","町指定史跡","慶長17年（1612年）","北緯32度41分02.2秒東経130度59分34.6秒﻿ / ﻿北緯32.683944度 東経130.992944度﻿ /32.683944; 130.992944座標:北緯32度41分02.2秒東経130度59分34.6秒﻿ / ﻿北緯32.683944度 東経130.992944度﻿ /32.683944; 130.992944","岩尾城","矢部城","","","","","","","","",""
"鞠智城","[鞠智城] 鞠智城 （きくちじょう  /くくちのき  ）は、 熊本県 の 山鹿市 と 菊池市 にまたがる  台地 状の 丘陵 に築かれた  、 日本 の 古代山城 である。 城跡 は、2004年（平成16年）2月27日、国指定の 史跡 「鞠智城跡」に指定されている  。","https://ja.wikipedia.org/wiki/鞠智城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯33度0分4.64秒東経130度47分19.76秒","（推定）大和朝廷","古代山城","不明","土塁・城門・建物跡・貯水池","","国の史跡「鞠智城跡」","不明","北緯33度0分4.64秒東経130度47分19.76秒﻿ / ﻿北緯33.0012889度 東経130.7888222度﻿ /33.0012889; 130.7888222","鞠智城","","なし","","鼓楼・米倉・兵舎・板倉","","","","","",""
"菊池城","[菊池城] 菊池城 （きくちじょう）は、 熊本県 菊池市 隈府にある中世の 山城跡 で、 菊池氏 の本拠であった。別名、隈府城。","https://ja.wikipedia.org/wiki/菊池城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯32度59分12.717秒東経130度49分3.3306秒","菊池武政","梯郭式平山城","正平年間（1346年-1370年）","郭、堀、土塁","菊池氏、赤星親家、隈部親永","","天正15年（1587年）","北緯32度59分12.717秒東経130度49分3.3306秒﻿ / ﻿北緯32.98686583度 東経130.817591833度﻿ /32.98686583; 130.817591833座標:北緯32度59分12.717秒東経130度49分3.3306秒﻿ / ﻿北緯32.98686583度 東経130.817591833度﻿ /32.98686583; 130.817591833","菊池城","隈府城、守山城、雲上城","無し","","","","","","","",""
"鍋城","[鍋城] 鍋城 （なべじょう）は、 熊本県 に存在した 中世 の 山城 。","https://ja.wikipedia.org/wiki/鍋城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯32度28分26.41秒東経130度93分47.89秒","","山城","","","上相良氏、相良氏","なし","不明","北緯32度28分26.41秒東経130度93分47.89秒﻿ / ﻿北緯32.4740028度 東経131.5633028度﻿ /32.4740028; 131.5633028座標: 経度の分が60以上です{{#coordinates:}}: 経度 (lon) の値が無効です","","鍋倉城","","","","","","","","",""
"佐敷城 (肥後国)","[佐敷城] 佐敷城 （さしきじょう）は、 肥後国 の南部、現在の 熊本県 葦北郡 芦北町 にあった 日本の城 。 加藤清正 によって築城された近世の佐敷城は 佐敷花岡城 とも呼ばれる。佐敷城の城下は 薩摩街道 と人吉街道（相良往還）が通る交通の要地であり、 戦国時代 中期までは相良氏、戦国時代末期には島津氏の勢力拡大をめぐって佐敷城の攻防が繰り返された。","https://ja.wikipedia.org/wiki/佐敷城_(肥後国)","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯32度18分11.0秒 東経130度30分58.7秒","加藤清正","山城","1588年（天正16年）","曲輪、石垣","加藤重次","国の史跡","1615年（元和元年）","佐敷城熊本市佐敷城の位置（熊本県）","","佐敷花岡城","","加藤清正","なし","","","","","",""
"山鹿城","[山鹿城] 山鹿城 （やまがじょう）はかつて日本に存在した 中世 城郭 。","https://ja.wikipedia.org/wiki/山鹿城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"木山城 (肥後国)","[木山城] 木山城 （きやまじょう）は、 熊本県 上益城郡 益城町 寺迫にあった 日本の城 。","https://ja.wikipedia.org/wiki/木山城_(肥後国)","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"山田城 (肥後国) (存在しないページ)","[山田城]","https://ja.wikipedia.org/w/index.php?title=山田城_(肥後国)&amp;action=edit&amp;redlink=1","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"人吉城","[人吉城] 人吉城 （ひとよしじょう）は、 熊本県 人吉市 麓町（旧・ 肥後国 球磨郡 人吉村）  にある 日本の城 （ 平山城跡 ）。 相良氏 が 鎌倉時代 に 地頭 として人吉荘に赴任して以来35代670年の長きにわたり在城し、 江戸時代 には 人吉藩 の藩庁であった。国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/人吉城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯32度12分39.9秒東経130度45分59.37秒","相良長頼","梯郭式平山城","元久年間（1204年-1206年）","石垣、土塁","相良氏","国の史跡","明治4年（1871年）","北緯32度12分39.9秒東経130度45分59.37秒﻿ / ﻿北緯32.211083度 東経130.7664917度﻿ /32.211083; 130.7664917﻿ (人吉城)座標:北緯32度12分39.9秒東経130度45分59.37秒﻿ / ﻿北緯32.211083度 東経130.7664917度﻿ /32.211083; 130.7664917﻿ (人吉城)","人吉城","繊月城、三日月城","なし","相良義陽、相良頼寛","櫓、塀","","","","","",""
"古麓城","[古麓城（八代城・飯盛城・鷹峯城）] 古麓城 （ふるふもとじょう）は、 熊本県 八代市 古麓町（旧 肥後国 八代郡 ）にあった 諸城 の総称、近世に名付けられた城塞群である  。古麓町の東側の山中に7城（曲輪）が存在したと一般に言われている  。","https://ja.wikipedia.org/wiki/古麓城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯32度29分22秒東経130度38分19秒","内河義真、名和顕興、相良長毎","山城","名和氏の5城は南北朝期（14世紀）、相良氏の2城は天文3年（1534年）頃","堀切、郭","内河義真、名和顕興、顕忠、相良長毎、義滋、上村頼興、晴広、義陽","国の史跡、市指定文化財","天正16年（1588年）","北緯32度29分22秒東経130度38分19秒﻿ / ﻿北緯32.48944度 東経130.63861度﻿ /32.48944; 130.63861座標:北緯32度29分22秒東経130度38分19秒﻿ / ﻿北緯32.48944度 東経130.63861度﻿ /32.48944; 130.63861","古麓城","八代城、内河城","","","","","","","","",""
"麦島城","[麦島城（八代城）] 麦島城 （むぎしまじょう）は、 熊本県八代市国 郡 にあった 安土桃山時代 から 江戸時代 の 城 。2014年（平成26年）3月18日、本城跡と 古麓城 跡・ 八代城 跡とを併せ、「八代城跡群」の名称で国の 史跡 に指定された   。","https://ja.wikipedia.org/wiki/麦島城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯32度29分53.5秒東経130度35分42.7秒","小西行長","輪郭式平城","1588年頃","天守台、小天守、本丸石垣、本丸御殿、堀等、城郭のほぼ全てが地下に残されている。","加藤氏","国の史跡","1619年","北緯32度29分53.5秒東経130度35分42.7秒﻿ / ﻿北緯32.498194度 東経130.595194度﻿ /32.498194; 130.595194","麦島城","八代城、織豊期八代城","不明、連結式（非現存）","","","","","","","",""
"八代城","[八代城（松江城）] 八代城 （やつしろじょう）は、 熊本県 八代市 （旧 肥後国 八代郡 ）にある 日本の城 である。 江戸時代 初期に 球磨川 河口の松江  に幕府の許可を得て建築されたことから 松江城 （現八代城趾）とも言う。","https://ja.wikipedia.org/wiki/八代城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯32度30分26.84秒東経130度35分59.61秒","加藤正方","輪郭式平城","元和8年（1622年）竣工","本丸跡（天守台、石垣、堀）、北の丸跡、城壕、城壁、本丸大書院、庭園（松浜軒およびその正門）","松井氏","国の史跡松浜軒庭園（国の名勝）","明治3年（1870年）","北緯32度30分26.84秒東経130度35分59.61秒﻿ / ﻿北緯32.5074556度 東経130.5998917度﻿ /32.5074556; 130.5998917座標:北緯32度30分26.84秒東経130度35分59.61秒﻿ / ﻿北緯32.5074556度 東経130.5998917度﻿ /32.5074556; 130.5998917","八代城","松江城、白鷺城（しらさぎじょう）、白石城、不夜城、不知火城","連結式（非現存）","","","","","","","",""
"水俣城","[水俣城] 水俣城 （みなまたじょう）は、 熊本県 水俣市 古城に存在した 中世 の 丘城 。","https://ja.wikipedia.org/wiki/水俣城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯32度12分29.0秒東経130度24分53.3秒","水俣氏","平山城","不明（中世）","井戸跡","水俣氏、相良氏、島津義弘、豊臣秀吉、寺沢広高、小西行長、加藤清正","なし","慶長17年（1612年）","北緯32度12分29.0秒東経130度24分53.3秒﻿ / ﻿北緯32.208056度 東経130.414806度﻿ /32.208056; 130.414806","水俣城","陣内城、陣の城","","","","","","","","",""
"本渡城","[本渡城] 本渡城 （ほんどじょう）は、 熊本県 に存在した 中世 の 山城 。","https://ja.wikipedia.org/wiki/本渡城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯32度27分49.2秒東経130度10分40.5秒","天草氏","山城","不明","堀切","天草氏","","不明","北緯32度27分49.2秒東経130度10分40.5秒﻿ / ﻿北緯32.463667度 東経130.177917度﻿ /32.463667; 130.177917","","本砥城、本戸城","","","","","","","","",""
"富岡城","[富岡城] 富岡城 （とみおかじょう）は、 肥後国 天草郡 （ 熊本県 天草郡 苓北町 富岡）にあった 城 。","https://ja.wikipedia.org/wiki/富岡城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯32度31分44.07秒東経130度1分54.78秒","寺沢広高","梯郭式平山城","1605年","石垣、堀切","寺沢氏、山崎氏、戸田氏","なし","1670年","北緯32度31分44.07秒東経130度1分54.78秒﻿ / ﻿北緯32.5289083度 東経130.0318833度﻿ /32.5289083; 130.0318833","","臥龍城","なし","山崎家治","石垣・櫓・門・塀","","","","","",""
"竹迫城","[竹迫城] 竹迫城 （たかばじょう）は、現在の 熊本県 合志市 上庄にある城址。 合志城 とも呼ばれ、その他に蛇尾城・穴の城・上庄城の別名もある。市の 史跡 。","https://ja.wikipedia.org/wiki/竹迫城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯32度53分56.72秒東経130度47分37.98秒","中原師員","連郭式平山城","建久年間（1190年-1198年）","土塁、空堀","竹迫氏、合志氏","合志市史跡","天正15年（1587年）","北緯32度53分56.72秒東経130度47分37.98秒﻿ / ﻿北緯32.8990889度 東経130.7938833度﻿ /32.8990889; 130.7938833","","合志城、蛇尾城、穴の城、上庄城","","","","","","","","",""
"南関城 (存在しないページ)","[南関城]","https://ja.wikipedia.org/w/index.php?title=南関城&amp;action=edit&amp;redlink=1","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"御船城","[御船城] 御船城 （みふねじょう）は、 熊本県 上益城郡 御船町 に存在した 中世 の 平山城 。現在の 御船町立御船小学校 の南側、東西40 m ・南北150mの 丘陵 に立地していた。","https://ja.wikipedia.org/wiki/御船城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯32度42分37.05秒東経130度48分8.26秒","","平山城","不明（14世紀以前）","土塁","御船氏、甲斐氏","","不明（16世紀末?）","北緯32度42分37.05秒東経130度48分8.26秒﻿ / ﻿北緯32.7102917度 東経130.8022944度﻿ /32.7102917; 130.8022944","","","","","","","","","","",""
"堅志田城","[堅志田城] 堅志田城 （かたしだじょう）は 熊本県 に存在した 中世 の 山城 。","https://ja.wikipedia.org/wiki/堅志田城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯32度62分40.53秒東経130度79分51.13秒","阿蘇氏","山城","不明","堀切","阿蘇氏、島津氏","","不明（16世紀末）","北緯32度62分40.53秒東経130度79分51.13秒﻿ / ﻿北緯33.0445917度 東経131.3308694度﻿ /33.0445917; 131.3308694座標: 緯度の分が60以上です座標: 経度の分が60以上です座標:北緯32度62分40.53秒東経130度79分51.13秒﻿ / ﻿北緯33.0445917度 東経131.3308694度﻿ /33.0445917; 131.3308694座標: 緯度の分が60以上です座標: 経度の分が60以上です{{#coordinates:}}: 緯度 (lat) の値が無効です","","勢多尾城、赤蜂尾城","","","","","","","","",""
"中津城","[中津城（扇城）] 中津城 （なかつじょう）／ 中津川城 （なかつがわ（の）じょう）  は、 豊前国 中津（現在の 大分県 中津市 二ノ丁）にあった 日本の城 。 黒田孝高 （如水）が築城し、 細川忠興 が完成させた。 大分県指定史跡 。江戸時代の大半は、 奥平家 が 居城 としていた（ 中津藩 も参照）。","https://ja.wikipedia.org/wiki/中津城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯33度36分23.88秒東経131度11分11.12秒","黒田孝高","梯郭式平城（海城）","天正16年（1588年）","石垣、堀","黒田家、細川家、小笠原家、奥平家","大分県指定史跡","明治4年（1871年）","北緯33度36分23.88秒東経131度11分11.12秒﻿ / ﻿北緯33.6066333度 東経131.1864222度﻿ /33.6066333; 131.1864222","中津城","中津川城、扇城、小犬丸城、丸山城","不明模擬天守（独立式望楼型5重5階 1964年RC造）","細川忠興","本丸下段水堀","","","","","",""
"長岩城 (豊前国)","[長岩城] 長岩城 （ながいわじょう）は、 大分県 中津市 耶馬溪町 にあった 城 。大分県指定 史跡 。","https://ja.wikipedia.org/wiki/長岩城_(豊前国)","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","","野仲重房","山城","建久9年（1198年）","石塁等","","大分県指定史跡","天正16年（1588年）","","長岩城","","なし","","","","","","","",""
"時枝城","[時枝城] 時枝城 （ときえだじょう）は、かつて 大分県 宇佐市 下時枝に存在した 城 。 宇佐神宮 弥勒寺の寺務方であった 時枝氏 の居城。","https://ja.wikipedia.org/wiki/時枝城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","","時枝氏?","平城","戦国時代","","時枝平太夫","未指定","1500年代?","","時枝城","","なし","","なし（石碑あり）","","","","","",""
"妙見嶽城","[妙見嶽城] 妙見嶽城 （みょうけんだけじょう）は、 豊前国 宇佐郡 （現在の 大分県 宇佐市 院内町 香下）の 妙見岳 山頂にあった 日本の城 。","https://ja.wikipedia.org/wiki/妙見嶽城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","","佐田氏?","山城","不明","曲輪","田原紹忍","未指定","不明","","妙見嶽城","極楽寺城","なし","","なし","","","","","",""
"光岡城 (存在しないページ)","[光岡城]","https://ja.wikipedia.org/w/index.php?title=光岡城&amp;action=edit&amp;redlink=1","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"龍王城 (豊後国) (存在しないページ)","[龍王城]","https://ja.wikipedia.org/w/index.php?title=龍王城_(豊後国)&amp;action=edit&amp;redlink=1","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"高田城 (豊後国)","[高田城] 高田城 （たかだじょう）は、現在の 大分県 豊後高田市 玉津字本丸（旧国 豊後国 ）にあった 城 である。 豊後高田城 、 柴崎城 とも呼ばれる。","https://ja.wikipedia.org/wiki/高田城_(豊後国)","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"真玉城","[真玉城] 真玉城 （またまじょう）は、現在の 大分県 豊後高田市 大村（旧国 豊後国 ）にあった 城 である。","https://ja.wikipedia.org/wiki/真玉城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"杵築城","[杵築城] 杵築城 （きつきじょう）は、かつて 大分県 杵築市 杵築にあった城郭である。城跡のうち麓の藩主御殿跡は大分県の 史跡 に指定されている    。また、城郭があった台山地区と藩主御殿地区は、国の史跡に指定されている     。","https://ja.wikipedia.org/wiki/杵築城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯33度24分53.09秒東経131度37分39.6秒","木付頼直","連郭式平山城","明徳5年（1394年）","土塁、堀切り（台山地区）堀、石垣、庭園（藩主御殿地区）","木付氏、前田氏、宮部氏、杉原氏細川氏、小笠原氏、松平氏","国の史跡","明治4年（1871年）","北緯33度24分53.09秒東経131度37分39.6秒﻿ / ﻿北緯33.4147472度 東経131.627667度﻿ /33.4147472; 131.627667","杵築城","木付城、勝山城、臥牛城","不明（1591年 築）独立式望楼型3層3階（1970年RC造模擬）","","模擬天守","","","","","",""
"日出城","[日出城（暘谷城）] 日出城 （ひじじょう）は、現在の 大分県 速見郡 日出町 にあった 城 。 江戸時代 を通して、木下氏が居城した。明治初期の 府藩県三治制 下において 日出藩 の藩庁が置かれた。","https://ja.wikipedia.org/wiki/日出城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯33度22分0.26秒東経131度31分54.14秒","木下延俊","平山城（海城）","慶長7年（1602年）","移築櫓、移築門、天守台、曲輪、石垣、堀","木下氏","なし","明治7年（1874年）","北緯33度22分0.26秒東経131度31分54.14秒﻿ / ﻿北緯33.3667389度 東経131.5317056度﻿ /33.3667389; 131.5317056","日出城","暘谷城","複合式層塔型3重3階（1602年築 非現存）","","","","","","","",""
"府内城","[府内城（大分城）] 府内城 （ふないじょう）は、 豊後国 府内 （現在の 大分県 大分市 ）にあった 日本の城 である。 大分城 （おおいたじょう）、 荷揚城 （にあげじょう）、 白雉城 （はくちじょう）とも呼ばれる。","https://ja.wikipedia.org/wiki/府内城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯33度14分26.31秒東経131度36分41.16秒","福原直高","梯郭式平城（海城）","1597年","石垣、土塀、堀、櫓2棟（宗門櫓、人質櫓）、櫓跡（天守台）","竹中氏、日根野氏、大給松平家","大分県指定史跡（石垣、土塀、堀、櫓2棟（宗門櫓、人質櫓）、櫓跡1（天守台））大分市指定史跡（県指定部分を除く城地）","1872年","北緯33度14分26.31秒東経131度36分41.16秒﻿ / ﻿北緯33.2406417度 東経131.6114333度﻿ /33.2406417; 131.6114333﻿ (府内城)座標:北緯33度14分26.31秒東経131度36分41.16秒﻿ / ﻿北緯33.2406417度 東経131.6114333度﻿ /33.2406417; 131.6114333﻿ (府内城)","府内城","大分城、荷揚城、白雉城","4重（1607年築形式は不明）非現存","竹中重利","二重櫓3棟、大手門、土塀、廊下橋","","","","","",""
"平田城 (豊前国) (存在しないページ)","[平田城]","https://ja.wikipedia.org/w/index.php?title=平田城_(豊前国)&amp;action=edit&amp;redlink=1","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"大友氏遺跡","[大友館] 大友氏遺跡 （おおともしいせき）は、 大分県 大分市 顕徳町 一帯にある 大友氏 館（大友館）跡を中心とする 中世 の遺跡。 2001年 （平成13年） 8月13日 に「 大友氏館跡 」（おおともしやかたあと）として国の指定 史跡 に指定された後、累次追加指定が行われており、 2005年 （平成17年） 3月2日 に旧万寿寺跡地区が追加された際に名称が「大友氏遺跡」に改められた。 2014年 （平成26年） 10月6日 には 上原館 跡の一画が、また、 2015年 （平成27年） 10月7日 には推定御蔵場跡が追加指定されている  。","https://ja.wikipedia.org/wiki/大友氏遺跡","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯33度13分44.2秒東経131度37分9.1秒","大友氏泰?","守護館","14世紀後半","居館跡、万寿寺跡","","国の史跡","天正14年（1586年）焼失","北緯33度13分44.2秒東経131度37分9.1秒﻿ / ﻿北緯33.228944度 東経131.619194度﻿ /33.228944; 131.619194座標:北緯33度13分44.2秒東経131度37分9.1秒﻿ / ﻿北緯33.228944度 東経131.619194度﻿ /33.228944; 131.619194","大友氏館","","","","","","","","","",""
"上原館","[上原館] 上原館 （うえのはるやかた）は、 中世 に 豊後国 府内 （現在の 大分県 大分市 ）の 上野丘陵 にあった 大友氏 の館。大分市 顕徳町 付近にあった館とは別の館である  。別名、 西山城 。 2014年 （平成26年） 10月6日 に一部が 史跡 大友氏遺跡 に追加指定されている   。","https://ja.wikipedia.org/wiki/上原館","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯33度13分25.7秒東経131度36分47.8秒","大友氏泰?","守護館","中世","土塁跡、堀跡","","一部国の史跡","1597年（慶長2年）","北緯33度13分25.7秒東経131度36分47.8秒﻿ / ﻿北緯33.223806度 東経131.613278度﻿ /33.223806; 131.613278座標:北緯33度13分25.7秒東経131度36分47.8秒﻿ / ﻿北緯33.223806度 東経131.613278度﻿ /33.223806; 131.613278","上原館","","","","なし","","","","","",""
"高崎山城","[高崎山城] 高崎山城 （たかさきさんじょう）は、 大分県 大分市 の 高崎山 にあった 日本の城 である。 高崎城 とも呼ばれる。","https://ja.wikipedia.org/wiki/高崎山城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯33度15分07.0秒東経131度31分26.6秒","安倍宗任?","山城","平安時代末期?","曲輪、土塁、狼煙台、竪堀","大友氏","未指定","1593年（文禄2年）","北緯33度15分07.0秒東経131度31分26.6秒﻿ / ﻿北緯33.251944度 東経131.524056度﻿ /33.251944; 131.524056","高崎山城別府・大分の地図を表示高崎山城大分県の地図を表示","高崎城","なし","大友氏時","なし","","","","","",""
"鶴崎城","[鶴崎城] 鶴崎城 （つるさきじょう）は、 大分県 大分市 鶴崎 にあった 日本の城 である。 大友氏 家臣の 吉岡氏 の居城であった。","https://ja.wikipedia.org/wiki/鶴崎城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯33度14分19秒 東経131度41分35秒","","","","","","","","","","","","","","","","","","",""
