"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","開園","位置","管理運営","公式サイト","所有者","専門分野","面積","アクセス","正式名称","園長","頭数","愛称","前身","種数","来園者数","主な飼育動物","分類","事業主体"
"那須アルパカ牧場","[那須アルパカ牧場] 那須アルパカ牧場 （なすあるぱかぼくじょう、 Nasu Alpaca Farm ）は、 栃木県 那須郡 那須町 にある 那須ビッグファーム が運営するアルパカ専門の牧場である。","https://ja.wikipedia.org/wiki/那須アルパカ牧場","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯37度7分20秒東経140度3分27秒","〒329-3223栃木県那須郡那須町大島1389-2","1999年","北緯37度7分20秒東経140度3分27秒﻿ / ﻿北緯37.12222度 東経140.05750度﻿ /37.12222; 140.05750座標:北緯37度7分20秒東経140度3分27秒﻿ / ﻿北緯37.12222度 東経140.05750度﻿ /37.12222; 140.05750","那須ビッグファーム","那須アルパカ牧場","","","約110,000m2","","","","","","","","","","",""
"那須どうぶつ王国","[那須どうぶつ王国] 那須どうぶつ王国 （なすどうぶつおうこく、 Nasu Animal Kingdom ）は、 栃木県 那須郡 那須町 大島1042-1にある テーマパーク 形態の 動物園 である。","https://ja.wikipedia.org/wiki/那須どうぶつ王国","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯37度7分44秒東経140度2分13秒","〒329-3223栃木県那須郡那須町大島1042-1","1998年4月","北緯37度7分44秒東経140度2分13秒﻿ / ﻿北緯37.12889度 東経140.03694度﻿ /37.12889; 140.03694","那須高原リゾート開発","那須どうぶつ王国","","","約430,000m2","","","","","","","","","","",""
"成田ゆめ牧場","[成田ゆめ牧場] 成田ゆめ牧場 （なりたゆめぼくじょう）は、 千葉県 成田市 にある テーマパーク 。前身の 秋葉牧場 は 1887年 （ 明治 20年）開業。園内には 軽便鉄道 まきば線の 蒸気機関車 を含む産業用車輌の 動態保存 も行われている。","https://ja.wikipedia.org/wiki/成田ゆめ牧場","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯35度52分9.8秒東経140度23分48.4秒","〒289－0111千葉県成田市名木","1887年","北緯35度52分9.8秒東経140度23分48.4秒﻿ / ﻿北緯35.869389度 東経140.396778度﻿ /35.869389; 140.396778座標:北緯35度52分9.8秒東経140度23分48.4秒﻿ / ﻿北緯35.869389度 東経140.396778度﻿ /35.869389; 140.396778","","成田ゆめ牧場","","","約30万平方メートル","","","","","","秋葉牧場","","","","","株式会社秋葉牧場"
"NIFREL","[NIFREL] NIFREL （ ニフレル ）は、 日本 の 大阪府 吹田市 千里 万博公園 内  に所在する 博物館 。 水族館 を主体として 動物園 や 美術館 を融合させた博物館といえる。 三井不動産 が エキスポランド 跡地を 再開発 した 複合商業施設 「 EXPOCITY 」に属する 施設 の一つである。水族館は、 人工海水 を使った内陸型で、 海遊館 が 展示 プロデュース する。","https://ja.wikipedia.org/wiki/NIFREL","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯34度48分23.1秒東経135度32分0.9秒","〒565-0826大阪府吹田市千里万博記念公園内23-17","","北緯34度48分23.1秒東経135度32分0.9秒﻿ / ﻿北緯34.806417度 東経135.533583度﻿ /34.806417; 135.533583座標:北緯34度48分23.1秒東経135度32分0.9秒﻿ / ﻿北緯34.806417度 東経135.533583度﻿ /34.806417; 135.533583","株式会社海遊館","http://www.nifrel.jp/","","","（建築）約3,500平方メートル（延床）約7,200平方メートル","大阪モノレール万博記念公園駅徒歩2分","","","","ニフレル","","","","","","三井不動産"
"日本平動物園","[日本平動物園] 休園日は毎週月曜日（祝日、振替の時は翌日）と12月29日～翌年1月1日となっている。開園時間は9:00～16:30（16:00までは入園可能）。料金は、大人（高校生以上）610円、小・中学生150円（静岡市内に居住、又は通学する小・中学生は証明提示で無料）、未就学児無料となっている。日本一長い ローラースライダー が設置されている（大人 200円、子供 100円）。ホームページでは飼育日記を掲載している。施設の老朽化が進んでいることから、2013年春、全面リニューアルオープンした。","https://ja.wikipedia.org/wiki/日本平動物園","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯34度58分47.8秒東経138度26分22.0秒","〒422-8005静岡県静岡市駿河区池田1767番地の6日本平動物園 (静岡県)静岡県の地図を表示日本平動物園 (日本)日本の地図を表示","1969年8月1日","北緯34度58分47.8秒東経138度26分22.0秒﻿ / ﻿北緯34.979944度 東経138.439444度﻿ /34.979944; 138.439444座標:北緯34度58分47.8秒東経138度26分22.0秒﻿ / ﻿北緯34.979944度 東経138.439444度﻿ /34.979944; 138.439444","静岡市","","静岡市","","","","静岡市立日本平動物園","","","","","","","","",""
"日本モンキーセンター","[日本モンキーセンター] 日本モンキーセンター （にほんモンキーセンター）は、 愛知県 犬山市 にある、 サル類 専門の 動物園 。 公益財団法人日本モンキーセンター が運営しており、本項であわせて記述する。","https://ja.wikipedia.org/wiki/日本モンキーセンター","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯35度23分26.28秒東経136度57分27.14秒","〒484-0081愛知県犬山市大字犬山官林26番地","1956年（昭和31年）","北緯35度23分26.28秒東経136度57分27.14秒﻿ / ﻿北緯35.3906333度 東経136.9575389度﻿ /35.3906333; 136.9575389﻿ (日本モンキーセンター)座標:北緯35度23分26.28秒東経136度57分27.14秒﻿ / ﻿北緯35.3906333度 東経136.9575389度﻿ /35.3906333; 136.9575389﻿ (日本モンキーセンター)","公益財団法人日本モンキーセンター","日本モンキーセンター","","サル類","","","","","","","","","","","",""
"日本モンキーパーク","[日本モンキーパーク] 日本モンキーパーク （にほんモンキーパーク）は、 愛知県 犬山市 にて 動物園 を併設している 遊園地 である。通称、「 モンパ 」。","https://ja.wikipedia.org/wiki/日本モンキーパーク","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯35度23分29.21秒東経136度57分14.07秒","〒484-0081日本愛知県犬山市犬山官林26","1960年（昭和35年）","北緯35度23分29.21秒東経136度57分14.07秒﻿ / ﻿北緯35.3914472度 東経136.9539083度﻿ /35.3914472; 136.9539083﻿ (日本モンキーパーク)座標:北緯35度23分29.21秒東経136度57分14.07秒﻿ / ﻿北緯35.3914472度 東経136.9539083度﻿ /35.3914472; 136.9539083﻿ (日本モンキーパーク)","名鉄インプレス株式会社","日本モンキーパーク","","","","","","","","モンパ","","","","","",""
"ネオパークオキナワ","[ネオパークオキナワ] ネオパークオキナワ は、 沖縄県 名護市 にある名護市立の動植物 公園 。 1992年 （ 平成 4年） 12月1日 に開園。管理・運営は 指定管理者制度 により、名護自然動植物公園株式会社が行なっている。","https://ja.wikipedia.org/wiki/ネオパークオキナワ","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯26度36分38.5秒東経127度59分29.3秒","〒905-0012沖縄県名護市名護4607-41","1992年12月1日","北緯26度36分38.5秒東経127度59分29.3秒﻿ / ﻿北緯26.610694度 東経127.991472度﻿ /26.610694; 127.991472座標:北緯26度36分38.5秒東経127度59分29.3秒﻿ / ﻿北緯26.610694度 東経127.991472度﻿ /26.610694; 127.991472","名護自然動植物公園株式会社(指定管理者)","","名護市","","","","名護自然動植物公園","","","ネオパークオキナワ","","","","","",""
"ノースサファリサッポロ","[ノースサファリサッポロ] ノースサファリサッポロ は、 北海道 札幌市 南区 にある 動物園 兼 レジャー 施設。2005年7月に北海道初の サファリパーク としてオープン。運営は有限会社サクセス観光（本社:北海道札幌市）。","https://ja.wikipedia.org/wiki/ノースサファリサッポロ","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯42度56分49.3秒東経141度13分22.9秒","〒061-2273北海道札幌市南区豊滝469-1","2005年7月","北緯42度56分49.3秒東経141度13分22.9秒﻿ / ﻿北緯42.947028度 東経141.223028度﻿ /42.947028; 141.223028座標:北緯42度56分49.3秒東経141度13分22.9秒﻿ / ﻿北緯42.947028度 東経141.223028度﻿ /42.947028; 141.223028","有限会社サクセス観光","www.north-safari.com","サクセス観光","","約1400坪","","","","450","","","135","","","",""
"野毛山動物園","[野毛山動物園] 横浜市立野毛山動物園 （のげやまどうぶつえん）は、 神奈川県 横浜市 西区 老松町 の 野毛山公園 内に位置する横浜市立の 動物園 。 旭区 の こども自然公園 （大池公園）内に分園の 万騎が原ちびっこ動物園 がある。","https://ja.wikipedia.org/wiki/野毛山動物園","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯35度26分51秒東経139度37分21.3秒","〒220-0032神奈川県横浜市西区老松町63番地10","1951年（昭和26年）4月1日","北緯35度26分51秒東経139度37分21.3秒﻿ / ﻿北緯35.44750度 東経139.622583度﻿ /35.44750; 139.622583﻿ (野毛山動物園)座標:北緯35度26分51秒東経139度37分21.3秒﻿ / ﻿北緯35.44750度 東経139.622583度﻿ /35.44750; 139.622583﻿ (野毛山動物園)","公益財団法人横浜市緑の協会（指定管理者）","","横浜市","総合","3.3ha","","横浜市立野毛山動物園","","","","","","","","",""
"のぼりべつクマ牧場","[のぼりべつクマ牧場] のぼりべつクマ牧場 （のぼりべつくまぼくじょう）は、 北海道 登別市 登別温泉町にある クマ を主に取り扱う動物園。 ヒグマ博物館 と アイヌ資料館 を併設する。","https://ja.wikipedia.org/wiki/のぼりべつクマ牧場","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯42度29分24.6秒東経141度9分33.3秒","〒059-0551北海道登別市登別温泉町224","1958年7月17日","北緯42度29分24.6秒東経141度9分33.3秒﻿ / ﻿北緯42.490167度 東経141.159250度﻿ /42.490167; 141.159250座標:北緯42度29分24.6秒東経141度9分33.3秒﻿ / ﻿北緯42.490167度 東経141.159250度﻿ /42.490167; 141.159250","","bearpark.jp","登別温泉ケーブル","動物園(クマ牧場)","","","","","約70頭","","","6","","","",""
"浜松市動物園","[浜松市動物園] 浜松市動物園 （はままつしどうぶつえん）は、静岡県浜松市西区舘山寺町にある市営 動物園 。 浜松市フラワーパーク の北隣で、両者を合わせて舘山寺総合公園（かんざんじそうごうこうえん）を形成する。","https://ja.wikipedia.org/wiki/浜松市動物園","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯34度45分53秒東経137度37分50秒","〒431-1209静岡県浜松市西区舘山寺町199","旧所在地：1950年11月1日現所在地：1985年4月2日","北緯34度45分53秒東経137度37分50秒﻿ / ﻿北緯34.76472度 東経137.63056度﻿ /34.76472; 137.63056座標:北緯34度45分53秒東経137度37分50秒﻿ / ﻿北緯34.76472度 東経137.63056度﻿ /34.76472; 137.63056","","","浜松市","総合","","","","","","","","","","","",""
"羽村市動物公園","[羽村市動物公園] 羽村市動物公園 （はむらしどうぶつこうえん）は、 東京都 羽村市 にある 動物園 である。現在の園長は林修治、 指定管理者 は 株式会社 横浜八景島 。 1978年 5月1日 、 日本で初めての町営動物園 として開園（当時は羽村 町 、 1991年 11月1日 に 市制 ）。","https://ja.wikipedia.org/wiki/羽村市動物公園","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯35度46分2.3秒東経139度19分43.8秒","〒205－0012東京都羽村市羽4122","1991年11月1日","北緯35度46分2.3秒東経139度19分43.8秒﻿ / ﻿北緯35.767306度 東経139.328833度﻿ /35.767306; 139.328833座標:北緯35度46分2.3秒東経139度19分43.8秒﻿ / ﻿北緯35.767306度 東経139.328833度﻿ /35.767306; 139.328833","株式会社横浜八景島","","羽村市","","","","","","","","羽村町動物公園","","","","",""
"繁殖賞","[繁殖賞] 繁殖賞 （はんしょくしょう）は、 日本動物園水族館協会 が規定している表彰の1つ。協会に加盟する園館で、飼育 動物 の 繁殖 に成功し、かつ、それが日本で最初であったものに与えられる。 1956年 （昭和31年）に制定され、 1965年 （昭和40年）に協会が 社団法人 となって、そのまま継承された。","https://ja.wikipedia.org/wiki/繁殖賞","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"東公園 (岡崎市)","[東公園 (岡崎市)] 東公園 （ひがしこうえん  ）は、 愛知県 岡崎市 欠町 にある 都市公園 （総合公園）である  。 1928年 （ 昭和 3年） 4月 に開園した  。","https://ja.wikipedia.org/wiki/東公園_(岡崎市)","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯34度57分10.9秒東経137度11分30.8秒","日本愛知県岡崎市欠町字大山田1","1928年（昭和3年）4月","","","岡崎市東公園","","","26.91ha","","","","","","","","","","都市公園（総合公園）",""
"東筑波ユートピア","[東筑波ユートピア] 東筑波ユートピア （ひがしつくばユートピア）は、 茨城県 石岡市 に位置する 動物園 。メディアで取り上げられた際に、来園者の少なさから 日本一お客さんの来ない動物園  と呼ばれ、注目を集める。","https://ja.wikipedia.org/wiki/東筑波ユートピア","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","","〒315-0156茨城県石岡市吉生2729-1"," 1975年","","株式会社戦豆","http://h-yuutopia.com/","","","","","","原田聡  ","","","","","","","",""
"東山動植物園","[東山動植物園] 東山動植物園 （ひがしやまどうしょくぶつえん）は、 愛知県 名古屋市 千種区 東山元町 の 東山公園 内にある市営動植物園。 1937年 （ 昭和 12年）に開園した。","https://ja.wikipedia.org/wiki/東山動植物園","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯35度9分16.28秒東経136度58分52.97秒","〒464-0804愛知県名古屋市千種区東山元町3-70東山動植物園 (愛知県)愛知県の地図を表示東山動植物園 (名古屋市)名古屋市の地図を表示","1937年（昭和12年）3月","北緯35度9分16.28秒東経136度58分52.97秒﻿ / ﻿北緯35.1545222度 東経136.9813806度﻿ /35.1545222; 136.9813806座標:北緯35度9分16.28秒東経136度58分52.97秒﻿ / ﻿北緯35.1545222度 東経136.9813806度﻿ /35.1545222; 136.9813806","名古屋市緑政土木局東山総合公園","公式ウェブサイト（日本語）","名古屋市","総合","","名古屋市営地下鉄東山線東山公園駅・星ヶ丘駅","名古屋市東山公園 動植物園","黒邉雅実（動物園長）藤井辰則（植物園長）","","","名古屋市立鶴舞公園付属動物園","","","","",""
"日立市かみね動物園","[日立市かみね動物園] 日立市かみね動物園 （ひたちしかみねどうぶつえん）は、 茨城県 日立市 の 日立市かみね公園 内にある市営の 動物園 。園内からは 太平洋 を一望できる。","https://ja.wikipedia.org/wiki/日立市かみね動物園","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","","〒317-0055茨城県日立市宮田町5-2-22","1957年6月5日","","日立市","","日立市","総合","","","","","","","神峰動物園","","","","",""
"BIGHOPガーデンモール印西","[BIGHOPガーデンモール印西] BIGHOPガーデンモール印西 （ビッグホップガーデンモールいんざい、 英 ：BIG HOP Garden Mall Inzai）は、 千葉県 印西市 （ 千葉ニュータウン ）に立地する 複合商業施設 である。","https://ja.wikipedia.org/wiki/BIGHOPガーデンモール印西","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯35度48分11.2秒東経140度9分44.9秒","〒270-1335千葉県印西市原1-2","","","","","","","","","BIG HOP ガーデンモール印西","","","","","","","","",""
"姫路市立動物園","[姫路市立動物園] 姫路市立動物園 （ひめじしりつどうぶつえん）は、 兵庫県 姫路市 の 姫路公園 内、 姫路城 （ 世界遺産 ）三の丸広場に隣接する 動物園 である  。","https://ja.wikipedia.org/wiki/姫路市立動物園","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯34度50分12.3秒東経134度41分39秒","〒670-0012兵庫県姫路市本町68番地","1951年12月1日","北緯34度50分12.3秒東経134度41分39秒﻿ / ﻿北緯34.836750度 東経134.69417度﻿ /34.836750; 134.69417","","","姫路市","","30,759.93平方メートル","","","","365頭","","姫路城三の丸・出丸","107種","","","",""
"百間山渓谷かもしか牧場","[百間山渓谷かもしか牧場] 百間山渓谷かもしか牧場 （ひゃっけんざんけいこくかもしかぼくじょう）は、 和歌山県 田辺市 熊野にある、市営の ニホンカモシカ の飼育牧場。 大塔かもしか牧場 （ 大塔村 かもしか牧場、大塔カモシカ園）とも。略称「かもしか牧場」。","https://ja.wikipedia.org/wiki/百間山渓谷かもしか牧場","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","","〒646-1321和歌山県田辺市熊野225","1971年","","","","田辺市","カモシカ牧場","約4,200m2","","","","最大13頭(1978年)","","","1","","　ニホンカモシカ","",""
"兵庫県立赤穂海浜公園","[兵庫県立赤穂海浜公園] 兵庫県立赤穂海浜公園 （ひょうごけんりつあこうかいひんこうえん）は、 兵庫県 赤穂市 にある 公園 。 1987年 に開園した。","https://ja.wikipedia.org/wiki/兵庫県立赤穂海浜公園","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯34度44分1.6秒東経134度23分48.2秒","日本兵庫県赤穂市御崎1857-5","1987年","","","","","","71.7ha","","","","","","塩田","","","","海浜公園",""
"ひらかたパーク","[ひらかたパーク] ひらかたパーク は、 大阪府 枚方市 枚方公園町にある、 京阪電気鉄道 の子会社、 京阪レジャーサービス が運営する  遊園地 （ テーマパーク ）。通称は「 ひらパー 」。 現存する遊園地では 日本最古 である。 京阪本線 の 枚方公園駅前 に位置している。年間の入園者数は130万人前後。","https://ja.wikipedia.org/wiki/ひらかたパーク","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯34度48分20.80秒東経135度38分17.27秒","〒573-0054大阪府枚方市枚方公園町1-1","1910年（明治43年）（香里遊園地）","北緯34度48分20.80秒東経135度38分17.27秒﻿ / ﻿北緯34.8057778度 東経135.6381306度﻿ /34.8057778; 135.6381306座標:北緯34度48分20.80秒東経135度38分17.27秒﻿ / ﻿北緯34.8057778度 東経135.6381306度﻿ /34.8057778; 135.6381306","京阪レジャーサービス","www.hirakatapark.co.jp","","","159,048m2","","","","","ひらパー","香里遊園地","","","","","京阪電気鉄道"
"広島市安佐動物公園","[広島市安佐動物公園] 広島市安佐動物公園 （ひろしましあさどうぶつこうえん）は、 広島県 広島市 安佐北区 安佐町動物園にある 動物園 。","https://ja.wikipedia.org/wiki/広島市安佐動物公園","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯34度29分52.28秒東経132度26分26.48秒","〒731-3355広島県広島市安佐北区安佐町動物園","1971年9月1日","北緯34度29分52.28秒東経132度26分26.48秒﻿ / ﻿北緯34.4978556度 東経132.4406889度﻿ /34.4978556; 132.4406889座標:北緯34度29分52.28秒東経132度26分26.48秒﻿ / ﻿北緯34.4978556度 東経132.4406889度﻿ /34.4978556; 132.4406889","公益財団法人広島市みどり生き物協会","","広島市都市計画局緑化推進部","総合","","","","","","","","","","","",""
"福岡市動植物園","[福岡市動植物園] 福岡市動植物園 （ふくおかしどうしょくぶつえん）は、 福岡県 福岡市 中央区 南公園 にある、福岡市営の 動物園 ・ 植物園 。","https://ja.wikipedia.org/wiki/福岡市動植物園","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯33度34分20.6秒東経130度23分26.1秒","〒810-0037福岡県福岡市中央区南公園1番1号","1953年8月22日","北緯33度34分20.6秒東経130度23分26.1秒﻿ / ﻿北緯33.572389度 東経130.390583度﻿ /33.572389; 130.390583﻿ (福岡市動植物園)座標:北緯33度34分20.6秒東経130度23分26.1秒﻿ / ﻿北緯33.572389度 東経130.390583度﻿ /33.572389; 130.390583﻿ (福岡市動植物園)福岡市動植物園","福岡市","","福岡市","総合","","","","","","","","","","","",""
"福知山市動物園","[福知山市動物園] 福知山市動物園 （ふくちやましどうぶつえん）は、 京都府 福知山市 の 三段池公園 内にある 動物園 。近畿北部エリアにある動物園では唯一地方動物園である。","https://ja.wikipedia.org/wiki/福知山市動物園","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯35度18分40秒 東経135度8分16秒","〒657-0838京都府福知山市字猪崎377-1","","","財団法人福知山市都市緑化協会","","福知山市","","","","福知山市動物園","二本松俊邦","","","","","","","",""
"福山市立動物園","[福山市立動物園] 福山市立動物園 （ふくやましりつどうぶつえん）は、 広島県 福山市 にある 公立 動物園 である。","https://ja.wikipedia.org/wiki/福山市立動物園","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯34度31分26.9秒東経133度16分44.8秒","〒720-1264　広島県福山市芦田町福田276番地1","1978年（昭和53年）4月1日","北緯34度31分26.9秒東経133度16分44.8秒﻿ / ﻿北緯34.524139度 東経133.279111度﻿ /34.524139; 133.279111座標:北緯34度31分26.9秒東経133度16分44.8秒﻿ / ﻿北緯34.524139度 東経133.279111度﻿ /34.524139; 133.279111","公益社団法人 福山観光コンベンション協会","www.fukuyamazoo.jp","福山市","総合","約2万6,000平方メートル","バスで「動物園前」下車徒歩２分","","佐藤隆司","463匹（2011年度）","","冨谷池動物園富谷レジャーランド","67種","年間最高37万1000人（2011年度）","","",""
"マザー牧場","[マザー牧場] マザー牧場 （マザーぼくじょう）は、 千葉県 富津市 の 鬼泪山 山頂付近にある テーマパーク 。 南房総国定公園 内に位置し、 関東 最大級である250万平方メートルの敷地を有する。","https://ja.wikipedia.org/wiki/マザー牧場","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯35度14分45.7秒東経139度56分5.4秒","〒299-1601日本千葉県富津市田倉940-3","1962年","北緯35度14分45.7秒東経139度56分5.4秒﻿ / ﻿北緯35.246028度 東経139.934833度﻿ /35.246028; 139.934833座標:北緯35度14分45.7秒東経139度56分5.4秒﻿ / ﻿北緯35.246028度 東経139.934833度﻿ /35.246028; 139.934833","","マザー牧場","","","約250万平方メートル","","","","","","","","","","","株式会社マザー牧場"
"町田リス園","[町田リス園] 町田リス園 （まちだリスえん）は、 東京都 町田市 にある小規模 動物園 。 リス の放育と飼育、他の動物の飼育を行っており、来園者が動物と直接触れ合うことができるほか、 通所授産施設 および 就労継続支援B型施設 としての役割も担う。","https://ja.wikipedia.org/wiki/町田リス園","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯35度34分41.1秒東経139度26分59秒","〒195-0071東京都町田市薬師台一丁目733-1","1988年12月15日","北緯35度34分41.1秒東経139度26分59秒﻿ / ﻿北緯35.578083度 東経139.44972度﻿ /35.578083; 139.44972座標:北緯35度34分41.1秒東経139度26分59秒﻿ / ﻿北緯35.578083度 東経139.44972度﻿ /35.578083; 139.44972","特定非営利活動法人町田リス園","http://www.machida-risuen.com","町田市","リスなど","9388.01m2","神奈中バスで「薬師池」・「やくし台センター」で下車","","樋口健治","","","","","年間110,766人（2010年度）","","",""
"松江フォーゲルパーク","[松江フォーゲルパーク] 松江フォーゲルパーク （まつえフォーゲルパーク、Matsue Vogel Park）は、 島根県 松江市 大垣町にある全天候型 テーマパーク 。","https://ja.wikipedia.org/wiki/松江フォーゲルパーク","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯35度28分34.3秒東経132度56分38.3秒","〒690-0263島根県松江市大垣町52","2001年7月23日","北緯35度28分34.3秒東経132度56分38.3秒﻿ / ﻿北緯35.476194度 東経132.943972度﻿ /35.476194; 132.943972﻿ (松江フォーゲルパーク)座標:北緯35度28分34.3秒東経132度56分38.3秒﻿ / ﻿北緯35.476194度 東経132.943972度﻿ /35.476194; 132.943972﻿ (松江フォーゲルパーク)","株式会社一畑パーク","https://www.ichibata.co.jp/vogelpark/","","","32ヘクタール","","","","","","","","","","","松江市"
"万力公園","[万力公園] 万力公園 （まんりきこうえん）は、 山梨県 山梨市 万力にある 都市公園 （総合公園）である。山梨市により維持管理されている。 根津公園 とも言う  。","https://ja.wikipedia.org/wiki/万力公園","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯35度41分29秒東経138度40分52秒","日本山梨県山梨市万力1828","","","","山梨市のサイト","","","14.1ha","","","","","","","","","","都市公園（総合公園）",""
"道の駅南房パラダイス","[道の駅南房パラダイス] 道の駅南房パラダイス （みちのえき なんぼうパラダイス 英 : Roadside station Nanbo Paradise ）は、 千葉県 館山市 にある 千葉県道257号南安房公園線 （ 房総フラワーライン 、 日本の道100選 ）の 道の駅 である。","https://ja.wikipedia.org/wiki/道の駅南房パラダイス","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯34度56分23秒東経139度49分18秒","〒294-0224千葉県館山市藤原1495番地","","","","","","","","","","","","","","","","","",""
"宮城蔵王キツネ村","[宮城蔵王キツネ村] 宮城蔵王キツネ村 （みやぎざおうキツネむら）は、 宮城県 白石市 北西部にある、 キツネ の展示を中心とした民間の 動物園 ・ テーマパーク である。しばしば「蔵王キツネ村」や「キツネ村」と省略されて呼ばれる。テレビCM等では「みやぎ蔵王 きつね村」の表記も用いられた。","https://ja.wikipedia.org/wiki/宮城蔵王キツネ村","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯38度2分27秒東経140度31分48.9秒","〒989-0733宮城県白石市福岡八宮字川原子11-3","1990年（平成2年）7月30日","北緯38度2分27秒東経140度31分48.9秒﻿ / ﻿北緯38.04083度 東経140.530250度﻿ /38.04083; 140.530250座標:北緯38度2分27秒東経140度31分48.9秒﻿ / ﻿北緯38.04083度 東経140.530250度﻿ /38.04083; 140.530250","有限会社蔵王キツネ村","http://zao-fox-village.com","","キツネ","","東北新幹線・白石蔵王駅、または東北本線・白石駅よりタクシー。東北自動車道・白石ICより約15km（約19分）。","宮城蔵王キツネ村","佐藤文子","約250頭","キツネ村、蔵王キツネ村","","","約10万人（うち外国人が約1万人）（2015年）","キツネ、ウサギ、ヤギ、ポニー","",""
"宮崎市フェニックス自然動物園","[宮崎市フェニックス自然動物園] 宮崎市フェニックス自然動物園 （みやざきしフェニックスしぜんどうぶつえん）は、 宮崎県 宮崎市 にある フェニックス・シーガイア・リゾート に隣接する 動物園 。 指定管理者制度 に基づき、宮崎市が出資する 第三セクター の宮崎市フェニックス自然動物園管理株式会社が管理・運営している。","https://ja.wikipedia.org/wiki/宮崎市フェニックス自然動物園","日本の動物園","https://ja.wikipedia.org/wiki/Category:日本の動物園","箇条書き,制限あり","北緯31度58分57.0秒東経131度28分43.8秒","宮崎県宮崎市大字塩路字浜山3083-42","1971年3月","北緯31度58分57.0秒東経131度28分43.8秒﻿ / ﻿北緯31.982500度 東経131.478833度﻿ /31.982500; 131.478833座標:北緯31度58分57.0秒東経131度28分43.8秒﻿ / ﻿北緯31.982500度 東経131.478833度﻿ /31.982500; 131.478833","宮崎市フェニックス自然動物園管理株式会社（指定管理者）","","宮崎市","","","","宮崎市フェニックス自然動物園","","","","","","","","",""
