"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","駅構造","開業年月日","ホーム","所在地","備考","電報略号","駅番号","乗車人員,-統計年度-","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","製造所","編成","電気方式","最高運転速度","車両定員"
"有戸駅","[有戸駅（ありとえき）] 有戸駅 （ありとえき）は、 青森県 上北郡 野辺地町 字小沢平（おざわたい）にある、 東日本旅客鉄道 （JR東日本） 大湊線 の 駅 。","https://ja.wikipedia.org/wiki/有戸駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯40度54分50.21秒東経141度11分21.09秒","■大湊線","9.6 km（野辺地起点）","東日本旅客鉄道（JR東日本）","地上駅","1921年（大正10年）3月20日","1面1線","青森県上北郡野辺地町字小沢平北緯40度54分50.21秒東経141度11分21.09秒﻿ / ﻿北緯40.9139472度 東経141.1891917度﻿ /40.9139472; 141.1891917座標:北緯40度54分50.21秒東経141度11分21.09秒﻿ / ﻿北緯40.9139472度 東経141.1891917度﻿ /40.9139472; 141.1891917","無人駅","アト","","","","","","","","","",""
"有畑駅","[有畑駅（ありはたえき）] 有畑駅 （ありはたえき）は、 青森県 上北郡 横浜町 字有畑にある、 東日本旅客鉄道 （JR東日本） 大湊線 の 駅 。","https://ja.wikipedia.org/wiki/有畑駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯41度7分55.10秒東経141度16分35.34秒","■大湊線","36.0 km（野辺地起点）","東日本旅客鉄道（JR東日本）","地上駅","1946年（昭和21年）6月10日","1面1線","青森県上北郡横浜町字有畑北緯41度7分55.10秒東経141度16分35.34秒﻿ / ﻿北緯41.1319722度 東経141.2764833度﻿ /41.1319722; 141.2764833座標:北緯41度7分55.10秒東経141度16分35.34秒﻿ / ﻿北緯41.1319722度 東経141.2764833度﻿ /41.1319722; 141.2764833","無人駅","アリ","","","","","","","","","",""
"有馬温泉駅","[有馬温泉駅 (神鉄)（ありまおんせんえき・神戸電鉄有馬線）] 有馬温泉駅 （ありまおんせんえき）は、 兵庫県 神戸市 北区 有馬町字ウツギ谷にある、 神戸電鉄 有馬線 の 駅  。駅番号は KB16 。","https://ja.wikipedia.org/wiki/有馬温泉駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度47分57.56秒東経135度14分45.49秒","有馬線","22.5km（湊川起点）新開地から22.9 km","神戸電鉄","地上駅","1928年（昭和3年）11月28日","2面2線","神戸市北区有馬町字ウツギ谷266-2北緯34度47分57.56秒東経135度14分45.49秒﻿ / ﻿北緯34.7993222度 東経135.2459694度﻿ /34.7993222; 135.2459694﻿ (有馬温泉駅*)座標:北緯34度47分57.56秒東経135度14分45.49秒﻿ / ﻿北緯34.7993222度 東経135.2459694度﻿ /34.7993222; 135.2459694﻿ (有馬温泉駅*)","標高357m* 開業当初は電鉄有馬駅。","","○KB16","1,492人/日（降車客含まず）-2019年-","3,384人/日-2019年-","","","","","","",""
"六甲有馬ロープウェー","[有馬温泉駅 (六甲有馬ロープウェー)（ありまおんせんえき・六甲有馬ロープウェー裏六甲線）] 六甲有馬ロープウェー （ろっこうありまロープウェー） は、 兵庫県 神戸市 の 六甲山 と 有馬温泉 を結ぶ ロープウェー である。 神戸すまいまちづくり公社 が運営している。かつては全長が約5km有る日本一長いロープウェーであったが、現在は表六甲線 (2.3km) が営業休止になり裏六甲線 (2.8km) のみで運行されている。","https://ja.wikipedia.org/wiki/六甲有馬ロープウェー","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"有間川駅","[有間川駅（ありまがわえき）] 有間川駅 （ありまがわえき）は、 新潟県 上越市 大字 有間川 字平浜にある、 えちごトキめき鉄道 日本海ひすいライン の 駅 である  。","https://ja.wikipedia.org/wiki/有間川駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯37度9分47.97秒東経138度8分11.73秒","■日本海ひすいライン","49.3 km（市振起点）泊から58.7 km米原から343.8 km","えちごトキめき鉄道","地上駅","1947年（昭和22年）7月1日*","2面2線","新潟県上越市大字有間川字平浜1075北緯37度9分47.97秒東経138度8分11.73秒﻿ / ﻿北緯37.1633250度 東経138.1365917度﻿ /37.1633250; 138.1365917座標:北緯37度9分47.97秒東経138度8分11.73秒﻿ / ﻿北緯37.1633250度 東経138.1365917度﻿ /37.1633250; 138.1365917","無人駅","リマ","","12人/日（降車客含まず）-2020年-","","","","","","","",""
"有馬口駅","[有馬口駅（ありまぐちえき）] 有馬口駅 （ありまぐちえき）は、 兵庫県 神戸市 北区 有野町唐櫃字フチネ垣にある、 神戸電鉄 の 駅 。駅番号は KB15 。","https://ja.wikipedia.org/wiki/有馬口駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度47分48.27秒東経135度13分15.42秒","有馬線","20.0km（湊川起点）新開地から20.4 km","神戸電鉄","地上駅","1928年（昭和3年）11月28日","2面4線","神戸市北区有野町唐櫃字フチネ垣127-2北緯34度47分48.27秒東経135度13分15.42秒﻿ / ﻿北緯34.7967417度 東経135.2209500度﻿ /34.7967417; 135.2209500座標:北緯34度47分48.27秒東経135度13分15.42秒﻿ / ﻿北緯34.7967417度 東経135.2209500度﻿ /34.7967417; 135.2209500","標高293m","","○KB15","456人/日（降車客含まず）-2019年-","889人/日-2019年-","","","","","","",""
"有松駅","[有松駅（ありまつえき）] 有松駅 （ありまつえき）は、 愛知県 名古屋市 緑区 有松 にある 名古屋鉄道 名古屋本線 の 駅 である。駅番号は NH25 。","https://ja.wikipedia.org/wiki/有松駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度4分3秒東経136度58分17秒","名古屋本線","52.7 km（豊橋起点）","名古屋鉄道","橋上駅","1917年（大正6年）5月8日","2面2線","名古屋市緑区有松2102北緯35度4分3秒東経136度58分17秒﻿ / ﻿北緯35.06750度 東経136.97139度﻿ /35.06750; 136.97139座標:北緯35度4分3秒東経136度58分17秒﻿ / ﻿北緯35.06750度 東経136.97139度﻿ /35.06750; 136.97139","*1943年有松裏駅より改称。有人駅","","NH  25 ","","14,999人/日-2019年-","","","","","","",""
"有峰口駅","[有峰口駅（ありみねぐちえき）] 有峰口駅 （ありみねぐちえき）は、 富山県 富山市 小見 にある 富山地方鉄道 立山線 の 駅 である。駅番号は T54 。","https://ja.wikipedia.org/wiki/有峰口駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯36度34分22.68秒東経137度22分48.72秒","■立山線","17.9 km（寺田起点）","富山地方鉄道","地上駅","1937年（昭和12年）10月1日","島式1面2線","富山県富山市小見362北緯36度34分22.68秒東経137度22分48.72秒﻿ / ﻿北緯36.5729667度 東経137.3802000度﻿ /36.5729667; 137.3802000﻿ (有峰口駅)座標:北緯36度34分22.68秒東経137度22分48.72秒﻿ / ﻿北緯36.5729667度 東経137.3802000度﻿ /36.5729667; 137.3802000﻿ (有峰口駅)","","","T54","43人/日（降車客含まず）-2019年-","86人/日-2019年-","","","","","","",""
"在良駅","[在良駅（ありよしえき）] 在良駅 （ありよしえき）は、 三重県 桑名市 大字額田字中縄にある、 三岐鉄道 北勢線 の 駅 である。","https://ja.wikipedia.org/wiki/在良駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度3分37.9秒東経136度38分38.02秒","■北勢線","4.1 km（西桑名起点）","三岐鉄道","地上駅","1914年（大正3年）4月5日","1面2線","三重県桑名市大字額田字中縄北緯35度3分37.9秒東経136度38分38.02秒﻿ / ﻿北緯35.060528度 東経136.6438944度﻿ /35.060528; 136.6438944座標:北緯35度3分37.9秒東経136度38分38.02秒﻿ / ﻿北緯35.060528度 東経136.6438944度﻿ /35.060528; 136.6438944","無人駅（自動券売機 有）","アリヨ","","166人/日（降車客含まず）-2019年-","","","","","","","",""
"安和駅","[安和駅（あわえき）] 安和駅 （あわえき）は、 高知県 須崎市 安和にある、 四国旅客鉄道 （JR四国） 土讃線 の 駅 である。 駅番号 は K21 。","https://ja.wikipedia.org/wiki/安和駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯33度22分1.15秒東経133度15分31.99秒","■土讃線","173.6 km（多度津起点）","四国旅客鉄道（JR四国）","地上駅","1939年（昭和14年）11月15日","1面1線","高知県須崎市安和北緯33度22分1.15秒東経133度15分31.99秒﻿ / ﻿北緯33.3669861度 東経133.2588861度﻿ /33.3669861; 133.2588861座標:北緯33度22分1.15秒東経133度15分31.99秒﻿ / ﻿北緯33.3669861度 東経133.2588861度﻿ /33.3669861; 133.2588861","無人駅","アワ","○K21","","26人/日-2019年-","","","","","","",""
"阿波赤石駅","[阿波赤石駅（あわあかいしえき）] 阿波赤石駅 （あわあかいしえき）は、 徳島県 小松島市 赤石町 にある 四国旅客鉄道 （JR四国） 牟岐線 の 駅 である。駅番号は M07 。駅の標高は3.4 m  。","https://ja.wikipedia.org/wiki/阿波赤石駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯33度58分54.99秒東経134度36分21.07秒","■牟岐線","14.2 km（徳島起点）","四国旅客鉄道（JR四国）","地上駅","1916年（大正5年）12月15日","1面1線","徳島県小松島市赤石町北緯33度58分54.99秒東経134度36分21.07秒﻿ / ﻿北緯33.9819417度 東経134.6058528度﻿ /33.9819417; 134.6058528座標:北緯33度58分54.99秒東経134度36分21.07秒﻿ / ﻿北緯33.9819417度 東経134.6058528度﻿ /33.9819417; 134.6058528","簡易委託駅（駅舎外発券）","アシ","○M07","","678人/日-2019年-","","","","","","",""
"安房天津駅","[安房天津駅（あわあまつえき）] 安房天津駅 （あわあまつえき）は、 千葉県 鴨川市 天津にある、 東日本旅客鉄道 （JR東日本） 外房線 の 駅 である。","https://ja.wikipedia.org/wiki/安房天津駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度7分31.8秒東経140度9分16.2秒","■外房線","87.7 km（千葉起点）","東日本旅客鉄道（JR東日本）","地上駅","1929年（昭和4年）4月15日","2面2線","千葉県鴨川市天津1016北緯35度7分31.8秒東経140度9分16.2秒﻿ / ﻿北緯35.125500度 東経140.154500度﻿ /35.125500; 140.154500座標:北緯35度7分31.8秒東経140度9分16.2秒﻿ / ﻿北緯35.125500度 東経140.154500度﻿ /35.125500; 140.154500","無人駅（乗車駅証明書発行機 有）","ワツ","","132人/日（降車客含まず）-2018年-","","","","","","","",""
"粟井駅","[粟井駅（あわいえき）] 粟井駅 （あわいえき）は、 愛媛県 松山市 苞木（すぼき）にある 四国旅客鉄道 （JR四国） 予讃線 の 駅 である。駅番号は Y50 。","https://ja.wikipedia.org/wiki/粟井駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯33度56分33.81秒東経132度46分13.68秒","■予讃線","180.3 km（高松起点）","四国旅客鉄道（JR四国）","地上駅","1927年（昭和2年）4月3日","2面2線","愛媛県松山市苞木北緯33度56分33.81秒東経132度46分13.68秒﻿ / ﻿北緯33.9427250度 東経132.7704667度﻿ /33.9427250; 132.7704667座標:北緯33度56分33.81秒東経132度46分13.68秒﻿ / ﻿北緯33.9427250度 東経132.7704667度﻿ /33.9427250; 132.7704667","無人駅（自動券売機 有）","アイ","○Y50","","794人/日-2019年-","","","","","","",""
"阿波池田駅","[阿波池田駅（あわいけだえき）] 阿波池田駅 （あわいけだえき）は、 徳島県 三好市 池田町サラダ にある、 四国旅客鉄道 （JR四国） 土讃線 の 駅 である。","https://ja.wikipedia.org/wiki/阿波池田駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度1分37.84秒東経133度48分16.63秒","■土讃線（■徳島線直通含む）","43.9 km（多度津起点）","四国旅客鉄道（JR四国）","地上駅","1914年（大正3年）3月5日","3面5線","徳島県三好市池田町サラダ1840番地5北緯34度1分37.84秒東経133度48分16.63秒﻿ / ﻿北緯34.0271778度 東経133.8046194度﻿ /34.0271778; 133.8046194座標:北緯34度1分37.84秒東経133度48分16.63秒﻿ / ﻿北緯34.0271778度 東経133.8046194度﻿ /34.0271778; 133.8046194","直営駅（管理駅）みどりの窓口有","イケ","○D22○B25","647人/日（降車客含まず）-2018年-","1,538人/日-2018年-","","","","","","",""
"阿波大谷駅","[阿波大谷駅（あわおおたにえき）] 阿波大谷駅 （あわおおたにえき）は、 徳島県 鳴門市 大麻町大谷 前場にある、 四国旅客鉄道 （JR四国） 鳴門線 の 駅 である。駅番号は N05 。","https://ja.wikipedia.org/wiki/阿波大谷駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度9分28.83秒東経134度32分25.83秒","■鳴門線","1.3 km（池谷起点）","四国旅客鉄道（JR四国）","地上駅（盛土上）","1961年（昭和36年）4月15日","1面1線","徳島県鳴門市大麻町大谷前場8北緯34度9分28.83秒東経134度32分25.83秒﻿ / ﻿北緯34.1580083度 東経134.5405083度﻿ /34.1580083; 134.5405083座標:北緯34度9分28.83秒東経134度32分25.83秒﻿ / ﻿北緯34.1580083度 東経134.5405083度﻿ /34.1580083; 134.5405083","無人駅","アタ","○N05","","84人/日-2019年-","","","","","","",""
"阿波大宮駅","[阿波大宮駅（あわおおみやえき）] 阿波大宮駅 （あわおおみやえき）は、 徳島県 板野郡 板野町 大坂にある、 四国旅客鉄道 （JR四国） 高徳線 の 駅 である。 駅番号 は T08 。","https://ja.wikipedia.org/wiki/阿波大宮駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度10分42.92秒東経134度26分56.21秒","■高徳線","53.2 km（高松起点）","四国旅客鉄道（JR四国）","地上駅","1935年（昭和10年）3月20日","2面2線","徳島県板野郡板野町大坂北緯34度10分42.92秒東経134度26分56.21秒﻿ / ﻿北緯34.1785889度 東経134.4489472度﻿ /34.1785889; 134.4489472座標:北緯34度10分42.92秒東経134度26分56.21秒﻿ / ﻿北緯34.1785889度 東経134.4489472度﻿ /34.1785889; 134.4489472","無人駅","ミヤ","○T08","","4人/日-2019年-","","","","","","",""
"阿波海南駅","[阿波海南駅（あわかいなんえき）] 阿波海南駅 （あわかいなんえき）は、 徳島県 海部郡 海陽町 四方原にある、 四国旅客鉄道 （JR四国）・ 阿佐海岸鉄道 の 駅 。海陽町の代表駅である。","https://ja.wikipedia.org/wiki/阿波海南駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯33度36分23.53秒東経134度21分3.07秒","■牟岐線（JR四国）","77.8 km（徳島起点）","四国旅客鉄道（JR四国）阿佐海岸鉄道","地上駅","1973年（昭和48年）10月1日","1面1線","徳島県海部郡海陽町四方原北緯33度36分23.53秒東経134度21分3.07秒﻿ / ﻿北緯33.6065361度 東経134.3508528度﻿ /33.6065361; 134.3508528座標:北緯33度36分23.53秒東経134度21分3.07秒﻿ / ﻿北緯33.6065361度 東経134.3508528度﻿ /33.6065361; 134.3508528","共同使用駅無人駅","ナン","○M27","","176人/日-2019年-","","","","","","",""
"粟ヶ崎駅","[粟ヶ崎駅（あわがさきえき）] 粟ヶ崎駅 （あわがさきえき）は、 石川県 河北郡 内灘町 向粟崎にある 北陸鉄道 浅野川線 の 駅 である。 駅番号 は A11 。","https://ja.wikipedia.org/wiki/粟ヶ崎駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯36度37分49.31秒東経136度38分16.82秒","■浅野川線","6.3 km（北鉄金沢起点）","北陸鉄道","地上駅","1952年（昭和27年）3月1日以降*","単式1面1線","石川県河北郡内灘町向粟崎北緯36度37分49.31秒東経136度38分16.82秒﻿ / ﻿北緯36.6303639度 東経136.6380056度﻿ /36.6303639; 136.6380056座標:北緯36度37分49.31秒東経136度38分16.82秒﻿ / ﻿北緯36.6303639度 東経136.6380056度﻿ /36.6303639; 136.6380056","*新須崎駅 - 粟ヶ崎海岸駅（いずれも現在は廃駅）間は1929年（昭和4年）7月14日に開業となっているが、正確な開業日は不明とされている。","","○A11","","38人/日-2019年-","","","","","","",""
"安房勝山駅","[安房勝山駅（あわかつやまえき）] 安房勝山駅 （あわかつやまえき）は、 千葉県 安房郡 鋸南町 竜島（りゅうしま）にある、 東日本旅客鉄道 （JR東日本） 内房線 の 駅 である。","https://ja.wikipedia.org/wiki/安房勝山駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度6分49.4秒東経139度49分59.8秒","■内房線","70.8 km（蘇我起点）千葉から74.6 km","東日本旅客鉄道（JR東日本）","地上駅","1917年（大正6年）8月1日","1面1線","千葉県安房郡鋸南町竜島838北緯35度6分49.4秒東経139度49分59.8秒﻿ / ﻿北緯35.113722度 東経139.833278度﻿ /35.113722; 139.833278座標:北緯35度6分49.4秒東経139度49分59.8秒﻿ / ﻿北緯35.113722度 東経139.833278度﻿ /35.113722; 139.833278","無人駅","アヤ","","287人/日（降車客含まず）-2018年-","","","","","","","",""
"阿波加茂駅","[阿波加茂駅（あわかもえき）] 阿波加茂駅 （あわかもえき）は、 徳島県 三好郡 東みよし町 加茂にある、 四国旅客鉄道 （JR四国） 徳島線 の 駅 である。駅番号は B22 。","https://ja.wikipedia.org/wiki/阿波加茂駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度2分13.43秒東経133度55分35.42秒","■徳島線","6.6 km（佃起点）","四国旅客鉄道（JR四国）","地上駅","1914年（大正3年）3月25日","1面2線","徳島県三好郡東みよし町加茂2839北緯34度2分13.43秒東経133度55分35.42秒﻿ / ﻿北緯34.0370639度 東経133.9265056度﻿ /34.0370639; 133.9265056座標:北緯34度2分13.43秒東経133度55分35.42秒﻿ / ﻿北緯34.0370639度 東経133.9265056度﻿ /34.0370639; 133.9265056","簡易委託駅","カモ","○B22","242人/日（降車客含まず）-2014年-","","","","","","","",""
"安房鴨川駅","[安房鴨川駅（あわかもがわえき）] 安房鴨川駅 （あわかもがわえき）は、 千葉県 鴨川市 横渚にある、 東日本旅客鉄道 （JR東日本）の 駅 である。","https://ja.wikipedia.org/wiki/安房鴨川駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度6分27.3秒東経140度6分13.7秒","■内房線*","119.4 km（蘇我起点）千葉から君津経由で123.2 km","東日本旅客鉄道（JR東日本）","地上駅","1925年（大正14年）7月11日","2面3線","千葉県鴨川市横渚952北緯35度6分27.3秒東経140度6分13.7秒﻿ / ﻿北緯35.107583度 東経140.103806度﻿ /35.107583; 140.103806座標:北緯35度6分27.3秒東経140度6分13.7秒﻿ / ﻿北緯35.107583度 東経140.103806度﻿ /35.107583; 140.103806","直営駅（管理駅）みどりの窓口有","アワ","","946人/日（降車客含まず）-2020年-","","","","","","","",""
"阿波川口駅","[阿波川口駅（あわかわぐちえき）] 阿波川口駅 （あわかわぐちえき）は、 徳島県 三好市 山城町大川持 にある、 四国旅客鉄道 （JR四国） 土讃線 の 駅 である。 駅番号 は D25 。","https://ja.wikipedia.org/wiki/阿波川口駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯33度57分49.34秒東経133度45分16.62秒","■土讃線","55.1 km（多度津起点）","四国旅客鉄道（JR四国）","地上駅","1935年（昭和10年）11月28日","2面2線","徳島県三好市山城町大川持北緯33度57分49.34秒東経133度45分16.62秒﻿ / ﻿北緯33.9637056度 東経133.7546167度﻿ /33.9637056; 133.7546167座標:北緯33度57分49.34秒東経133度45分16.62秒﻿ / ﻿北緯33.9637056度 東経133.7546167度﻿ /33.9637056; 133.7546167","無人駅","ワチ","○D25","","86人/日-2019年-","","","","","","",""
"阿波川島駅","[阿波川島駅（あわかわしまえき）] 阿波川島駅 （あわかわしまえき）は、 徳島県 吉野川市 川島町川島 字春日北にある、 四国旅客鉄道 （JR四国） 徳島線 の 駅 である。駅番号は B11 。観光列車 藍よしのがわトロッコ を除く全列車が停車する。","https://ja.wikipedia.org/wiki/阿波川島駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度3分42.69秒東経134度19分14.78秒","■徳島線","46.2 km（佃起点）","四国旅客鉄道（JR四国）","地上駅","1899年（明治32年）8月19日","2面3線","徳島県吉野川市川島町川島字春日北761番地北緯34度3分42.69秒東経134度19分14.78秒﻿ / ﻿北緯34.0618583度 東経134.3207722度﻿ /34.0618583; 134.3207722座標:北緯34度3分42.69秒東経134度19分14.78秒﻿ / ﻿北緯34.0618583度 東経134.3207722度﻿ /34.0618583; 134.3207722","無人駅（自動券売機 有）","ワハ","○B11","490人/日（降車客含まず）-2014年-","","","","","","","",""
"阿波川端駅","[阿波川端駅（あわかわばたえき）] 阿波川端駅 （あわかわばたえき）は、 徳島県 板野郡 板野町 川端中坪にある、 四国旅客鉄道 （JR四国） 高徳線 の 駅 である。駅番号は T06 。","https://ja.wikipedia.org/wiki/阿波川端駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度8分55.99秒東経134度29分1.25秒","■高徳線","59.8 km（高松起点）","四国旅客鉄道（JR四国）","地上駅","1927年（昭和2年）7月15日","1面1線","徳島県板野郡板野町川端中坪8番地北緯34度8分55.99秒東経134度29分1.25秒﻿ / ﻿北緯34.1488861度 東経134.4836806度﻿ /34.1488861; 134.4836806座標:北緯34度8分55.99秒東経134度29分1.25秒﻿ / ﻿北緯34.1488861度 東経134.4836806度﻿ /34.1488861; 134.4836806","無人駅","カハ","○T06","","154人/日-2019年-","","","","","","",""
"あわくら温泉駅","[あわくら温泉駅（あわくらおんせんえき）] あわくら温泉駅 （あわくらおんせんえき）は、 岡山県 英田郡 西粟倉村 影石にある、 智頭急行 智頭線 の 駅 。","https://ja.wikipedia.org/wiki/あわくら温泉駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度11分20秒東経134度20分13秒","智頭線","40.6 km（上郡起点）","智頭急行","高架駅","1994年（平成6年）12月3日","1面2線","岡山県英田郡西粟倉村影石北緯35度11分20秒東経134度20分13秒﻿ / ﻿北緯35.18889度 東経134.33694度﻿ /35.18889; 134.33694座標:北緯35度11分20秒東経134度20分13秒﻿ / ﻿北緯35.18889度 東経134.33694度﻿ /35.18889; 134.33694","無人駅","アワ","","","15人/日-2018年-","","","","","","",""
"安房小湊駅","[安房小湊駅（あわこみなとえき）] 安房小湊駅 （あわこみなとえき）は、 千葉県 鴨川市 内浦にある、 東日本旅客鉄道 （JR東日本） 外房線 の 駅 である。旧 安房郡 小湊町 の中心に位置し、 日蓮宗 の大本山・ 小湊山誕生寺 の最寄り駅でもあることから観光需要もあり  、特急「 わかしお 」以下の全列車が停車する。","https://ja.wikipedia.org/wiki/安房小湊駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度7分43秒東経140度11分25.2秒","■外房線","84.3 km（千葉起点）","東日本旅客鉄道（JR東日本）","地上駅","1929年（昭和4年）4月15日","2面3線","千葉県鴨川市内浦403北緯35度7分43秒東経140度11分25.2秒﻿ / ﻿北緯35.12861度 東経140.190333度﻿ /35.12861; 140.190333座標:北緯35度7分43秒東経140度11分25.2秒﻿ / ﻿北緯35.12861度 東経140.190333度﻿ /35.12861; 140.190333","業務委託駅","ナト","","110人/日（降車客含まず）-2020年-","","","","","","","",""
"阿波座駅","[阿波座駅（あわざえき）] 阿波座駅 （あわざえき）は、 大阪府 大阪市 西区 西本町 三丁目にある、 大阪市高速電気軌道 (Osaka Metro) の 駅 。 中央線 と 千日前線 の2路線が乗り入れる。駅番号は中央線が C15 、千日前線が S13 。駅は 中央大通 （大阪市道築港深江線）と 新なにわ筋 の交差点に位置する。","https://ja.wikipedia.org/wiki/阿波座駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度40分53.2秒東経135度29分10.9秒","●中央線","8.3 km（コスモスクエア起点）","大阪市高速電気軌道(Osaka Metro)","地下駅","1964年（昭和39年）10月31日","各線2面2線 計4面4線","大阪市西区西本町三丁目1-23北緯34度40分53.2秒東経135度29分10.9秒﻿ / ﻿北緯34.681444度 東経135.486361度﻿ /34.681444; 135.486361座標:北緯34度40分53.2秒東経135度29分10.9秒﻿ / ﻿北緯34.681444度 東経135.486361度﻿ /34.681444; 135.486361","",""," C15 ","21,196人/日（降車客含まず）-2020年-","42,165人/日-2020年-","","","","","","",""
"淡路駅","[淡路駅（あわじえき）] 淡路駅 （あわじえき）は、 大阪府 大阪市 東淀川区 東淡路 四丁目に所在する、 阪急電鉄 の 駅 。 駅番号 は HK-63 。","https://ja.wikipedia.org/wiki/淡路駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度44分19.83秒東経135度30分59.38秒","■京都本線","4.2 km（十三起点）大阪梅田から6.6 km","阪急電鉄","地上駅","1921年（大正10年）4月1日","2面4線","大阪市東淀川区東淡路四丁目17番8号北緯34度44分19.83秒東経135度30分59.38秒﻿ / ﻿北緯34.7388417度 東経135.5164944度﻿ /34.7388417; 135.5164944座標:北緯34度44分19.83秒東経135度30分59.38秒﻿ / ﻿北緯34.7388417度 東経135.5164944度﻿ /34.7388417; 135.5164944","","","HK63","","（特定日）42,272人/日-2019年-","JRおおさか東線（JR淡路駅）","（通年平均）36,866人/日-2019年-","","","","",""
"淡路町駅","[淡路町駅（あわじちょうえき）] 淡路町駅 （あわじちょうえき）は、 東京都 千代田区 神田淡路町 一丁目にある、 東京地下鉄 （東京メトロ） 丸ノ内線 の 駅 である。 駅番号 は M 19 。","https://ja.wikipedia.org/wiki/淡路町駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度41分43.6秒 東経139度46分2.8秒","●丸ノ内線","7.2 km（池袋起点）","東京地下鉄（東京メトロ）","地下駅","1956年（昭和31年）3月20日","2面2線","","","アワ","M19","","42,373人/日-2020年-","S07小川町駅（都営新宿線）C12新御茶ノ水駅（千代田線）","","","","","",""
