"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","種類","時代","面積","文化財指定","外部リンク","国","都道府県","標高","分類","運営者","公式サイト","一般公開","地方","市町村コード","法人番号","総人口","人口密度","隣接自治体"
"見蔵岡遺跡 (存在しないページ)","[見蔵岡遺跡(豊岡市)]","https://ja.wikipedia.org/w/index.php?title=見蔵岡遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"辻遺跡 (存在しないページ)","[辻遺跡(豊岡市)]","https://ja.wikipedia.org/w/index.php?title=辻遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"片吹遺跡 (存在しないページ)","[片吹遺跡(たつの市)]","https://ja.wikipedia.org/w/index.php?title=片吹遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"丁・柳ヶ瀬遺跡 (存在しないページ)","[丁・柳ヶ瀬遺跡(姫路市)]","https://ja.wikipedia.org/w/index.php?title=丁・柳ヶ瀬遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"坂元遺跡 (存在しないページ)","[坂元遺跡(加古川市)]","https://ja.wikipedia.org/w/index.php?title=坂元遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"口酒井遺跡 (存在しないページ)","[口酒井遺跡(伊丹市)]","https://ja.wikipedia.org/w/index.php?title=口酒井遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"佃遺跡 (存在しないページ)","[佃遺跡(淡路市)]","https://ja.wikipedia.org/w/index.php?title=佃遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"橿原遺跡","[橿原遺跡（橿原市）] 橿原遺跡 （かしはらいせき）は、 奈良県 橿原市 の 橿原神宮 外苑にあり、 縄文時代 から 奈良時代 までにわたる各時代の遺跡群であり、中でも縄文時代晩期の遺物は特筆されるものである。橿原式紋様は滋賀里Ⅰ〜Ⅱ式(後期末から晩期初頭)の土器に施されている  。","https://ja.wikipedia.org/wiki/橿原遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"観音寺本馬遺跡","[観音寺本馬遺跡（橿原市、御所市）] 観音寺本馬遺跡 （かんのんじほんまいせき）は、 橿原市 観音寺町から 御所市 本馬に所在する 縄文時代 から中世にかけての複合遺跡である。 京奈和自動車道 大和御所道路（御所区間）の建設に伴って初めて発見され、 2007年 から 2009年 にかけて 発掘調査 が行われた。","https://ja.wikipedia.org/wiki/観音寺本馬遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"竹内遺跡 (存在しないページ)","[竹内遺跡（葛城市）]","https://ja.wikipedia.org/w/index.php?title=竹内遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"布留遺跡","[布留遺跡（天理市)] 布留遺跡 （ふるいせき）は、 奈良県 天理市 布留町・三島町付近にある 旧石器時代 から現代  まで続く 複合遺跡 。「布留式土器」（ 土師器 ）の出土により 古墳時代 前期の 標式遺跡 となっている。","https://ja.wikipedia.org/wiki/布留遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯34度36分00.8秒 東経135度50分43.5秒","","","","","","","","","","","","","","","","","","",""
"八条北遺跡 (存在しないページ)","[八条北遺跡（大和郡山市・天理市）]","https://ja.wikipedia.org/w/index.php?title=八条北遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"中西遺跡 (存在しないページ)","[中西遺跡（御所市）]","https://ja.wikipedia.org/w/index.php?title=中西遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"伏見遺跡 (存在しないページ)","[伏見遺跡（御所市）]","https://ja.wikipedia.org/w/index.php?title=伏見遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"宮滝遺跡","[宮滝遺跡（吉野町）] 宮滝遺跡 （みやたきいせき）は、 奈良県 吉野郡 吉野町 宮滝にある 複合遺跡 。国の 史跡 に指定されている。いくつかの異なった年代の 遺構 が存在し、 吉野宮 ・吉野離宮の存在も推定される。","https://ja.wikipedia.org/wiki/宮滝遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯34度22分37.9秒東経135度53分35.9秒","奈良県吉野郡吉野町宮滝","縄文・弥生・古代の遺構、吉野宮跡","","","","","","","","","","","","","","","","",""
"宮の平遺跡 (存在しないページ)","[宮の平遺跡（川上村）]","https://ja.wikipedia.org/w/index.php?title=宮の平遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"大川遺跡 (存在しないページ)","[大川遺跡（山添村）]","https://ja.wikipedia.org/w/index.php?title=大川遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"上津大片刈遺跡 (存在しないページ)","[上津大片刈遺跡（山添村）]","https://ja.wikipedia.org/w/index.php?title=上津大片刈遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"桐山和田遺跡 (存在しないページ)","[桐山和田遺跡（山添村）]","https://ja.wikipedia.org/w/index.php?title=桐山和田遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"広瀬遺跡 (存在しないページ)","[広瀬遺跡（山添村）]","https://ja.wikipedia.org/w/index.php?title=広瀬遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"鳴神貝塚","[鳴神貝塚（和歌山市）] ","https://ja.wikipedia.org/wiki/鳴神貝塚","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯34度13分50秒 東経135度12分42秒","","","","","","","","","","","","","","","","","","",""
"川辺遺跡 (存在しないページ)","[川辺遺跡（和歌山市）]","https://ja.wikipedia.org/w/index.php?title=川辺遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"太田・黒田遺跡 (存在しないページ)","[太田・黒田遺跡（和歌山市）]","https://ja.wikipedia.org/w/index.php?title=太田・黒田遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"溝ノ口遺跡 (存在しないページ)","[溝ノ口遺跡（海南市）]","https://ja.wikipedia.org/w/index.php?title=溝ノ口遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"高山寺貝塚","[高山寺貝塚（田辺市）] 高山寺 境内の3箇所で遺跡が見つかり  、発見された順に第1号貝塚、第2号貝塚、第3号貝塚とされた  。最初に発見された第1号貝塚は、 1938年 に発見されたものである。 ハイガイ 、 ヒメアガイ 、 カキ 、 オキシジミ などが貝層に含まれている  。 近畿地方 では海水産の貝殻からなる唯一の遺跡である。この遺跡からは、いわゆる「 高山寺式土器 」が出土している。またそのほかの出土品としては、縄文時代の 石斧 、 貝殻 、 鹿 の骨や 猪 の牙などがある  。","https://ja.wikipedia.org/wiki/高山寺貝塚","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯33度44分24秒 東経135度22分42秒","","","","","","","","","","","","","","","","","","",""
"徳蔵地区遺跡 (存在しないページ)","[徳蔵地区遺跡（みなべ町）]","https://ja.wikipedia.org/w/index.php?title=徳蔵地区遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"瀬戸遺跡 (存在しないページ)","[瀬戸遺跡（白浜町）]","https://ja.wikipedia.org/w/index.php?title=瀬戸遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"鷹島遺跡 (存在しないページ)","[鷹島遺跡（広川町）]","https://ja.wikipedia.org/w/index.php?title=鷹島遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"下尾井遺跡 (存在しないページ)","[下尾井遺跡(北山村)]","https://ja.wikipedia.org/w/index.php?title=下尾井遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"常松菅田遺跡 (存在しないページ)","[常松菅田遺跡（鳥取市） - 縄文から弥生、古墳時代の複合遺跡]","https://ja.wikipedia.org/w/index.php?title=常松菅田遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"智頭枕田遺跡","[智頭枕田遺跡（智頭町） - 縄文から奈良、平安時代の複合遺跡] 智頭枕田遺跡 （ちづまくらだいせき）は、 鳥取県 智頭町 に位置する、 縄文時代 から 平安時代 の九州を除いた西日本では最大級の 遺跡  。","https://ja.wikipedia.org/wiki/智頭枕田遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"島根大学構内遺跡 (存在しないページ)","[島根大学構内遺跡（松江市）]","https://ja.wikipedia.org/w/index.php?title=島根大学構内遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"原山遺跡 (存在しないページ)","[原山遺跡（出雲市）]","https://ja.wikipedia.org/w/index.php?title=原山遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"京田遺跡 (存在しないページ)","[京田遺跡(出雲市)]","https://ja.wikipedia.org/w/index.php?title=京田遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"田中ノ尻遺跡 (存在しないページ)","[田中ノ尻遺跡（益田市）]","https://ja.wikipedia.org/w/index.php?title=田中ノ尻遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"南溝手遺跡 (存在しないページ)","[南溝手遺跡（総社市）]","https://ja.wikipedia.org/w/index.php?title=南溝手遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"朝寝鼻貝塚 (存在しないページ)","[朝寝鼻貝塚（岡山市）]","https://ja.wikipedia.org/w/index.php?title=朝寝鼻貝塚&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"津雲貝塚","[津雲貝塚（笠岡市）] 津雲貝塚 （つくもかいづか）は、 岡山県 笠岡市 西大島に所在する 縄文時代 晩期の 貝塚 遺跡 。 国史跡 。","https://ja.wikipedia.org/wiki/津雲貝塚","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯34度29分4.2秒 東経133度31分59.8秒","","","","","","","","","","","","","","","","","","",""
"黒土遺跡 (存在しないページ)","[高島黒土遺跡(笠岡市)]","https://ja.wikipedia.org/w/index.php?title=黒土遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"彦崎貝塚","[彦崎貝塚（岡山市）] 彦崎貝塚 （ひこざきかいづか）は、 岡山県 岡山市 南区彦崎にある 貝塚 遺跡。2008年（平成20年）3月28日に 国史跡 に指定された。","https://ja.wikipedia.org/wiki/彦崎貝塚","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯34度32分58秒 東経133度50分07秒","","","","","","","","","","","","","","","","","","",""
"黄島貝塚","[黄島貝塚（瀬戸内市）] 黄島貝塚 （きしまかいづか）は、 瀬戸内海 の 黄島 （ 岡山県 瀬戸内市 ）にある 縄文時代 早期の 貝塚  。","https://ja.wikipedia.org/wiki/黄島貝塚","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"中津貝塚 (存在しないページ)","[中津貝塚(倉敷市)]","https://ja.wikipedia.org/w/index.php?title=中津貝塚&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"里木貝塚 (存在しないページ)","[里木貝塚(倉敷市)]","https://ja.wikipedia.org/w/index.php?title=里木貝塚&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"船元貝塚 (存在しないページ)","[船元貝塚(倉敷市)]","https://ja.wikipedia.org/w/index.php?title=船元貝塚&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"福田貝塚 (存在しないページ)","[福田貝塚(倉敷市)]","https://ja.wikipedia.org/w/index.php?title=福田貝塚&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"洗谷貝塚 (存在しないページ)","[洗谷貝塚（福山市）]","https://ja.wikipedia.org/w/index.php?title=洗谷貝塚&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"帝釈峡遺跡群","[帝釈峡遺跡群(庄原市・神石高原町)] 帝釈峡遺跡群 （たいしゃくきょういせきぐん）は、 広島県 東北部の 庄原市 から 神石郡 に広がる 帝釈 石灰岩 地帯に位置する、石灰岩の 洞窟 や 岩陰 などの 石器時代 の遺跡群である。所在地は「 神石高原町 永野」  。","https://ja.wikipedia.org/wiki/帝釈峡遺跡群","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"美濃ヶ浜遺跡 (存在しないページ)","[美濃ヶ浜遺跡（山口市）]","https://ja.wikipedia.org/w/index.php?title=美濃ヶ浜遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"月崎遺跡 (存在しないページ)","[月崎遺跡（宇部市）]","https://ja.wikipedia.org/w/index.php?title=月崎遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"岩田遺跡 (存在しないページ)","[岩田遺跡(平生町)]","https://ja.wikipedia.org/w/index.php?title=岩田遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"川棚条里遺跡 (存在しないページ)","[川棚条里遺跡(下関市)]","https://ja.wikipedia.org/w/index.php?title=川棚条里遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"三谷遺跡 (存在しないページ)","[三谷遺跡(徳島市)]","https://ja.wikipedia.org/w/index.php?title=三谷遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"矢野遺跡","[矢野遺跡(徳島市)] 矢野遺跡 （やのいせき）は、 徳島県 徳島市 国府町矢野 にある 遺跡 である。","https://ja.wikipedia.org/wiki/矢野遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"田井遺跡 (存在しないページ)","[田井遺跡（美波町）]","https://ja.wikipedia.org/w/index.php?title=田井遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"加茂宮ノ前遺跡 (存在しないページ)","[加茂宮ノ前遺跡(阿南市)]","https://ja.wikipedia.org/w/index.php?title=加茂宮ノ前遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"本郷遺跡 (存在しないページ)","[本郷遺跡（高松市）]","https://ja.wikipedia.org/w/index.php?title=本郷遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"沙弥ナカンダ浜遺跡 (存在しないページ)","[沙弥ナカンダ浜遺跡（坂出市）]","https://ja.wikipedia.org/w/index.php?title=沙弥ナカンダ浜遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"深泥遺跡 (存在しないページ)","[深泥遺跡（愛南町）]","https://ja.wikipedia.org/w/index.php?title=深泥遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"平城貝塚 (存在しないページ)","[平城貝塚（愛南町）]","https://ja.wikipedia.org/w/index.php?title=平城貝塚&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"上黒岩岩陰遺跡","[上黒岩岩陰遺跡（久万高原町）] 上黒岩岩陰遺跡 （かみくろいわいわかげいせき）は、 愛媛県 久万高原町 （発見当時は 美川村 ）で 1961年 に発見された 縄文時代 早期を中心とする 岩陰遺跡 である。国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/上黒岩岩陰遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯33度37分4.2秒 東経132度57分39.1秒","","","","","","","","","","","","","","","","","","",""
"片粕遺跡 (存在しないページ)","[片粕遺跡（土佐清水市）]","https://ja.wikipedia.org/w/index.php?title=片粕遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"宿毛貝塚","[宿毛貝塚（宿毛市）] 宿毛貝塚 （すくもかいづか）は、 高知県 宿毛市 宿毛にある 縄文時代 後期（約3,500年前）の 貝塚 。1957年（ 昭和32年 ）7月27日に国の 史跡 に指定された    。","https://ja.wikipedia.org/wiki/宿毛貝塚","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯32度56分14秒 東経132度42分55秒","","","","","","","","","","","","","","","","","","",""
"居徳遺跡群 (存在しないページ)","[居徳遺跡群(土佐市)]","https://ja.wikipedia.org/w/index.php?title=居徳遺跡群&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"木屋ヶ内遺跡 (存在しないページ)","[木屋ヶ内遺跡（四万十町）]","https://ja.wikipedia.org/w/index.php?title=木屋ヶ内遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"大原遺跡 (存在しないページ)","[大原遺跡（福岡市）]","https://ja.wikipedia.org/w/index.php?title=大原遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"板付遺跡","[板付遺跡（福岡市）] 板付遺跡 （いたづけいせき）は、 福岡市 博多区 板付にある 縄文時代 晩期から 弥生時代 後期の 遺跡 である。国の 史跡  。遺跡は 竪穴住居 や水田が復元された公園になっており、展示施設（板付遺跡弥生館）もある。 佐賀県 唐津市 にある 菜畑遺跡 に次ぐ水稲耕作遺跡であり、福岡県 粕屋町 の 江辻遺跡 に次ぐ、日本でも最初期の 環濠集落 でもある。","https://ja.wikipedia.org/wiki/板付遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯33度33分55.7秒 東経130度27分10.1秒","","","","","","","","","","","","","","","","","","",""
"阿恵官衙遺跡","[阿恵官衙遺跡（粕屋町）] 阿恵官衙遺跡 （あえかんがいせき）は、 福岡県 糟屋郡 粕屋町 にある、 飛鳥時代 から 奈良時代 にかけての 筑前国 糟屋評（かすやのこおり）の役所跡とされる遺跡。国の 史跡 に指定されている  。","https://ja.wikipedia.org/wiki/阿恵官衙遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯33度36分51.8秒東経130度27分30.5秒","日本福岡県糟屋郡粕屋町","遺跡","飛鳥時代、奈良時代等","","国の史跡（2020年指定）","","","","","","","","","","","","","",""
"江辻遺跡","[江辻遺跡（粕屋町）] 江辻遺跡 （えつじいせき）は 福岡県 糟屋郡 粕屋町 にある 縄文時代 から 平安時代 にかけての 複合遺跡 。","https://ja.wikipedia.org/wiki/江辻遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯33度37分40秒東経130度28分40秒","福岡県糟屋郡粕屋町江辻","複合遺跡","縄文時代-平安時代","","","","","","","","","","","","","","","",""
"四箇遺跡群 (存在しないページ)","[四箇遺跡群（四箇田団地内より出土）縄文時代から古墳時代にかけての複合遺跡。]","https://ja.wikipedia.org/w/index.php?title=四箇遺跡群&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"山鹿貝塚","[山鹿貝塚（芦屋町）] 山鹿貝塚 （やまがかいづか  ）は 福岡県 遠賀郡 芦屋町 山鹿字狩尾にある 縄文時代 早期から晩期にかけての 貝塚 。福岡県の県指定 史跡  。","https://ja.wikipedia.org/wiki/山鹿貝塚","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯33度54分36秒 東経130度40分01秒","","","","","","","","","","","","","","","","","","",""
"貫川遺跡 (存在しないページ)","[貫川遺跡(北九州市)]","https://ja.wikipedia.org/w/index.php?title=貫川遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"久保泉丸山遺跡 (存在しないページ)","[久保泉丸山遺跡（佐賀市）]","https://ja.wikipedia.org/w/index.php?title=久保泉丸山遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"東名遺跡","[東名遺跡（佐賀市）] 本遺跡は、 佐賀平野 の中部  、現代における佐賀市街の北に位置する。現在の海岸線よりも12kmほど内陸にあるが、 縄文海進 極大の直前であった約7,000年前（較正年代約8,000年前）当時の海岸線は遺跡付近にあり、近くには大きな河川があって遺跡はその左岸と推定される  。遺跡は現在の標高 T.P.3mから T.P.-3mにかけての低湿地にあった  。","https://ja.wikipedia.org/wiki/東名遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯33度17分45秒 東経130度18分30秒","","","","","","","","","","","","","","","","","","",""
