"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","開館","位置","外部リンク","専門分野","正式名称","管理運営","事業主体","延床面積","館長","建物設計","収蔵作品数","来館者数","アクセス","愛称","前身","閉館","学芸員","公式サイト"
"コロンバス美術館","[コロンバス美術館（オハイオ州コロンバス）] 1878年に設立されたColumbus Gallery of Fine Artsが前身。1931年に本館が完成しフェルディナンド・ハウォルドとフレデリック・Ｗ・シューマッハーの両コレクションの展覧会で開館した。後に両コレクションは後に美術館の主要なコレクションとなる。さらに1990年にはハワード・シラク博士と妻バベットによるシラク・コレクションが加わる。これらのコレクションにより同美術館は19世紀半ばから20世紀半ばにかけてのヨーロッパおよびアメリカの作品を多く所蔵する美術館となった。1992年には建物自体が アメリカ合衆国国家歴史登録財 に指定された  。","https://ja.wikipedia.org/wiki/コロンバス美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","1931年","","http://www.columbusmuseum.org/","","Columbus Museum of Art","","","","","","","","","","","","",""
"シンシナティ美術館","[シンシナティ美術館(Cincinnati Art Museum)（オハイオ州シンシナティ）] シンシナティ美術館 （シンシナティびじゅつかん）は、 アメリカ オハイオ州 シンシナティ にある同国で最も古い美術館の一つである。","https://ja.wikipedia.org/wiki/シンシナティ美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","953 Eden Park Dr.アメリカ合衆国オハイオ州シンシナティ","1881年","北緯39度06分53秒西経84度29分49秒﻿ / ﻿北緯39.114637度 西経84.496965度﻿ /39.114637; -84.496965","www. cincinnatiartmuseum.org","美術館","","","","","Cameron Kitchin","","","346,000","","","","","",""
"デイトン美術館","[デイトン美術館(Dayton Art Institute) （オハイオ州デイトン）] デイトン美術館 (The Dayton Art Institute, (DAI))は、アメリカ合衆国 オハイオ州 デイトン にある ファインアート の美術館である。","https://ja.wikipedia.org/wiki/デイトン美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯39度45分58秒西経84度12分04秒﻿ / ﻿北緯39.766度 西経84.201度﻿ /39.766; -84.201","オハイオ州デイトンForest and Riverview Aves.","","","","","","","","","","","","","","","","","",""
"トレド美術館","[トレド美術館（オハイオ州トレド）] トレド美術館 (The Toledo Museum of Art)は、 オハイオ州 トレド にある 美術館 である。ガラスアートコレクションで有名。","https://ja.wikipedia.org/wiki/トレド美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯41度39分29秒東経83度33分34秒","2445 Monroe Street  Toledo, OH","1901年","北緯41度39分29秒東経83度33分34秒﻿ / ﻿北緯41.65806度 東経83.55944度﻿ /41.65806; 83.55944座標:北緯41度39分29秒東経83度33分34秒﻿ / ﻿北緯41.65806度 東経83.55944度﻿ /41.65806; 83.55944","公式ウェブサイト","","The Toledo Museum of Art","","","","","","","","","","","","",""
"ポートランド美術館","[ポートランド美術館（オレゴン州ポートランド）] 15世紀 の宗教画、 17世紀 から 20世紀 初頭のヨーロッパ絵画、 モダンアート 、 浮世絵 、 彫刻 、 写真 、 ネイティブ・アメリカン の 工芸品 なども展示している。","https://ja.wikipedia.org/wiki/ポートランド美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","1892年","","公式ウェブサイト","","Portland Art Museum","","","","","","","445,000 (2002)","","","","","",""
"ジョーダン・シュニッツァー美術館","[オレゴン大学ジョーダン・シュニッツァー美術館（オレゴン州ユージーン）] 1933年に開館。","https://ja.wikipedia.org/wiki/ジョーダン・シュニッツァー美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","1430 Johnson Lane, Eugene, Oregon","1933年","","公式ウェブサイト","","","","オレゴン大学","","","","","","","","","","",""
"サンフランシスコ近代美術館","[サンフランシスコ近代美術館（カリフォルニア州サンフランシスコ）] アメリカ西海岸で初めての 20世紀 の芸術作品のみを展示する美術館「サンフランシスコ美術館（San Francisco Museum of Art）」として 1935年 にオープンした。","https://ja.wikipedia.org/wiki/サンフランシスコ近代美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","151 Third Street, San Francisco, California","1935年","北緯37度47分09秒西経122度24分03秒﻿ / ﻿北緯37.7858度 西経122.4008度﻿ /37.7858; -122.4008","公式ウェブサイト","","San Francisco Museum of Modern Art","","","","","","","","","SFMoMA","San Francisco Museum of Art","","",""
"デ・ヤング美術館","[デ・ヤング美術館（カリフォルニア州サンフランシスコ）] デ・ヤング美術館 (M. H. de Young Memorial Museum)はアメリカ合衆国 カリフォルニア州 サンフランシスコ にある美術館である。 ゴールデン・ゲート・パーク 内に位置している。","https://ja.wikipedia.org/wiki/デ・ヤング美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","50 Hagiwara Tea Garden Drive  San Francisco","","北緯37度46分17秒西経122度28分07秒﻿ / ﻿北緯37.77139度 西経122.46861度﻿ /37.77139; -122.46861","公式ウェブサイト","","M. H. de Young Memorial Museum","","","","","","","1,198,586人（2015年）","","","","","",""
"リージョン・オブ・オナー美術館 (存在しないページ)","[リージョン・オブ・オナー美術館(Legion of Honor)（カリフォルニア州サンフランシスコ）]","https://ja.wikipedia.org/w/index.php?title=リージョン・オブ・オナー美術館&amp;action=edit&amp;redlink=1","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"ティムケン美術館","[ティムケン美術館（カリフォルニア州サンディエゴ）] ティムケン美術館 （ Timken Museum of Art )は、アメリカ カリフォルニア州 サンディエゴ にある 美術館 。 1965年 に設立された。","https://ja.wikipedia.org/wiki/ティムケン美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"サンディエゴ美術館 (存在しないページ)","[サンディエゴ美術館(San Diego Museum of Art)（カリフォルニア州サンディエゴ）]","https://ja.wikipedia.org/w/index.php?title=サンディエゴ美術館&amp;action=edit&amp;redlink=1","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"ハギン美術館 (存在しないページ)","[ハギン美術館(Haggin Museum)（カリフォルニア州ストックトン）]","https://ja.wikipedia.org/w/index.php?title=ハギン美術館&amp;action=edit&amp;redlink=1","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"J・ポール・ゲティ美術館","[J・ポール・ゲティ美術館（カリフォルニア州ロサンゼルス）] 1954年に石油王 ジャン・ポール・ゲティ は自身の邸宅に隣接した土地に最初のギャラリーを建てた    。間もなく収蔵スペースが足りないことが判明し、ゲティは邸宅から丘を下った私有地に2番目のギャラリーを建設している。これが現在のゲティ・ヴィラである   。ヴィラのデザインは、イタリアの エルコラーノ にある古代ローマの遺跡ヴィラ・デイ・パピリ ( en:Villa of the Papyri ) を模しており、その他の古代遺跡からの影響も受けている  。ゲティ・ヴィラは1974年に開館したが  、1976年に死去したゲティは結局一度もこの場所を訪れることがなかった  。ゲティの死後661,000万ドルの遺産を受け継いだゲティ財団は  、ロサンゼルスのブレンウッド近郊にあるゲティ・センターの構内を拡張する計画を開始し、拡張計画に対する周辺住民からの反対を押し切って工事を開始した  。しかし、財団が所蔵する膨大なコレクションを所蔵するスペースを確保するために美術館を2箇所に分散することが決められ、ゲティ・ヴィラには「 古代ギリシア 、 古代ローマ 、 エトルリア 」の古代美術品を収蔵することとなった  。その後1993年にゲティ財団はゲティ・ヴィラを改築することとし、ロドルフォ・マチャドとホルヘ・シルヴェッティにギャラリーと構内のデザインを依頼している  。1997年にはゲティ・ヴィラのコレクションの一部がゲティ・センターに移管され、ゲティ・ヴィラは改築のためにいったん閉館した  。ゲティ・ヴィラのコレクションの中にはこの閉館期間を利用して修復された美術品もあった  。","https://ja.wikipedia.org/wiki/J・ポール・ゲティ美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","カリフォルニア州、ロサンゼルスゲティ・センター・ドライヴ 1200 および カリフォルニア州、ロサンゼルス、パシフィック・パリセーズ、パシフィック・コースト・ハイウェイ 17985","1954年","北緯34度04分39秒西経118度28分30秒﻿ / ﻿北緯34.07750度 西経118.47500度﻿ /34.07750; -118.47500座標:北緯34度04分39秒西経118度28分30秒﻿ / ﻿北緯34.07750度 西経118.47500度﻿ /34.07750; -118.47500","http://www.getty.edu/","美術館","","","","","マイケル・ブランド","","","2,023,467人(2016年)ゲティ・センターとゲティ・ヴィラの合計","","","","","",""
"ロサンゼルス現代美術館","[ロサンゼルス現代美術館（カリフォルニア州ロサンゼルス）] ロサンゼルス現代美術館 （ロサンゼルスげんだいびじゅつかん、 Museum of Contemporary Art, Los Angeles 、通称 MOCA ）は、 アメリカ合衆国 カリフォルニア州 ・ ロサンゼルス 市にある、近現代美術専門の 美術館 である。","https://ja.wikipedia.org/wiki/ロサンゼルス現代美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","250 South Grand Avenue  Los Angeles, California","1979年","北緯34度03分12秒西経118度15分03秒﻿ / ﻿北緯34.05333度 西経118.25083度﻿ /34.05333; -118.25083座標:北緯34度03分12秒西経118度15分03秒﻿ / ﻿北緯34.05333度 西経118.25083度﻿ /34.05333; -118.25083","公式ウェブサイト","","Museum of Contemporary Art, Los Angeles","","","","","","5,000 以上","","","MOCA","","","",""
"ロサンゼルス・カウンティ美術館","[ロサンゼルス・カウンティ美術館（カリフォルニア州ロサンゼルス）] ロサンゼルス・カウンティ美術館 ( ロサンゼルス郡美術館 、 Los Angeles County Museum of Art 、通称 LACMA ) は、 アメリカ合衆国 カリフォルニア州 ロサンゼルス 市にある 美術館 である。美術館としては西海岸最大級の規模を有する。美術館には、 伊藤若冲 を中心とする 日本画 の収集家として知られる ジョー・プライス が建設を主導し、プライスコレクション約600点のうち約200点を寄託品として収蔵する日本館（ en:Pavilion for Japanese Art ）が設置されている。","https://ja.wikipedia.org/wiki/ロサンゼルス・カウンティ美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","15905 Wilshire Boulevard, Los Angeles, California","1910年","","公式ウェブサイト","","Los Angeles County Museum of Art","","","","","","","","","LACMA","","","",""
"クロッカー美術館 (存在しないページ)","[クロッカー美術館(Crocker Art Museum)（カリフォルニア州サクラメント）]","https://ja.wikipedia.org/w/index.php?title=クロッカー美術館&amp;action=edit&amp;redlink=1","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"ハンティントン・ライブラリー","[ハンティントン・ライブラリー（カリフォルニア州サン・マリノ）] 図書館には稀覯本や 装飾写本 などが豊富にコレクションされており、『 グーテンベルク聖書 』、 ジェフリー・チョーサー の代表作『 カンタベリー物語 』の エレスメア装飾写本 （ 英語版 ） といった歴史的・美術的価値の高い書物がある  。また、第16代アメリカ合衆国大統領 エイブラハム・リンカーン に関する数千の文献が所蔵されており、その中にはリンカーンの友人で警護官も務めた ウォード・ヒル・ラモン （ 英語版 ） の書簡も含まれている。これら稀覯本と装飾写本はアメリカ合衆国でもっとも頻繁に研究目的で利用されており、図書館に所蔵されている装飾写本はおよそ650万冊、稀覯本は100万冊を超えている。世界で唯一『 ハムレット 』の初版四つ折版を2冊所蔵している図書館で、 ベンジャミン・フランクリン の『フランクリン自伝』手稿、 ヘンリー・デイヴィッド・ソロー の『森の生活』草稿7枚、 ジョン・ジェームズ・オーデュボン の『 アメリカの鳥類 』、 チャールズ・ブコウスキー 初版本など、多くの貴重な書物が保管されている。","https://ja.wikipedia.org/wiki/ハンティントン・ライブラリー","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"ノートン・サイモン美術館","[ノートン・サイモン美術館（カリフォルニア州パサデナ）] アメリカ人実業家 ノートン・サイモン ( 1907年 2月5日- 1993年 6月1日)の個人的コレクションを基にして開設された。","https://ja.wikipedia.org/wiki/ノートン・サイモン美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","カリフォルニア州パサデナ","1969年","","Official Website","絵画・彫刻・タペストリー等","The Norton Simon Museum","","","","","","","","","","","","",""
"バークレー美術館 (存在しないページ)","[バークレー美術館(Berkeley Art Museum and Pacific Film Archive)（カリフォルニア州バークレー）]","https://ja.wikipedia.org/w/index.php?title=バークレー美術館&amp;action=edit&amp;redlink=1","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"ウィチタ美術館 (存在しないページ)","[ウィチタ美術館(Wichita Art Museum)（カンザス州ウィチタ）]","https://ja.wikipedia.org/w/index.php?title=ウィチタ美術館&amp;action=edit&amp;redlink=1","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"ネルソン・アトキンス美術館","[ネルソン・アトキンス美術館（カンザス州カンサスシティ）] ネルソン・アトキンス美術館 （ネルソン・アトキンスびじゅつかん、The Nelson-Atkins Museum of Art）は ミズーリ州 カンザスシティ にある 美術館 である。","https://ja.wikipedia.org/wiki/ネルソン・アトキンス美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","4525 Oak Street  Kansas City, MO","1933年","","公式ウェブサイト","","The Nelson-Atkins Museum of Art","","","","","","約3万5,000点","","","","","","",""
"カンザス大学","[カンザス大学スペンサー美術館(Spencer Museum of Art)（カンザス州ローレンス）] National Geographic誌に「One of the most beautiful in America」と評価されたキャンパスには、蔵書量で全米州立大学中23位にランクされている図書館、全米トップ5にランクされている自然史博物館、 ロバート・ドール 政治学研究所などの施設がある。","https://ja.wikipedia.org/wiki/カンザス大学","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"ウォズワース・アテネウム (存在しないページ)","[ウォズワース・アテネウム(Wadsworth Atheneum)（コネティカット州ハートフォード）]","https://ja.wikipedia.org/w/index.php?title=ウォズワース・アテネウム&amp;action=edit&amp;redlink=1","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"ニューブリテン・ミュージアム・オブ・アメリカンアート (存在しないページ)","[ニューブリテン・ミュージアム・オブ・アメリカンアート(New Britain Museum of American Art)（コネティカット州ニューブリテン）]","https://ja.wikipedia.org/w/index.php?title=ニューブリテン・ミュージアム・オブ・アメリカンアート&amp;action=edit&amp;redlink=1","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"イエール大学美術館 (存在しないページ)","[イエール大学美術館(Yale University Art Gallery)（コネティカット州ニューヘブン）]","https://ja.wikipedia.org/w/index.php?title=イエール大学美術館&amp;action=edit&amp;redlink=1","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"デンバー美術館","[デンバー美術館（コロラド州デンバー）] デンバー美術館 （Denver Art Museum、略称：DAM）は アメリカ合衆国 ・ コロラド州 デンバー にある 美術館 である。 アメリカ先住民 の芸術を初めとした6万点以上の世界各国の幅広い芸術作品を収蔵している。","https://ja.wikipedia.org/wiki/デンバー美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","北緯39度44分14秒西経104度59分23秒﻿ / ﻿北緯39.737222222222度 西経104.98972222222度﻿ /39.737222222222; -104.98972222222座標:北緯39度44分14秒西経104度59分23秒﻿ / ﻿北緯39.737222222222度 西経104.98972222222度﻿ /39.737222222222; -104.98972222222","公式ウェブサイト","","Denver Art Museum","","","","","","","","","DAM","","","",""
"コロンビア美術館 (存在しないページ)","[コロンビア美術館(Columbia Museum of Art)（サウスカロライナ州コロンビア）]","https://ja.wikipedia.org/w/index.php?title=コロンビア美術館&amp;action=edit&amp;redlink=1","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"ボブ・ジョーンズ大学美術館 (存在しないページ)","[ボブ・ジョーンズ大学美術館(Bob Jones University#Museum and gallery)（サウスカロライナ州グリーンビル）]","https://ja.wikipedia.org/w/index.php?title=ボブ・ジョーンズ大学美術館&amp;action=edit&amp;redlink=1","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"ハイ美術館","[ハイ美術館（ジョージア州アトランタ）] ハイ美術館 （High Museum of Art）は アメリカ合衆国 ・ ジョージア州 アトランタ にある 美術館 である。 ウッドラフ・アート・センター （Woodruff Art Center）の一部を構成する。アトランタ随一の美術館で、11,000点の作品を所蔵している。","https://ja.wikipedia.org/wiki/ハイ美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","1280 Peachtree Street NE Atlanta","1905年","北緯33度47分25.84秒西経84度23分6.61秒﻿ / ﻿北緯33.7905111度 西経84.3851694度﻿ /33.7905111; -84.3851694座標:北緯33度47分25.84秒西経84度23分6.61秒﻿ / ﻿北緯33.7905111度 西経84.3851694度﻿ /33.7905111; -84.3851694","公式ウェブサイト","","","","","","Michael E. Shapiro","","11,000","","","","","","",""
"エル・パソ美術館 (存在しないページ)","[エル・パソ美術館(El Paso Museum of Art)（テキサス州エル・パソ）]","https://ja.wikipedia.org/w/index.php?title=エル・パソ美術館&amp;action=edit&amp;redlink=1","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"ダラス美術館","[ダラス美術館（テキサス州ダラス）] ダラス美術館 (The Dallas Museum of Art／DMA) は アメリカ合衆国 テキサス州 ダラス のアート・ディストリクト (the Arts District) にある 美術館 である。ウッドール・ロジャース・フリーウェイ (Woodall Rodgers Freeway) 沿い、セント・ポール通りとハーウッド通りの間に位置している。1984年までは フェア・パーク の中にあったが、同年にアート・ディストリクトに移転した。  建築は、 アメリカ建築家協会 AIAゴールドメダル を2007年に受賞したエドワード・ララビー・バーンズの設計による。 ","https://ja.wikipedia.org/wiki/ダラス美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","1717 N. Harwood, Dallas, TX Texas State Highway Spur 366","1903","北緯32度47分14秒西経96度48分03秒﻿ / ﻿北緯32.78722度 西経96.80083度﻿ /32.78722; -96.80083座標:北緯32度47分14秒西経96度48分03秒﻿ / ﻿北緯32.78722度 西経96.80083度﻿ /32.78722; -96.80083","Dallas Museum of Art","","","","","","","","","738,988人（2015年）","","","","","",""
"ヒューストン美術館","[ヒューストン美術館（テキサス州ヒューストン）] 美術館は展覧会などのプログラムや出版などを通じてヒューストンの社会に恩恵を与えており、展覧会、ワークショップ、リソース・センターなどを訪れる客は年間125万人に及ぶ。また美術館の館外活動には50万人以上が参加する  。","https://ja.wikipedia.org/wiki/ヒューストン美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","1001 Bissonnet, Houston, TX","1900年","","公式ウェブサイト","","","","","","","","60,000","960,354人 (2016年)","","MFAH","","","",""
"メニル・コレクション","[メニル・コレクション（テキサス州ヒューストン）] 創設者のドミニク・デ・メニルの父は、油田探査の世界的企業 シュルンベルジェ を創設した アルザス 生まれの地球物理学者シュルンベルジェ兄弟の一人、コンラッド・シュルンベルジェ（Conrad Schlumberger）である。ドミニクは銀行家のジャン・ド・メニルと結婚したが、 ナチス・ドイツ に占領された フランス から ニューヨーク へ夫婦で逃れ、同じくフランスから脱出していたシュルンベルジェ社の本社があるヒューストンに定住した。","https://ja.wikipedia.org/wiki/メニル・コレクション","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"キンベル美術館","[キンベル美術館(Kimbell Art Museum)（テキサス州フォート・ワース）] 1972年に、実業家で熱心な美術収集家であったケイ・キンベル夫妻の私的コレクションをもとに設立された。 美術館の設計者は ルイス・I・カーン で、カマボコ形のコンクリート・ヴォールトの屋根を戴いた細長いユニットがおよそ3×6の配置で並べられており、屋根の頂部からの自然光が反射板にあたり、間接照明として館内を照らしている。","https://ja.wikipedia.org/wiki/キンベル美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","アメリカ合衆国・テキサス州フォートワース","1972年","","www.kimbellart.org","美術館","","","","","","","350","","","","","","",""
"エーモン・カーター美術館","[エーモン・カーター美術館（テキサス州フォート・ワース）] エーモン・カーター美術館 （エーモン・カーターびじゅつかん、Amon Carter Museum of American Art）は、 アメリカ合衆国 テキサス州 フォートワース にあるアメリカの絵画、彫刻、写真の美術館である。","https://ja.wikipedia.org/wiki/エーモン・カーター美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","アメリカ合衆国テキサス州フォートワース3501 Camp Bowie Boulevard","1961年1月","","Amon Carter Museum of American Art","美術","","","","","Dr. Andrew J. Walker","","","","","","","","",""
"チナティ・ファンデーション","[チナティ・ファンデーション（テキサス州マーファ）] ドナルド・ジャッドは 1971年 にはじめてテキサス州マーファを訪れ、 70年代 後半に ニューヨーク からマーファへの移住を決意する。 その後、ジャッドは 1979年 に ディア美術財団 ( Dia Art Foundation )の経済支援を受け、旧フォート・D・A・ラッセル( D・A・ラッセル要塞 ）の建物群と340エーカー（1.4平方キロメートル）の広さの土地を手に入れ、建物の修理・改築と美術作品の設置に着手する。","https://ja.wikipedia.org/wiki/チナティ・ファンデーション","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"ブルックス美術館 (存在しないページ)","[ブルックス美術館(Memphis Brooks Museum of Art)（テネシー州メンフィス）]","https://ja.wikipedia.org/w/index.php?title=ブルックス美術館&amp;action=edit&amp;redlink=1","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"ディクソン・ギャラリー・アンド・ガーデン (存在しないページ)","[ディクソン・ギャラリー・アンド・ガーデン(Dixon Gallery and Gardens)（テネシー州メンフィス）]","https://ja.wikipedia.org/w/index.php?title=ディクソン・ギャラリー・アンド・ガーデン&amp;action=edit&amp;redlink=1","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"チークウッド・ボタニカル・ガーデン・アンド・ミュージアム・オブ・アート","[チークウッド・ボタニカル・ガーデン・アンド・ミュージアム・オブ・アート（テネシー州ナッシュビル）] チークウッド ( Cheekwood )は アメリカ合衆国 テネシー州 ナッシュビル 西部にあり、 チークウッド・ボタニカル・ガーデン・アンド・ミュージアム・オブ・アート を所有している55エーカー (220,000 m 2 ) の民間の土地である。以前はナッシュビルのチーク家による30,000平方フィート(2,800 m 2 )の ジョージ王朝風建築 の大邸宅だったが、1960年、美術館として開館した。","https://ja.wikipedia.org/wiki/チークウッド・ボタニカル・ガーデン・アンド・ミュージアム・オブ・アート","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯36度05分13秒西経86度52分26秒﻿ / ﻿北緯36.087度 西経86.874度﻿ /36.087; -86.874","アメリカ合衆国テネシー州ナッシュビルフォレスト・パーク通り1200番地","","","","","","","","","","","","","","","","","",""
"デラウェア美術館","[デラウェア美術館（デラウェア州ウィルミントン）] デラウェア美術館 （Delaware Art Museum）は デラウェア州 ウィルミントン にある美術館である。","https://ja.wikipedia.org/wiki/デラウェア美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","301 Kentmere Parkway  Wilmington, DE","1912年","","公式ウェブサイト","","Delaware Art Museum","","","","","","12,000","","","DAM","","","",""
"プリンストン大学美術館","[プリンストン大学美術館（ニュージャージー州プリンストン）] プリンストン大学美術館 （Princeton University Art Museum）は、 ニュージャージー州 プリンストン にある 美術館 である。","https://ja.wikipedia.org/wiki/プリンストン大学美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","Nassau Street  Whitherspoon, Princeton, New Jersey","1882年","","公式ウェブサイト","","Princeton University Art Museum","","","","","","","","","","","","",""
"フッド美術館 (存在しないページ)","[フッド美術館(Hood Museum of Art)（ニューハンプシャー州ハノーヴァー）]","https://ja.wikipedia.org/w/index.php?title=フッド美術館&amp;action=edit&amp;redlink=1","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"キュリア美術館 (存在しないページ)","[キュリア美術館(Currier Museum of Art)（ニューハンプシャー州マンチェスター）]","https://ja.wikipedia.org/w/index.php?title=キュリア美術館&amp;action=edit&amp;redlink=1","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"オルブライト＝ノックス美術館","[オルブライト＝ノックス美術館（ニューヨーク州バッファロー）] オルブライト＝ノックス美術館 （オルブライト＝ノックスびじゅつかん、Albright-Knox Art Gallery）は、 ニューヨーク州 バッファロー にある 美術館 である。アメリカで6番目に古い公共の美術館である。特に コンテンポラリー・アート で知られている。","https://ja.wikipedia.org/wiki/オルブライト＝ノックス美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","1285 Elmwood Avenue, Buffalo, New York","1862年","北緯42度55分57秒西経78度52分32秒﻿ / ﻿北緯42.9324度 西経78.8756度﻿ /42.9324; -78.8756座標:北緯42度55分57秒西経78度52分32秒﻿ / ﻿北緯42.9324度 西経78.8756度﻿ /42.9324; -78.8756","公式ウェブサイト","","","","","","","","","","","","","","",""
"エバーソン美術館","[エバーソン美術館（ニューヨーク州シラキュース）] エバーソン美術館 （エバーソンびじゅつかん、Everson Museum of Art）は、 アメリカ合衆国 ニューヨーク州 のダウンタウン シラキュース にある 美術館 である。","https://ja.wikipedia.org/wiki/エバーソン美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","1897年","","公式ウェブサイト","","","","","","","","11,000","","","","","","",""
"コーニング・ガラス美術館 (存在しないページ)","[コーニング・ガラス美術館(Corning Museum of Glass)（ニューヨーク州フィンガーレイクス）]","https://ja.wikipedia.org/w/index.php?title=コーニング・ガラス美術館&amp;action=edit&amp;redlink=1","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"ヴァッサー大学","[ヴァッサー大学付属フランシス・リーマン・ロブ・アート・センター(Frances Lehman Loeb Art Center)（ニューヨーク州ポキプシー）] 1861年 、実業家であった マシュー・ヴァッサー （ 英語版 ） によって設立。","https://ja.wikipedia.org/wiki/ヴァッサー大学","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"ロチェスター大学記念美術館 (存在しないページ)","[ロチェスター大学記念美術館(Memorial Art Gallery)（ニューヨーク州ロチェスター）]","https://ja.wikipedia.org/w/index.php?title=ロチェスター大学記念美術館&amp;action=edit&amp;redlink=1","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
