"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","開業年月日","駅構造","ホーム","所在地","備考","電報略号","乗車人員,-統計年度-","駅番号","乗降人員,-統計年度-","乗換","乗車人員,-統計年次-","乗降人員,-統計年次-","住所","公式サイト","所有者","総支配人"
"日比野駅 (愛知県愛西市)","日比野駅 (愛知県愛西市)（ひびのえき・名古屋鉄道尾西線）","https://ja.wikipedia.org/wiki/日比野駅_(愛知県愛西市)","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度9分48秒東経136度43分42秒","尾西線","6.6 km（弥富起点）","名古屋鉄道","1907年（明治40年）12月19日","地上駅","1面2線","愛知県愛西市柚木町東田面793番地3北緯35度9分48秒東経136度43分42秒﻿ / ﻿北緯35.16333度 東経136.72833度﻿ /35.16333; 136.72833座標:北緯35度9分48秒東経136度43分42秒﻿ / ﻿北緯35.16333度 東経136.72833度﻿ /35.16333; 136.72833","無人駅（駅集中管理システム導入駅）","","","TB  08 ","3,818人/日-2019年-","","","","","","",""
"日比谷駅","日比谷駅（ひびやえき）","https://ja.wikipedia.org/wiki/日比谷駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","","●[1]東京メトロ日比谷線","12.1 km（北千住起点）","東京地下鉄（東京メトロ）東京都交通局（都営地下鉄）","1964年（昭和39年）8月29日","地下駅","2面2線（日比谷線）1面2線（千代田線・三田線）","","駅務管区所在駅（東京都交通局）","ヒヒ（東京メトロ）日（東京都交通局、駅名略称）","","H08[1]","（東京メトロ）-2019年-116,808人/日（東京都交通局）-2019年-95,622人/日","Y18[1]有楽町駅[2]（JR山手線・京浜東北線・東京メトロ有楽町線）","","","","","",""
"美深駅","美深駅（びふかえき）","https://ja.wikipedia.org/wiki/美深駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯44度28分59.82秒東経142度21分01.03秒","■宗谷本線","98.3 km（旭川起点）","北海道旅客鉄道（JR北海道）","1911年（明治44年）11月3日","地上駅","2面2線","北海道中川郡美深町字開運町北緯44度28分59.82秒東経142度21分01.03秒","簡易委託駅[1]","ヒカ","","○W54","114人/日-2018年-","","","","","","",""
"美幌駅","美幌駅（びほろえき）","https://ja.wikipedia.org/wiki/美幌駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯43度50分12.52秒東経144度6分20.82秒","■石北本線","206.1 km（新旭川起点）","北海道旅客鉄道（JR北海道）","1912年（大正元年）10月5日","地上駅","1面2線","北海道網走郡美幌町字新町3丁目北緯43度50分12.52秒東経144度6分20.82秒","簡易委託駅[1][新聞 1]","ヒロ","250人/日（降車客含まず）-2017年-","○A65","","","","","","","",""
"氷見駅","氷見駅（ひみえき）","https://ja.wikipedia.org/wiki/氷見駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯36度50分58.23秒東経136度59分26.63秒","■氷見線","16.5 km（高岡起点）","西日本旅客鉄道（JR西日本）","1912年（大正元年）9月19日","地上駅","1面2線（実質1面1線）","富山県氷見市伊勢大町一丁目12-18北緯36度50分58.23秒東経136度59分26.63秒﻿ / ﻿北緯36.8495083度 東経136.9907306度﻿ /36.8495083; 136.9907306座標:北緯36度50分58.23秒東経136度59分26.63秒﻿ / ﻿北緯36.8495083度 東経136.9907306度﻿ /36.8495083; 136.9907306","業務委託駅みどりの窓口有","ヒミ","819人/日（降車客含まず）-2018年-","","","","","","","","",""
"姫駅","姫駅（ひめえき）","https://ja.wikipedia.org/wiki/姫駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度22分55.293秒東経137度4分20.010秒","CI太多線","7.9 km（多治見起点）","東海旅客鉄道（JR東海）","1928年（昭和3年）10月1日","地上駅","2面2線","岐阜県多治見市姫町一丁目北緯35度22分55.293秒東経137度4分20.010秒﻿ / ﻿北緯35.38202583度 東経137.07222500度﻿ /35.38202583; 137.07222500座標:北緯35度22分55.293秒東経137度4分20.010秒﻿ / ﻿北緯35.38202583度 東経137.07222500度﻿ /35.38202583; 137.07222500","駅員無配置駅","ヒメ","456人/日（降車客含まず）-2019年-","CI  04 ","","","","","","","",""
"姫川駅 (新潟県)","姫川駅（ひめかわえき）","https://ja.wikipedia.org/wiki/姫川駅_(新潟県)","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯37度1分13.29秒東経137度51分38.92秒","■大糸線","102.2km（松本起点）南小谷から32.1 km","西日本旅客鉄道（JR西日本）","1986年（昭和61年）11月1日","地上駅","1面1線","新潟県糸魚川市大字大野字横戸376北緯37度1分13.29秒東経137度51分38.92秒﻿ / ﻿北緯37.0203583度 東経137.8608111度﻿ /37.0203583; 137.8608111座標:北緯37度1分13.29秒東経137度51分38.92秒﻿ / ﻿北緯37.0203583度 東経137.8608111度﻿ /37.0203583; 137.8608111","無人駅","ヒメ","1人/日（降車客含まず）-2019年-","","","","","","","","",""
"姫路駅","姫路駅（ひめじえき）","https://ja.wikipedia.org/wiki/姫路駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度49分36.3秒東経134度41分27.3秒","山陽新幹線","91.7km（新大阪起点）東京から644.3 km","西日本旅客鉄道（JR西日本）","1888年（明治21年）12月23日","高架駅","2面5線（新幹線）[1]3面8線（在来線）[1]","兵庫県姫路市駅前町188[1]北緯34度49分36.3秒東経134度41分27.3秒﻿ / ﻿北緯34.826750度 東経134.690917度﻿ /34.826750; 134.690917座標:北緯34度49分36.3秒東経134度41分27.3秒﻿ / ﻿北緯34.826750度 東経134.690917度﻿ /34.826750; 134.690917","直営駅[1]（管理駅）みどりの窓口有山陽本線と播但線・姫新線乗換時中間改札有","ヒメ","51,763人/日（降車客含まず）-2019年-","JR-A85（JR神戸線）","","山陽姫路駅（■山陽電気鉄道本線）","","","","","",""
"姫路貨物駅","姫路貨物駅（ひめじかもつえき）","https://ja.wikipedia.org/wiki/姫路貨物駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度48分16.38秒東経134度45分12.04秒","山陽本線","48.4 km*（神戸起点）大阪から81.5 km","日本貨物鉄道（JR貨物）","1994年（平成6年）3月21日[1]","地上駅","","兵庫県姫路市別所町別所字仲畑北緯34度48分16.38秒東経134度45分12.04秒﻿ / ﻿北緯34.8045500度 東経134.7533444度﻿ /34.8045500; 134.7533444﻿ (姫路貨物駅)座標:北緯34度48分16.38秒東経134度45分12.04秒﻿ / ﻿北緯34.8045500度 東経134.7533444度﻿ /34.8045500; 134.7533444﻿ (姫路貨物駅)","貨物専用駅","ヘシ←ヒメカ","","","","","","","","","",""
"ひめじ別所駅","ひめじ別所駅（ひめじべっしょえき）","https://ja.wikipedia.org/wiki/ひめじ別所駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度48分19.99秒東経134度45分11.7秒","A山陽本線（JR神戸線）","48.4km（神戸起点）大阪から81.5 km","西日本旅客鉄道（JR西日本）","2005年（平成17年）3月1日[1]","地上駅[1]","2面2線[1]","兵庫県姫路市別所町別所字今池1571-1[1]北緯34度48分19.99秒東経134度45分11.7秒﻿ / ﻿北緯34.8055528度 東経134.753250度﻿ /34.8055528; 134.753250座標:北緯34度48分19.99秒東経134度45分11.7秒﻿ / ﻿北緯34.8055528度 東経134.753250度﻿ /34.8055528; 134.753250","業務委託駅[1]みどりの券売機プラス設置駅","ヘシ","1,924人/日（降車客含まず）-2019年-","JR-A82","","","","","","","",""
"姫島駅","姫島駅（ひめじまえき）","https://ja.wikipedia.org/wiki/姫島駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度42分16.19秒東経135度27分30.16秒","本線","4.4 km（大阪梅田起点）","阪神電気鉄道","1905年（明治38年）4月12日","高架駅","2面2線","大阪市西淀川区姫里一丁目26-14北緯34度42分16.19秒東経135度27分30.16秒﻿ / ﻿北緯34.7044972度 東経135.4583778度﻿ /34.7044972; 135.4583778﻿ (姫島駅*)座標:北緯34度42分16.19秒東経135度27分30.16秒﻿ / ﻿北緯34.7044972度 東経135.4583778度﻿ /34.7044972; 135.4583778﻿ (姫島駅*)","*1925年に稗島駅から改称","","","HS05","","","","14,002人/日-2019年-","","","",""
"姫松停留場","姫松停留場（ひめまつていりゅうじょう）","https://ja.wikipedia.org/wiki/姫松停留場","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度37分26.43秒東経135度30分10.90秒","■上町線","2.7 km（天王寺駅前起点）","阪堺電気軌道","1900年（明治33年）11月29日","地上駅（併用軌道上）","単式 2面2線","大阪市阿倍野区帝塚山一丁目北緯34度37分26.43秒東経135度30分10.90秒﻿ / ﻿北緯34.6240083度 東経135.5030278度﻿ /34.6240083; 135.5030278座標:北緯34度37分26.43秒東経135度30分10.90秒﻿ / ﻿北緯34.6240083度 東経135.5030278度﻿ /34.6240083; 135.5030278","","",""," HN06 ","","","","","","","",""
"姫宮駅","姫宮駅（ひめみやえき）","https://ja.wikipedia.org/wiki/姫宮駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯36度0分14.71秒東経139度44分19.80秒","■伊勢崎線（東武スカイツリーライン）","38.4 km（浅草起点）","東武鉄道","1927年（昭和2年）9月1日","地上駅（橋上駅）","2面2線","埼玉県南埼玉郡宮代町川端一丁目1-1北緯36度0分14.71秒東経139度44分19.80秒﻿ / ﻿北緯36.0040861度 東経139.7388333度﻿ /36.0040861; 139.7388333﻿ (姫宮駅)座標:北緯36度0分14.71秒東経139度44分19.80秒﻿ / ﻿北緯36.0040861度 東経139.7388333度﻿ /36.0040861; 139.7388333﻿ (姫宮駅)","","ヒメ","","TS29","5,215人/日-2019年-","","","","","","",""
"日向駅","日向駅（ひゅうがえき）","https://ja.wikipedia.org/wiki/日向駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度37分42秒東経140度21分45.9秒","■総武本線","71.7 km（東京起点）","東日本旅客鉄道（JR東日本）","1899年（明治32年）10月12日","地上駅","2面2線","千葉県山武市椎崎300北緯35度37分42秒東経140度21分45.9秒座標:北緯35度37分42秒 東経140度21分45.9秒","業務委託駅","ヒウ","873人/日（降車客含まず）-2019年-","","","","","","","","",""
"日向大束駅","日向大束駅（ひゅうがおおつかえき）","https://ja.wikipedia.org/wiki/日向大束駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯31度30分38.1秒東経131度14分55.32秒","日南線","68.6 km（南宮崎起点）","九州旅客鉄道（JR九州）","1935年（昭和10年）4月15日[1]","地上駅","2面2線[1]","宮崎県串間市大字奈留[1]北緯31度30分38.1秒東経131度14分55.32秒﻿ / ﻿北緯31.510583度 東経131.2487000度﻿ /31.510583; 131.2487000座標:北緯31度30分38.1秒東経131度14分55.32秒﻿ / ﻿北緯31.510583度 東経131.2487000度﻿ /31.510583; 131.2487000","無人駅[1]","オツ","24人/日（降車客含まず）-2015年-","","","","","","","","",""
"日向北方駅","日向北方駅（ひゅうがきたかたえき）","https://ja.wikipedia.org/wiki/日向北方駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯31度28分59.28秒東経131度14分35.94秒","日南線","71.8 km（南宮崎起点）","九州旅客鉄道（JR九州）","1935年（昭和10年）4月15日[1]","地上駅","1面1線[1]","宮崎県串間市大字串間[1]北緯31度28分59.28秒東経131度14分35.94秒﻿ / ﻿北緯31.4831333度 東経131.2433167度﻿ /31.4831333; 131.2433167座標:北緯31度28分59.28秒東経131度14分35.94秒﻿ / ﻿北緯31.4831333度 東経131.2433167度﻿ /31.4831333; 131.2433167","無人駅[1]","ウキ","12人/日（降車客含まず）-2015年-","","","","","","","","",""
"日向沓掛駅","日向沓掛駅（ひゅうがくつかけえき）","https://ja.wikipedia.org/wiki/日向沓掛駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯31度50分32.02秒東経131度20分41.22秒","日豊本線","352.5 km（小倉起点）","九州旅客鉄道（JR九州）","1965年（昭和40年）10月1日[1]","地上駅","1面2線[1]","宮崎県宮崎市清武町今泉[1]北緯31度50分32.02秒東経131度20分41.22秒﻿ / ﻿北緯31.8422278度 東経131.3447833度﻿ /31.8422278; 131.3447833座標:北緯31度50分32.02秒東経131度20分41.22秒﻿ / ﻿北緯31.8422278度 東経131.3447833度﻿ /31.8422278; 131.3447833","無人駅[1]","クツ","85人/日（降車客含まず）-2015年-","","","","","","","","",""
"日向市駅","日向市駅（ひゅうがしえき）","https://ja.wikipedia.org/wiki/日向市駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯32度25分32.53秒東経131度37分40.40秒","■日豊本線","276.7 km（小倉起点）","九州旅客鉄道（JR九州）","1921年（大正10年）10月11日[1]","高架駅[1]","1面2線[1]","宮崎県日向市上町1-19[1][2]北緯32度25分32.53秒東経131度37分40.40秒座標:北緯32度25分32.53秒 東経131度37分40.40秒","業務委託駅[2]みどりの窓口有[1]*1963年に富高駅から改称[1]。","ヒカ","1,330人/日（降車客含まず）-2019年-","","","","","","","","",""
"日向庄内駅","日向庄内駅（ひゅうがしょうないえき）","https://ja.wikipedia.org/wiki/日向庄内駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯31度45分43.95秒東経131度3分41.74秒","吉都線","57.5 km（吉松起点）","九州旅客鉄道（JR九州）","1952年（昭和27年）4月15日[1]","地上駅","1面1線","宮崎県都城市乙房町北緯31度45分43.95秒東経131度3分41.74秒","無人駅","シヨ","65人/日（降車客含まず）-2015年-","","","","","","","","",""
"日向新富駅","日向新富駅（ひゅうがしんとみえき）","https://ja.wikipedia.org/wiki/日向新富駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯32度4分19.82秒東経131度30分4.06秒","日豊本線","320.0 km（小倉起点）","九州旅客鉄道（JR九州）","1920年（大正9年）9月11日[1]","地上駅","1面2線[1]","宮崎県児湯郡新富町大字三納代[1]北緯32度4分19.82秒東経131度30分4.06秒","簡易委託駅[2]*1961年に三納代駅から改称[1]。","ヒミミロ（三納代駅時代）","287人/日（降車客含まず）-2015年-","","","","","","","","",""
"日向住吉駅","日向住吉駅（ひゅうがすみよしえき）","https://ja.wikipedia.org/wiki/日向住吉駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯31度59分25.82秒東経131度27分25.83秒","日豊本線","330.9 km（小倉起点）","九州旅客鉄道（JR九州）","1913年（大正2年）12月15日[1]","地上駅","1面2線[1]","宮崎県宮崎市大字島之内9671[1][2]北緯31度59分25.82秒東経131度27分25.83秒","業務委託駅*1935年に次郎ヶ別府駅から改称[1]。","ヒヨ","886人/日（降車客含まず）-2019年-","","","","","","","","",""
"日向長井駅","日向長井駅（ひゅうがながいえき）","https://ja.wikipedia.org/wiki/日向長井駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯32度39分51.23秒東経131度42分0.23秒","■日豊本線","246.7 km（小倉起点）","九州旅客鉄道（JR九州）","1922年（大正11年）10月29日[1]","地上駅","2面2線[1]","宮崎県延岡市北川町長井[1]北緯32度39分51.23秒東経131度42分0.23秒","無人駅[1]","ナイ","3人/日（降車客含まず）-2015年-","","","","","","","","",""
"日向前田駅","日向前田駅（ひゅうがまえだえき）","https://ja.wikipedia.org/wiki/日向前田駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯31度54分30.87秒東経131度2分25.52秒","吉都線","39.4 km（吉松起点）","九州旅客鉄道（JR九州）","1947年（昭和22年）3月1日[1]","地上駅","1面1線","宮崎県都城市高崎町前田678北緯31度54分30.87秒東経131度2分25.52秒","無人駅","エタ","11人/日（降車客含まず）-2015年-","","","","","","","","",""
"天橋立ビューランド","ビューランド駅","https://ja.wikipedia.org/wiki/天橋立ビューランド","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","","","","","","","","日本","","","","","","","","","京都府宮津市文珠437","http://www.viewland.jp/","天橋立総合事業株式会社","山本大八朗（代表取締役）"
"天橋立ビューランド","ビューランドゲート駅","https://ja.wikipedia.org/wiki/天橋立ビューランド","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","","","","","","","","日本","","","","","","","","","京都府宮津市文珠437","http://www.viewland.jp/","天橋立総合事業株式会社","山本大八朗（代表取締役）"
"表木山駅","表木山駅（ひょうきやまえき）","https://ja.wikipedia.org/wiki/表木山駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯31度47分47.31秒東経130度44分42.42秒","肥薩線","116.8 km（八代起点）","九州旅客鉄道（JR九州）","1920年（大正9年）10月11日[1]","地上駅","2面2線","鹿児島県霧島市隼人町嘉例川316北緯31度47分47.31秒東経130度44分42.42秒﻿ / ﻿北緯31.7964750度 東経130.7451167度﻿ /31.7964750; 130.7451167﻿ (表木山駅)","無人駅","ヒキ","0.7人/日（降車客含まず）-2016年-","","2人/日-2016年-","","","","","","",""
"兵庫駅","兵庫駅（ひょうごえき）","https://ja.wikipedia.org/wiki/兵庫駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度40分6.16秒東経135度40分52.8秒","A山陽本線（JR神戸線）","1.8km（神戸起点）大阪から34.9 km","西日本旅客鉄道（JR西日本）日本貨物鉄道（JR貨物）[* 1]","1888年（明治21年）11月1日[1]","高架駅[1]","2面4線（JR神戸線）[1]1面1線（和田岬線）[1]","神戸市兵庫区駅南通五丁目3-7[1]北緯34度40分6.16秒東経135度40分52.8秒﻿ / ﻿北緯34.6683778度 東経135.681333度﻿ /34.6683778; 135.681333座標:北緯34度40分6.16秒東経135度40分52.8秒﻿ / ﻿北緯34.6683778度 東経135.681333度﻿ /34.6683778; 135.681333","直営駅[1]みどりの窓口有神戸市内駅和田岬線ホームに中間改札有","ヘウ","22,333人/日（降車客含まず）-2019年-","JR-A64","","","","","","","",""
"瓢箪山駅 (愛知県)","瓢箪山駅 (愛知県)（ひょうたんやまえき・名鉄瀬戸線）","https://ja.wikipedia.org/wiki/瓢箪山駅_(愛知県)","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度11分50秒東経136度57分52秒","瀬戸線","7.6 km（栄町起点）","名古屋鉄道","1936年（昭和11年）6月3日**","地上駅","相対式 2面2線","名古屋市守山区長栄15-17北緯35度11分50秒東経136度57分52秒﻿ / ﻿北緯35.19722度 東経136.96444度﻿ /35.19722; 136.96444座標:北緯35度11分50秒東経136度57分52秒﻿ / ﻿北緯35.19722度 東経136.96444度﻿ /35.19722; 136.96444","2006年より無人化。*2005年瓢簞山駅から改称。**1944年から1946年まで休止。","","","ST  09 ","4,607人/日-2019年[1]-","","","","","","",""
"瓢箪山駅 (大阪府)","瓢箪山駅 (大阪府)（ひょうたんやまえき・近鉄奈良線）","https://ja.wikipedia.org/wiki/瓢箪山駅_(大阪府)","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度39分43.66秒東経135度38分23.12秒","A奈良線","7.0km（布施起点）大阪難波から13.1 km","近畿日本鉄道（近鉄）","1914年（大正3年）4月30日","地上駅（橋上駅）","2面2線","大阪府東大阪市昭和町4-1北緯34度39分43.66秒東経135度38分23.12秒﻿ / ﻿北緯34.6621278度 東経135.6397556度﻿ /34.6621278; 135.6397556﻿ (瓢簞山駅)座標:北緯34度39分43.66秒東経135度38分23.12秒﻿ / ﻿北緯34.6621278度 東経135.6397556度﻿ /34.6621278; 135.6397556﻿ (瓢簞山駅)","","ヒヨ",""," A13 ","21,783人/日-2018年-","","","","","","",""
"屏風浦駅","屏風浦駅（びょうぶがうらえき）","https://ja.wikipedia.org/wiki/屏風浦駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度23分40.5秒東経139度36分36.6秒","■本線","33.0 km（品川起点）","京浜急行電鉄","1930年（昭和5年）4月1日","高架駅","2面2線","横浜市磯子区森三丁目18-6北緯35度23分40.5秒東経139度36分36.6秒﻿ / ﻿北緯35.394583度 東経139.610167度﻿ /35.394583; 139.610167﻿ (屏風浦駅)座標:北緯35度23分40.5秒東経139度36分36.6秒﻿ / ﻿北緯35.394583度 東経139.610167度﻿ /35.394583; 139.610167﻿ (屏風浦駅)","屏風ヶ浦駅より改称","","","KK45","18,233人/日-2019年-","","","","","","",""
"日吉駅 (神奈川県)","日吉駅 (神奈川県)（ひよしえき・東急東横線・目黒線・横浜市営地下鉄グリーンライン）","https://ja.wikipedia.org/wiki/日吉駅_(神奈川県)","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","","","","東急電鉄（駅詳細）横浜市交通局（駅詳細）","","","","横浜市港北区日吉","","","","","","","","","","","",""
"日吉駅 (京都府)","日吉駅 (京都府)（ひよしえき・西日本旅客鉄道山陰本線）","https://ja.wikipedia.org/wiki/日吉駅_(京都府)","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度9分46.27秒東経135度30分11.52秒","E山陰本線","41.9 km（京都起点）","西日本旅客鉄道（JR西日本）","1910年（明治43年）8月25日","地上駅","1面2線","京都府南丹市日吉町保野田市野1-4北緯35度9分46.27秒東経135度30分11.52秒﻿ / ﻿北緯35.1628528度 東経135.5032000度﻿ /35.1628528; 135.5032000座標:北緯35度9分46.27秒東経135度30分11.52秒﻿ / ﻿北緯35.1628528度 東経135.5032000度﻿ /35.1628528; 135.5032000","簡易委託駅*1996年に殿田駅から改称[1]。","ヒヨ","293人/日（降車客含まず）-2016年-","","","","","","","","",""
"日吉町駅","日吉町駅（ひよしちょうえき）","https://ja.wikipedia.org/wiki/日吉町駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度58分37.97秒東経138度23分29.34秒","S静岡清水線","0.5 km（新静岡起点）","静岡鉄道","1908年（明治41年）12月9日","地上駅","相対式 2面2線","静岡市葵区鷹匠二丁目[1]北緯34度58分37.97秒東経138度23分29.34秒﻿ / ﻿北緯34.9772139度 東経138.3914833度﻿ /34.9772139; 138.3914833座標:北緯34度58分37.97秒東経138度23分29.34秒﻿ / ﻿北緯34.9772139度 東経138.3914833度﻿ /34.9772139; 138.3914833","","","725人/日（降車客含まず）-2018年-","S 02","1,479人/日-2018年-","","","","","","",""
"日吉本町駅","日吉本町駅（ひよしほんちょうえき）","https://ja.wikipedia.org/wiki/日吉本町駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度33分0秒東経139度38分1.2秒","■グリーンライン（4号線）","11.6 km（中山起点）","横浜市交通局（横浜市営地下鉄）","2008年（平成20年）3月30日","地下駅","1面2線","横浜市港北区日吉本町五丁目3番1号地[1]北緯35度33分0秒東経139度38分1.2秒﻿ / ﻿北緯35.55000度 東経139.633667度﻿ /35.55000; 139.633667﻿ (日吉本町駅)座標:北緯35度33分0秒東経139度38分1.2秒﻿ / ﻿北緯35.55000度 東経139.633667度﻿ /35.55000; 139.633667﻿ (日吉本町駅)","業務委託駅（横浜市交通局協力会）[2]","","8,557人/日（降車客含まず）-2019年-","G09","16,737人/日-2019年-","","","","","","",""
"鵯越駅","鵯越駅（ひよどりごええき）","https://ja.wikipedia.org/wiki/鵯越駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度41分33.50秒東経135度8分31.66秒","有馬線","3.6km（湊川起点）新開地から4.0 km","神戸電鉄","1928年（昭和3年）11月28日[1]","地上駅[1]","2面2線[1]","神戸市兵庫区里山町651-3[1]北緯34度41分33.50秒東経135度8分31.66秒﻿ / ﻿北緯34.6926389度 東経135.1421278度﻿ /34.6926389; 135.1421278座標:北緯34度41分33.50秒東経135度8分31.66秒﻿ / ﻿北緯34.6926389度 東経135.1421278度﻿ /34.6926389; 135.1421278","無人駅[1]","","495人/日（降車客含まず）-2019年-","○KB05","847[2]人/日-2019年-","","","","","","",""
"比良駅 (愛知県)","比良駅 (愛知県)（ひらえき・東海交通事業城北線）","https://ja.wikipedia.org/wiki/比良駅_(愛知県)","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度13分43.35秒東経136度54分10.17秒","城北線","4.5 km（勝川起点）","東海交通事業","1991年（平成3年）12月1日","高架駅","2面2線","名古屋市西区比良三丁目北緯35度13分43.35秒東経136度54分10.17秒﻿ / ﻿北緯35.2287083度 東経136.9028250度﻿ /35.2287083; 136.9028250﻿ (比良駅)座標:北緯35度13分43.35秒東経136度54分10.17秒﻿ / ﻿北緯35.2287083度 東経136.9028250度﻿ /35.2287083; 136.9028250﻿ (比良駅)","無人駅","","116人/日（降車客含まず）-2019年-","","","","","","","","",""
"比良駅 (滋賀県)","比良駅 (滋賀県)（ひらえき・西日本旅客鉄道湖西線）","https://ja.wikipedia.org/wiki/比良駅_(滋賀県)","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度13分12.17秒東経135度56分39.63秒","B湖西線","30.0km（山科起点）京都から35.5 km","西日本旅客鉄道（JR西日本）","1974年（昭和49年）7月20日","高架駅","1面2線","滋賀県大津市北比良居本281-5北緯35度13分12.17秒東経135度56分39.63秒﻿ / ﻿北緯35.2200472度 東経135.9443417度﻿ /35.2200472; 135.9443417座標:北緯35度13分12.17秒東経135度56分39.63秒﻿ / ﻿北緯35.2200472度 東経135.9443417度﻿ /35.2200472; 135.9443417","業務委託駅","ヒラ","1,544人/日（降車客含まず）-2019年-","JR-B20","","","","","","","",""
