"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","駅構造","開業年月日","ホーム","所在地","備考","電報略号","駅番号","乗車人員,-統計年度-","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","製造所","編成","電気方式","最高運転速度","車両定員"
"荒尾駅 (熊本県)","荒尾駅 (熊本県)（あらおえき・九州旅客鉄道鹿児島本線）","https://ja.wikipedia.org/wiki/荒尾駅_(熊本県)","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯32度59分39.4秒東経130度26分3.2秒","JB/■鹿児島本線","151.6 km（門司港起点）","九州旅客鉄道（JR九州）","地上駅","1912年（大正元年）11月1日[1]","2面4線[1]","熊本県荒尾市万田1471-1[1]北緯32度59分39.4秒東経130度26分3.2秒座標:北緯32度59分39.4秒 東経130度26分3.2秒","直営駅みどりの窓口有[1]*1943年（昭和18年）に万田駅から改称[1]。","ラオ","JB  28 ","1,023人/日（降車客含まず）-2019年-","","","","","","","",""
"荒河かしの木台駅","荒河かしの木台駅（あらがかしのきだいえき）","https://ja.wikipedia.org/wiki/荒河かしの木台駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度19分8.99秒東経135度6分20.13秒","宮福線","2.9 km（*福知山起点）","WILLER TRAINS（京都丹後鉄道）","地上駅","1988年（昭和63年）7月16日[1]","2面2線","京都府福知山市上荒河.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度19分8.99秒東経135度6分20.13秒﻿ / ﻿北緯35.3191639度 東経135.1055917度﻿ /35.3191639; 135.1055917﻿ (荒河かしの木台駅)座標:北緯35度19分8.99秒東経135度6分20.13秒﻿ / ﻿北緯35.3191639度 東経135.1055917度﻿ /35.3191639; 135.1055917﻿ (荒河かしの木台駅)","無人駅* 正式な起点は宮津駅","","F3","27人/日（降車客含まず）-2018年-","","","","","","","",""
"荒川一中前停留場","荒川一中前停留場（あらかわいっちゅうまえていりゅうじょう）","https://ja.wikipedia.org/wiki/荒川一中前停留場","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度44分1.4秒東経139度47分20秒","都電荒川線（東京さくらトラム）","0.3 km（三ノ輪橋起点）","東京都交通局","地上駅","2000年（平成12年）11月11日[2]","2面2線","東京都荒川区南千住一丁目.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度44分1.4秒東経139度47分20秒﻿ / ﻿北緯35.733722度 東経139.78889度﻿ /35.733722; 139.78889座標:北緯35度44分1.4秒東経139度47分20秒﻿ / ﻿北緯35.733722度 東経139.78889度﻿ /35.733722; 139.78889","","","SA02","","699[1]人/日-2019年-","","","","","","",""
"荒川沖駅","荒川沖駅（あらかわおきえき）","https://ja.wikipedia.org/wiki/荒川沖駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯36度1分50.75秒東経140度9分57.79秒","■常磐線","57.2 km（日暮里起点）","東日本旅客鉄道（JR東日本）日本貨物鉄道（JR貨物）","地上駅（橋上駅）","1896年（明治29年）12月25日","2面2線","茨城県土浦市荒川沖東二丁目1-6.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯36度1分50.75秒東経140度9分57.79秒﻿ / ﻿北緯36.0307639度 東経140.1660528度﻿ /36.0307639; 140.1660528座標:北緯36度1分50.75秒東経140度9分57.79秒﻿ / ﻿北緯36.0307639度 東経140.1660528度﻿ /36.0307639; 140.1660528","業務委託駅みどりの窓口有","アワ","","8,158人/日（降車客含まず）-2019年-","","","","","","","",""
"荒川区役所前停留場","荒川区役所前停留場（あらかわくやくしょまえていりゅうじょう）","https://ja.wikipedia.org/wiki/荒川区役所前停留場","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度44分5.9秒東経139度47分11秒","都電荒川線（東京さくらトラム）","0.6 km（三ノ輪橋起点）","東京都交通局","地上駅","1913年（大正2年）4月1日","2面2線","東京都荒川区荒川一丁目.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度44分5.9秒東経139度47分11秒﻿ / ﻿北緯35.734972度 東経139.78639度﻿ /35.734972; 139.78639座標:北緯35度44分5.9秒東経139度47分11秒﻿ / ﻿北緯35.734972度 東経139.78639度﻿ /35.734972; 139.78639","","","SA03","","1,689[1]人/日-2019年-","","","","","","",""
"荒川車庫前停留場","荒川車庫前停留場（あらかわしゃこまえていりゅうじょう）","https://ja.wikipedia.org/wiki/荒川車庫前停留場","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度45分3.1秒東経139度45分9.9秒","都電荒川線（東京さくらトラム）","4.6 km（三ノ輪橋起点）","東京都交通局","地上駅","1913年（大正2年）4月1日","3面2線","東京都荒川区西尾久七丁目・八丁目.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度45分3.1秒東経139度45分9.9秒﻿ / ﻿北緯35.750861度 東経139.752750度﻿ /35.750861; 139.752750座標:北緯35度45分3.1秒東経139度45分9.9秒﻿ / ﻿北緯35.750861度 東経139.752750度﻿ /35.750861; 139.752750","荒川電車営業所あり","","SA13","","3,350[1]人/日-2019年-","","","","","","",""
"荒川七丁目停留場","荒川七丁目停留場（あらかわななちょうめていりゅうじょう）","https://ja.wikipedia.org/wiki/荒川七丁目停留場","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度44分31秒東経139度47分3秒","都電荒川線（東京さくらトラム）","1.4 km（三ノ輪橋起点）","東京都交通局","地上駅","1913年（大正2年）4月1日","2面2線","東京都荒川区荒川七丁目.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度44分31秒東経139度47分3秒﻿ / ﻿北緯35.74194度 東経139.78417度﻿ /35.74194; 139.78417座標:北緯35度44分31秒東経139度47分3秒﻿ / ﻿北緯35.74194度 東経139.78417度﻿ /35.74194; 139.78417","","","SA05","","473[1]人/日-2019年-","","","","","","",""
"荒川二丁目停留場","荒川二丁目停留場（あらかわにちょうめていりゅうじょう）","https://ja.wikipedia.org/wiki/荒川二丁目停留場","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度44分18.9秒東経139度47分5秒","都電荒川線（東京さくらトラム）","1.0 km（三ノ輪橋起点）","東京都交通局","地上駅","1913年（大正2年）4月1日","2面2線","東京都荒川区荒川二丁目.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度44分18.9秒東経139度47分5秒﻿ / ﻿北緯35.738583度 東経139.78472度﻿ /35.738583; 139.78472座標:北緯35度44分18.9秒東経139度47分5秒﻿ / ﻿北緯35.738583度 東経139.78472度﻿ /35.738583; 139.78472","","","SA04","","845[1]人/日-2019年-","","","","","","",""
"荒川遊園地前停留場","荒川遊園地前停留場（あらかわゆうえんちまえていりゅうじょう）","https://ja.wikipedia.org/wiki/荒川遊園地前停留場","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度45分2.4秒東経139度45分27.8秒","都電荒川線（東京さくらトラム）","4.1 km（三ノ輪橋起点）","東京都交通局","地上駅","1913年（大正2年）4月1日","2面2線","東京都荒川区西尾久.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度45分2.4秒東経139度45分27.8秒﻿ / ﻿北緯35.750667度 東経139.757722度﻿ /35.750667; 139.757722座標:北緯35度45分2.4秒東経139度45分27.8秒﻿ / ﻿北緯35.750667度 東経139.757722度﻿ /35.750667; 139.757722","","","SA12","","2,207[1]人/日-2019年-","","","","","","",""
"新木駅","新木駅（あらきえき・東日本旅客鉄道成田線）","https://ja.wikipedia.org/wiki/新木駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度51分44.5秒東経140度6分25秒","■成田線（我孫子支線）","8.9 km（我孫子起点）","東日本旅客鉄道（JR東日本）","地上駅（橋上駅）","1958年（昭和33年）4月1日[1]","1面2線","千葉県我孫子市新木北緯35度51分44.5秒東経140度6分25秒座標:北緯35度51分44.5秒 東経140度6分25秒","業務委託駅","アラ","","2,871人/日（降車客含まず）-2019年-","","","","","","","",""
"荒木駅","荒木駅（あらきえき・九州旅客鉄道鹿児島本線）","https://ja.wikipedia.org/wiki/荒木駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯33度16分33.97秒東経130度30分8.98秒","JB鹿児島本線","118.8 km（門司港起点）","九州旅客鉄道（JR九州）","地上駅","1910年（明治43年）4月20日[1]","2面4線","福岡県久留米市荒木町白口1850[1]北緯33度16分33.97秒東経130度30分8.98秒座標:北緯33度16分33.97秒 東経130度30分8.98秒","業務委託駅[1]みどりの窓口有[1]","ラキ","JB  18 ","1,384人/日（降車客含まず）-2019年-","","","","","","","",""
"荒子駅","荒子駅（あらこえき）","https://ja.wikipedia.org/wiki/荒子駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度8分24秒東経136度51分42.3秒","西名古屋港線（あおなみ線）","4.3 km（名古屋起点）","名古屋臨海高速鉄道","高架駅（盛土上）","2004年（平成16年）10月6日","1面2線","名古屋市中川区吉良町138-2.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度8分24秒東経136度51分42.3秒﻿ / ﻿北緯35.14000度 東経136.861750度﻿ /35.14000; 136.861750座標:北緯35度8分24秒東経136度51分42.3秒﻿ / ﻿北緯35.14000度 東経136.861750度﻿ /35.14000; 136.861750","","","AN04","2,304人/日（降車客含まず）-2019年-","","","","","","","",""
"荒子川公園駅","荒子川公園駅（あらこがわこうえんえき）","https://ja.wikipedia.org/wiki/荒子川公園駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度6分16秒東経136度51分40.3秒","西名古屋港線（あおなみ線）","8.2 km（名古屋起点）","名古屋臨海高速鉄道","高架駅","2004年（平成16年）10月6日","2面2線","名古屋市港区寛政町五丁目39-1.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度6分16秒東経136度51分40.3秒﻿ / ﻿北緯35.10444度 東経136.861194度﻿ /35.10444; 136.861194座標:北緯35度6分16秒東経136度51分40.3秒﻿ / ﻿北緯35.10444度 東経136.861194度﻿ /35.10444; 136.861194","","","AN08","2,947人/日（降車客含まず）-2019年-","","","","","","","",""
"荒島駅","荒島駅（あらしまえき）","https://ja.wikipedia.org/wiki/荒島駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度25分53.9秒東経133度12分26.9秒","D山陰本線","336.6 km（京都起点）","西日本旅客鉄道（JR西日本）","地上駅","1908年（明治41年）11月8日","2面3線","島根県安来市荒島町1806.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度25分53.9秒東経133度12分26.9秒﻿ / ﻿北緯35.431639度 東経133.207472度﻿ /35.431639; 133.207472﻿ (荒島駅)","無人駅（自動券売機 有）","アラ","","404人/日（降車客含まず）-2018年-","","","","","","","",""
"嵐山駅 (阪急)","嵐山駅 (阪急)（あらしやまえき・阪急嵐山線）","https://ja.wikipedia.org/wiki/嵐山駅_(阪急)","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度0分36.98秒東経135度40分53.66秒","■嵐山線","4.1 km（桂起点）","阪急電鉄","地上駅","1928年（昭和3年）11月9日","3面2線","京都市西京区嵐山東一川町7番地[1].mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度0分36.98秒東経135度40分53.66秒﻿ / ﻿北緯35.0102722度 東経135.6815722度﻿ /35.0102722; 135.6815722座標:北緯35度0分36.98秒東経135度40分53.66秒﻿ / ﻿北緯35.0102722度 東経135.6815722度﻿ /35.0102722; 135.6815722","","","HK98","","11,019人/日-2019年-","京福嵐山線嵐山駅（徒歩15分）JR嵯峨嵐山駅（徒歩25分）嵯峨野観光鉄道トロッコ嵯峨駅（徒歩25分）","（通年平均）9,553人/日-2019年-","","","","",""
"嵐山駅 (京福電気鉄道)","嵐山駅 (京福電気鉄道)（あらしやまえき・京福電気鉄道嵐山本線）","https://ja.wikipedia.org/wiki/嵐山駅_(京福電気鉄道)","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度0分54.77秒東経135度40分39.7秒","■嵐山本線","7.2 km（四条大宮起点）","京福電気鉄道","地上駅","1910年（明治43年）3月25日","頭端式3面3線","京都市右京区嵯峨天龍寺造路町.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度0分54.77秒東経135度40分39.7秒﻿ / ﻿北緯35.0152139度 東経135.677694度﻿ /35.0152139; 135.677694座標:北緯35度0分54.77秒東経135度40分39.7秒﻿ / ﻿北緯35.0152139度 東経135.677694度﻿ /35.0152139; 135.677694","","","●A13","","3,393人/日-2019年-","","","","","","",""
"荒瀬駅","荒瀬駅（あらせえき）","https://ja.wikipedia.org/wiki/荒瀬駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯39度58分48.32秒東経140度24分8.92秒","■秋田内陸線","35.4 km（鷹巣起点）","秋田内陸縦貫鉄道","地上駅","1963年（昭和38年）10月15日","1面1線","秋田県北秋田市阿仁荒瀬字中野.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯39度58分48.32秒東経140度24分8.92秒﻿ / ﻿北緯39.9800889度 東経140.4024778度﻿ /39.9800889; 140.4024778座標:北緯39度58分48.32秒東経140度24分8.92秒﻿ / ﻿北緯39.9800889度 東経140.4024778度﻿ /39.9800889; 140.4024778","無人駅[1]","アセ","","","6人/日-2018年-","","","","","","",""
"新野駅 (徳島県)","新野駅 (徳島県)（あらたのえき・四国旅客鉄道牟岐線）","https://ja.wikipedia.org/wiki/新野駅_(徳島県)","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯33度50分48.46秒東経134度35分59.74秒","■牟岐線","36.2 km（徳島起点）","四国旅客鉄道（JR四国）","地上駅","1937年（昭和12年）6月27日","1面1線","徳島県阿南市新野町信里7.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯33度50分48.46秒東経134度35分59.74秒﻿ / ﻿北緯33.8467944度 東経134.5999278度﻿ /33.8467944; 134.5999278座標:北緯33度50分48.46秒東経134度35分59.74秒﻿ / ﻿北緯33.8467944度 東経134.5999278度﻿ /33.8467944; 134.5999278","無人駅","アラ","○M16","","380[1]人/日-2019年-","","","","","","",""
"荒田八幡停留場","荒田八幡停留場（あらたはちまんていりゅうじょう）","https://ja.wikipedia.org/wiki/荒田八幡停留場","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯31度34分24.98秒東経130度33分10.89秒","鹿児島市電谷山線（1系統）","0.6km（武之橋起点）鹿児島駅前から3.7 km","鹿児島市交通局","地上駅","1912年12月1日","2面2線","鹿児島県鹿児島市荒田一丁目.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯31度34分24.98秒東経130度33分10.89秒﻿ / ﻿北緯31.5736056度 東経130.5530250度﻿ /31.5736056; 130.5530250﻿ (荒田八幡停留場)","","","●I13","","1,343人/日-2015年-","","","","","","",""
"新瑞橋駅","新瑞橋駅（あらたまばしえき）","https://ja.wikipedia.org/wiki/新瑞橋駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度7分4秒東経136度56分12秒","名城線","11.8 km（大曽根起点）","名古屋市交通局（名古屋市営地下鉄）","地下駅","1974年（昭和49年）3月30日[2]","各1面2線（計2面4線）","名古屋市瑞穂区洲山町二丁目23.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度7分4秒東経136度56分12秒﻿ / ﻿北緯35.11778度 東経136.93667度﻿ /35.11778; 136.93667座標:北緯35度7分4秒東経136度56分12秒﻿ / ﻿北緯35.11778度 東経136.93667度﻿ /35.11778; 136.93667","交通エコポン設置駅","","M23","13,439人/日（降車客含まず）-2019年-","27,618[1]人/日-2019年-","","","","","","",""
"荒砥駅","荒砥駅（あらとえき）","https://ja.wikipedia.org/wiki/荒砥駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯38度11分16.17秒東経140度5分50.98秒","フラワー長井線","30.5 km（赤湯起点）","山形鉄道","地上駅","1923年（大正12年）4月22日","1面1線","山形県西置賜郡白鷹町大字荒砥甲.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯38度11分16.17秒東経140度5分50.98秒﻿ / ﻿北緯38.1878250度 東経140.0974944度﻿ /38.1878250; 140.0974944座標:北緯38度11分16.17秒東経140度5分50.98秒﻿ / ﻿北緯38.1878250度 東経140.0974944度﻿ /38.1878250; 140.0974944","駅構内に車両基地を設置","ラト","","157人/日（降車客含まず）-2017年-","","","","","","","",""
"荒畑駅","荒畑駅（あらはたえき）","https://ja.wikipedia.org/wiki/荒畑駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度8分59秒東経136度55分32秒","鶴舞線","11.0 km（上小田井起点）","名古屋市交通局（名古屋市営地下鉄）","地下駅","1977年（昭和52年）3月18日[2]","2面2線","名古屋市昭和区鶴舞四丁目17-22.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度8分59秒東経136度55分32秒﻿ / ﻿北緯35.14972度 東経136.92556度﻿ /35.14972; 136.92556座標:北緯35度8分59秒東経136度55分32秒﻿ / ﻿北緯35.14972度 東経136.92556度﻿ /35.14972; 136.92556","","","T11","4,498人/日（降車客含まず）-2019年-","8,940[1]人/日-2019年-","","","","","","",""
"荒浜駅","荒浜駅（あらはまえき）","https://ja.wikipedia.org/wiki/荒浜駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯37度24分16.92秒東経138度36分6.45秒","■越後線","6.6 km（柏崎起点）","東日本旅客鉄道（JR東日本）","地上駅","1915年（大正4年）6月15日[1][2]","1面1線[1]","新潟県刈羽郡刈羽村大字正明寺[1]北緯37度24分16.92秒東経138度36分6.45秒座標:北緯37度24分16.92秒 東経138度36分6.45秒","無人駅[1]* 開業半月後に新荒浜駅から改称[3]。","アマ","","","","","","","","","",""
"荒町停留場","荒町停留場（あらまちていりゅうじょう）","https://ja.wikipedia.org/wiki/荒町停留場","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯36度41分29.48秒東経137度12分57秒","富山軌道線（本線）","2.5 km（南富山駅前起点）","富山地方鉄道","地上駅","1913年（大正2年）9月1日","相対式2面2線","富山県富山市荒町.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯36度41分29.48秒東経137度12分57秒﻿ / ﻿北緯36.6915222度 東経137.21583度﻿ /36.6915222; 137.21583﻿ (荒町停留場)","","","C10","","471[1]人/日-2019年-","","","","","","",""
"荒本駅","荒本駅（あらもとえき）","https://ja.wikipedia.org/wiki/荒本駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度40分43.06秒東経135度36分17.69秒","Cけいはんな線","1.2km（長田起点）コスモスクエアから19.1 km","近畿日本鉄道（近鉄）","地下駅","1986年（昭和61年）10月1日","1面2線","大阪府東大阪市荒本北二丁目8-10.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯34度40分43.06秒東経135度36分17.69秒﻿ / ﻿北緯34.6786278度 東経135.6049139度﻿ /34.6786278; 135.6049139﻿ (荒本駅)座標:北緯34度40分43.06秒東経135度36分17.69秒﻿ / ﻿北緯34.6786278度 東経135.6049139度﻿ /34.6786278; 135.6049139﻿ (荒本駅)","","アラモ"," C24 ","","16,277人/日-2018年-","","","","","","",""
"新屋駅 (秋田県)","新屋駅 (秋田県)（あらやえき・東日本旅客鉄道羽越本線）","https://ja.wikipedia.org/wiki/新屋駅_(秋田県)","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯39度40分37.47秒東経140度5分14.46秒","■羽越本線","265.7 km（新津起点）","東日本旅客鉄道（JR東日本）","地上駅","1920年（大正9年）2月22日","1面2線","秋田県秋田市新屋扇町9-33北緯39度40分37.47秒東経140度5分14.46秒座標:北緯39度40分37.47秒 東経140度5分14.46秒","業務委託駅みどりの窓口有","アラ","","942人/日（降車客含まず）-2019年-","","","","","","","",""
"新屋駅 (群馬県)","新屋駅 (群馬県)（あらやえき・上毛電気鉄道上毛線）","https://ja.wikipedia.org/wiki/新屋駅_(群馬県)","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯36度24分49.7秒東経139度11分47.2秒","■上毛線","12.0 km（中央前橋起点）","上毛電気鉄道","地上駅","1928年（昭和3年）11月10日","1面1線","群馬県前橋市粕川町新屋233-2.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯36度24分49.7秒東経139度11分47.2秒﻿ / ﻿北緯36.413806度 東経139.196444度﻿ /36.413806; 139.196444﻿ (新屋駅)座標:北緯36度24分49.7秒東経139度11分47.2秒﻿ / ﻿北緯36.413806度 東経139.196444度﻿ /36.413806; 139.196444﻿ (新屋駅)","","","","","180人/日-2018年-","","","","","","",""
"荒屋新町駅","荒屋新町駅（あらやしんまちえき）","https://ja.wikipedia.org/wiki/荒屋新町駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯40度5分52.1秒東経141度2分56.9秒","■花輪線","37.6 km（好摩起点）","東日本旅客鉄道（JR東日本）","地上駅","1927年（昭和2年）10月30日","2面3線","岩手県八幡平市荒屋新町182-5北緯40度5分52.1秒東経141度2分56.9秒座標:北緯40度5分52.1秒 東経141度2分56.9秒","業務委託駅[1]みどりの窓口有","アシ","","46人/日（降車客含まず）-2019年-","","","","","","","",""
"荒谷前駅","荒谷前駅（あらやまええき）","https://ja.wikipedia.org/wiki/荒谷前駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯39度18分35.51秒東経141度25分41.82秒","■釜石線","36.4 km（花巻起点）","東日本旅客鉄道（JR東日本）","地上駅","1924年（大正13年）12月16日[1]","1面1線","岩手県遠野市宮守町上鱒沢北緯39度18分35.51秒東経141度25分41.82秒座標:北緯39度18分35.51秒 東経141度25分41.82秒","無人駅","ラヤ","","","","","","","","","",""
