"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","開業年月日","駅構造","ホーム","所在地","備考","電報略号","駅番号","乗車人員,-統計年度-","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","乗車人員,-統計年次-","種類","本社所在地","設立","業種"
"祇園新橋北駅","祇園新橋北駅（ぎおんしんばしきたえき）","https://ja.wikipedia.org/wiki/祇園新橋北駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯34度26分6.58秒東経132度28分14.84秒","広島新交通1号線","5.0 km（本通起点）","広島高速交通","1994年（平成6年）8月20日[1]","高架駅","1面2線","広島市安佐南区西原四丁目43-28北緯34度26分6.58秒東経132度28分14.84秒﻿ / ﻿北緯34.4351611度 東経132.4707889度﻿ /34.4351611; 132.4707889﻿ (祇園新橋北駅)座標:北緯34度26分6.58秒東経132度28分14.84秒﻿ / ﻿北緯34.4351611度 東経132.4707889度﻿ /34.4351611; 132.4707889﻿ (祇園新橋北駅)","業務委託駅","","","2,041人/日（降車客含まず）-2018年-","3,951人/日-2018年-","","","","","","",""
"祇園橋停留場","祇園橋停留場（ぎおんばしていりゅうじょう）","https://ja.wikipedia.org/wiki/祇園橋停留場","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯32度47分33.78秒東経130度41分40.16秒","幹線（■A系統）","0.5km（熊本駅前起点）田崎橋から1.0 km","熊本市交通局","1924年（大正13年）8月1日","地上駅","2面2線","熊本市中央区細工町五丁目北緯32度47分33.78秒東経130度41分40.16秒﻿ / ﻿北緯32.7927167度 東経130.6944889度﻿ /32.7927167; 130.6944889座標:北緯32度47分33.78秒東経130度41分40.16秒﻿ / ﻿北緯32.7927167度 東経130.6944889度﻿ /32.7927167; 130.6944889","","","□4　","","526[1]人/日-2015年-","","","","","","",""
"気賀駅","気賀駅（きがえき）","https://ja.wikipedia.org/wiki/気賀駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯34度48分26秒東経137度39分07秒","天竜浜名湖線","44.8 km（掛川起点）","天竜浜名湖鉄道","1938年（昭和13年）4月1日*","地上駅","1面1線","浜松市北区細江町気賀429-1北緯34度48分26秒東経137度39分07秒﻿ / ﻿北緯34.80722度 東経137.65194度﻿ /34.80722; 137.65194座標:北緯34度48分26秒東経137度39分07秒﻿ / ﻿北緯34.80722度 東経137.65194度﻿ /34.80722; 137.65194","*1987年までは国鉄二俣線。","キカ","","73人/日（降車客含まず）-2018年-","","","","","","","",""
"木岐駅","木岐駅（ききえき）","https://ja.wikipedia.org/wiki/木岐駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯33度46分0.16秒東経134度34分10.72秒","■牟岐線","47.2 km（徳島起点）","四国旅客鉄道（JR四国）","1939年（昭和14年）12月14日","地上駅","1面1線","徳島県海部郡美波町木岐北緯33度46分0.16秒東経134度34分10.72秒﻿ / ﻿北緯33.7667111度 東経134.5696444度﻿ /33.7667111; 134.5696444座標:北緯33度46分0.16秒東経134度34分10.72秒﻿ / ﻿北緯33.7667111度 東経134.5696444度﻿ /33.7667111; 134.5696444","無人駅","キキ","○M19","","40[1]人/日-2019年-","","","","","","",""
"喜々津駅","喜々津駅（ききつえき）","https://ja.wikipedia.org/wiki/喜々津駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯32度49分58秒東経129度59分11秒","■長崎本線","106.9 km（鳥栖起点）","九州旅客鉄道（JR九州）","1898年（明治31年）11月27日","地上駅","2面3線","長崎県諫早市多良見町化屋755北緯32度49分58秒東経129度59分11秒﻿ / ﻿北緯32.83278度 東経129.98639度﻿ /32.83278; 129.98639﻿ (喜々津駅)","業務委託駅みどりの窓口有","キキ","","1,780人/日（降車客含まず）-2019年-","","","","","","","",""
"桔梗駅","桔梗駅（ききょうえき）","https://ja.wikipedia.org/wiki/桔梗駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯41度50分48.25秒東経140度43分22.96秒","■函館本線","8.3 km（函館起点）","北海道旅客鉄道（JR北海道）","1902年（明治35年）12月10日","地上駅","2面2線","北海道函館市桔梗3丁目41-36北緯41度50分48.25秒東経140度43分22.96秒","業務委託駅みどりの窓口有","キケ","○H73","296人/日（降車客含まず）-2018年-","","","","","","","",""
"桔梗が丘駅","桔梗が丘駅（ききょうがおかえき）","https://ja.wikipedia.org/wiki/桔梗が丘駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯34度38分28.84秒東経136度6分45.53秒","D大阪線","70.0 km（大阪上本町起点）","近畿日本鉄道（近鉄）","1964年（昭和39年）10月1日[2]","地上駅（橋上駅）[1]","2面2線","三重県名張市桔梗が丘一番町1街区1北緯34度38分28.84秒東経136度6分45.53秒﻿ / ﻿北緯34.6413444度 東経136.1126472度﻿ /34.6413444; 136.1126472座標:北緯34度38分28.84秒東経136度6分45.53秒﻿ / ﻿北緯34.6413444度 東経136.1126472度﻿ /34.6413444; 136.1126472","","キキヨ"," D50 ","2,813人/日（降車客含まず）-2019年-","","","","","","","",""
"企救丘駅","企救丘駅（きくがおかえき）","https://ja.wikipedia.org/wiki/企救丘駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯33度49分10.7秒東経130度52分39.6秒","■小倉線","8.8 km（小倉起点）","北九州高速鉄道（モノレール）","1985年（昭和60年）1月9日[1]","高架駅","2面2線","北九州市小倉南区企救丘二丁目北緯33度49分10.7秒東経130度52分39.6秒","2番線ホームは未使用","","13","2,026人/日（降車客含まず）-2019年-","4,006人/日-2019年-","九州旅客鉄道（JR九州）志井公園駅","","","","","",""
"菊川駅 (東京都)","菊川駅 (東京都)（きくかわえき・都営地下鉄新宿線）","https://ja.wikipedia.org/wiki/菊川駅_(東京都)","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯35度41分18.2秒東経139度48分21.7秒","●[1]新宿線","10.3 km（新宿起点）","東京都交通局（都営地下鉄）","1978年（昭和53年）12月21日","地下駅","1面2線","東京都墨田区菊川三丁目16-2北緯35度41分18.2秒東経139度48分21.7秒﻿ / ﻿北緯35.688389度 東経139.806028度﻿ /35.688389; 139.806028座標:北緯35度41分18.2秒東経139度48分21.7秒﻿ / ﻿北緯35.688389度 東経139.806028度﻿ /35.688389; 139.806028","","菊（駅名略称）","S12[1]","","25,887人/日-2019年-","","","","","","",""
"菊川駅 (静岡県)","菊川駅 (静岡県)（きくがわえき・東海旅客鉄道東海道本線）","https://ja.wikipedia.org/wiki/菊川駅_(静岡県)","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯34度45分41.42秒東経138度5分7.17秒","CA東海道本線（静岡地区）","222.2 km（東京起点）","東海旅客鉄道（JR東海）","1889年（明治22年）4月16日","地上駅","2面3線","静岡県菊川市堀之内547-9北緯34度45分41.42秒東経138度5分7.17秒﻿ / ﻿北緯34.7615056度 東経138.0853250度﻿ /34.7615056; 138.0853250座標:北緯34度45分41.42秒東経138度5分7.17秒﻿ / ﻿北緯34.7615056度 東経138.0853250度﻿ /34.7615056; 138.0853250","駅員配置駅JR全線きっぷうりば有*1956年に堀ノ内駅から改称。","キクホノ（改称前）","CA  26 ","4,083人/日（降車客含まず）-2019年-","","","","","","","",""
"菊水駅","菊水駅（きくすいえき）","https://ja.wikipedia.org/wiki/菊水駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯43度3分25.96秒東経141度22分22.19秒","札幌市営地下鉄東西線","10.4 km（宮の沢起点）","札幌市交通局","1976年（昭和51年）6月10日","地下駅","2面2線","札幌市白石区菊水2条2丁目北緯43度3分25.96秒東経141度22分22.19秒﻿ / ﻿北緯43.0572111度 東経141.3728306度﻿ /43.0572111; 141.3728306﻿ (菊水駅)座標:北緯43度3分25.96秒東経141度22分22.19秒﻿ / ﻿北緯43.0572111度 東経141.3728306度﻿ /43.0572111; 141.3728306﻿ (菊水駅)","","","○T11","11,063人/日（降車客含まず）-2019年-","","","","","","","",""
"喜久田駅","喜久田駅（きくたえき）","https://ja.wikipedia.org/wiki/喜久田駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯37度27分6.12秒東経140度20分31.02秒","■磐越西線[1]","7.9 km（郡山起点）","東日本旅客鉄道（JR東日本）","1898年（明治31年）7月26日[1]","地上駅","2面2線[2]","福島県郡山市喜久田町堀之内字椚内[1]北緯37度27分6.12秒東経140度20分31.02秒﻿ / ﻿北緯37.4517000度 東経140.3419500度﻿ /37.4517000; 140.3419500座標:北緯37度27分6.12秒東経140度20分31.02秒﻿ / ﻿北緯37.4517000度 東経140.3419500度﻿ /37.4517000; 140.3419500","無人駅[2]（自動券売機 有）*1915年に堀ノ内駅から改称[2]。","キク","","279人/日（降車客含まず）-2004年-","","","","","","","",""
"菊名駅","菊名駅（きくなえき）","https://ja.wikipedia.org/wiki/菊名駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","","","","東急電鉄（駅詳細）東日本旅客鉄道（JR東日本・駅詳細）","","","","横浜市港北区菊名七丁目","","","","","","","","","","","",""
"菊間駅","菊間駅（きくまえき）","https://ja.wikipedia.org/wiki/菊間駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯34度2分0.32秒東経132度50分27.15秒","■予讃線","165.9 km（高松起点）","四国旅客鉄道（JR四国）","1925年（大正14年）6月21日","地上駅","2面2線","愛媛県今治市菊間町浜北緯34度2分0.32秒東経132度50分27.15秒﻿ / ﻿北緯34.0334222度 東経132.8408750度﻿ /34.0334222; 132.8408750座標:北緯34度2分0.32秒東経132度50分27.15秒﻿ / ﻿北緯34.0334222度 東経132.8408750度﻿ /34.0334222; 132.8408750","無人駅","キク","○Y45","","416[1]人/日-2019年-","","","","","","",""
"木古内駅","木古内駅（きこないえき）","https://ja.wikipedia.org/wiki/木古内駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","","","","北海道旅客鉄道（JR北海道・駅詳細）道南いさりび鉄道（駅詳細）","","","","北海道（渡島総合振興局）上磯郡木古内町","","","","","","","","","","","",""
"吉舎駅","吉舎駅（きさえき）","https://ja.wikipedia.org/wiki/吉舎駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯34度43分39.46秒東経132度59分26.78秒","Z福塩線","67.3 km（福山起点）","西日本旅客鉄道（JR西日本）","1933年（昭和8年）11月15日","地上駅","2面2線","広島県三次市吉舎町三玉677-3北緯34度43分39.46秒東経132度59分26.78秒﻿ / ﻿北緯34.7276278度 東経132.9907722度﻿ /34.7276278; 132.9907722﻿ (吉舎駅)","無人駅","キサ","","139人/日（降車客含まず）-2018年-","","","","","","","",""
"私市駅","私市駅（きさいちえき）","https://ja.wikipedia.org/wiki/私市駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯34度46分2.10秒東経135度41分11.38秒","■交野線","6.9 km（枚方市起点）","京阪電気鉄道","1929年（昭和4年）7月10日","地上駅","2面2線","大阪府交野市私市山手三丁目6番32号北緯34度46分2.10秒東経135度41分11.38秒﻿ / ﻿北緯34.7672500度 東経135.6864944度﻿ /34.7672500; 135.6864944﻿ (私市駅)","無人駅（自動券売機有）","私（駅名略称方式）","KH  67","1,622人/日（降車客含まず）-2019年-","3,121人/日-2019年-","","","","","","",""
"象潟駅","象潟駅（きさかたえき）","https://ja.wikipedia.org/wiki/象潟駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯39度12分25.8秒東経139度54分7.4秒","■羽越本線","203.4 km（新津起点）","東日本旅客鉄道（JR東日本）","1921年（大正10年）11月15日[1]","地上駅","2面3線","秋田県にかほ市象潟町字家の後23北緯39度12分25.8秒東経139度54分7.4秒﻿ / ﻿北緯39.207167度 東経139.902056度﻿ /39.207167; 139.902056座標:北緯39度12分25.8秒東経139度54分7.4秒﻿ / ﻿北緯39.207167度 東経139.902056度﻿ /39.207167; 139.902056","業務委託駅","キサ","","198人/日（降車客含まず）-2019年-","","","","","","","",""
"木崎駅","木崎駅（きざきえき）","https://ja.wikipedia.org/wiki/木崎駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯36度16分16.05秒東経139度18分44.96秒","■伊勢崎線","101.2 km（浅草起点）","東武鉄道","1910年（明治43年）3月27日[3]","地上駅","2面2線[2]","群馬県太田市新田木崎町45[1]北緯36度16分16.05秒東経139度18分44.96秒﻿ / ﻿北緯36.2711250度 東経139.3124889度﻿ /36.2711250; 139.3124889﻿ (木崎駅)座標:北緯36度16分16.05秒東経139度18分44.96秒﻿ / ﻿北緯36.2711250度 東経139.3124889度﻿ /36.2711250; 139.3124889﻿ (木崎駅)","","キサ","TI20","","2,470人/日-2019年-","","","","","","",""
"木更津駅","木更津駅（きさらづえき）","https://ja.wikipedia.org/wiki/木更津駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯35度22分53.8秒東経139度55分34.4秒","■内房線","31.3 km（蘇我起点）千葉から35.1 km","東日本旅客鉄道（JR東日本）","1912年（大正元年）8月21日[1]","地上駅（橋上駅）","2面4線","千葉県木更津市富士見一丁目1-1北緯35度22分53.8秒東経139度55分34.4秒座標:北緯35度22分53.8秒 東経139度55分34.4秒","直営駅（管理駅）みどりの窓口有","キサ","","13,529人/日（降車客含まず）-2019年-","","","","","","","",""
"喜志駅","喜志駅（きしえき・近鉄長野線）","https://ja.wikipedia.org/wiki/喜志駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯34度31分22.2秒東経135度36分25.9秒","O長野線","3.4km（古市起点）大阪阿部野橋から21.7 km","近畿日本鉄道（近鉄）","1898年（明治31年）4月14日","地上駅","2面2線**","大阪府富田林市喜志町三丁目4-32北緯34度31分22.2秒東経135度36分25.9秒﻿ / ﻿北緯34.522833度 東経135.607194度﻿ /34.522833; 135.607194座標:北緯34度31分22.2秒東経135度36分25.9秒﻿ / ﻿北緯34.522833度 東経135.607194度﻿ /34.522833; 135.607194","","キシ"," O17 ","","（特定日）17,226人/日-2018年-","","","","","","",""
"貴志駅","貴志駅（きしえき・和歌山電鐵貴志川線）","https://ja.wikipedia.org/wiki/貴志駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯34度12分33.87秒東経135度18分43.11秒","貴志川線","14.3 km（和歌山起点）","和歌山電鐵","1933年（昭和8年）8月18日","地上駅","1面1線","和歌山県紀の川市貴志川町神戸803番地北緯34度12分33.87秒東経135度18分43.11秒﻿ / ﻿北緯34.2094083度 東経135.3119750度﻿ /34.2094083; 135.3119750座標:北緯34度12分33.87秒東経135度18分43.11秒﻿ / ﻿北緯34.2094083度 東経135.3119750度﻿ /34.2094083; 135.3119750","無人駅（「猫の駅長・助役」配置）","キシ","○14","","1,276人/日-2019年-","","","","","","",""
"岸根公園駅","岸根公園駅（きしねこうえんえき）","https://ja.wikipedia.org/wiki/岸根公園駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯35度29分45.8秒東経139度37分1.1秒","■ブルーライン（3号線）","8.2km（関内*起点）湘南台から27.9 km","横浜市交通局（横浜市営地下鉄）","1985年（昭和60年）3月14日","地下駅","2面2線","横浜市港北区篠原町1123番地[1]北緯35度29分45.8秒東経139度37分1.1秒﻿ / ﻿北緯35.496056度 東経139.616972度﻿ /35.496056; 139.616972﻿ (岸根公園駅)座標:北緯35度29分45.8秒東経139度37分1.1秒﻿ / ﻿北緯35.496056度 東経139.616972度﻿ /35.496056; 139.616972﻿ (岸根公園駅)","業務委託駅（横浜市交通局協力会）[2]","","●B24","5,935人/日（降車客含まず）-2019年-","11,884人/日-2019年-","","","","","","",""
"岸里駅","岸里駅（きしのさとえき）","https://ja.wikipedia.org/wiki/岸里駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯34度38分3.73秒東経135度29分37.89秒","●四つ橋線","7.7 km（西梅田起点）","大阪市高速電気軌道(Osaka Metro)","1956年（昭和31年）6月1日","地下駅","2面2線","大阪市西成区岸里一丁目5-15北緯34度38分3.73秒東経135度29分37.89秒﻿ / ﻿北緯34.6343694度 東経135.4938583度﻿ /34.6343694; 135.4938583﻿ (岸里駅)","",""," Y18 ","7,496人/日（降車客含まず）-2020年-","14,492人/日-2020年-","","","","","","",""
"岸里玉出駅","岸里玉出駅（きしのさとたまでえき）","https://ja.wikipedia.org/wiki/岸里玉出駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯34度37分45.1秒東経135度29分40.7秒","■南海本線","3.9 km（難波起点）","南海電気鉄道","1993年（平成5年）4月18日[1]","高架駅[1]","4面5線","大阪市西成区玉出東一丁目1番17号北緯34度37分45.1秒東経135度29分40.7秒﻿ / ﻿北緯34.629194度 東経135.494639度﻿ /34.629194; 135.494639﻿ (岸里玉出駅*)座標:北緯34度37分45.1秒東経135度29分40.7秒﻿ / ﻿北緯34.629194度 東経135.494639度﻿ /34.629194; 135.494639﻿ (岸里玉出駅*)","","キシタマ","NK 06","","7,226人/日-2019年-","阪堺電軌阪堺線（東玉出停留場）","","","","","",""
"岸辺駅","岸辺駅（きしべえき）","https://ja.wikipedia.org/wiki/岸辺駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯34度46分36.53秒東経135度32分29.84秒","A東海道本線（JR京都線）","546.4km（東京起点）京都から32.8 km","西日本旅客鉄道（JR西日本）","1947年（昭和22年）4月11日[1]","地上駅（橋上駅）","2面4線（乗降は2面2線のみ）","大阪府吹田市岸部南一丁目16-1北緯34度46分36.53秒東経135度32分29.84秒﻿ / ﻿北緯34.7768139度 東経135.5416222度﻿ /34.7768139; 135.5416222座標:北緯34度46分36.53秒東経135度32分29.84秒﻿ / ﻿北緯34.7768139度 東経135.5416222度﻿ /34.7768139; 135.5416222","直営駅みどりの窓口有","キヘ","JR-A43","18,926人/日（降車客含まず）-2019年-","","","","","","","",""
"鬼子母神前停留場","鬼子母神前停留場（きしぼじんまえていりゅうじょう）","https://ja.wikipedia.org/wiki/鬼子母神前停留場","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯35度43分13.2秒東経139度42分54秒","都電荒川線（東京さくらトラム）","10.7 km（三ノ輪橋起点）","東京都交通局","1914年（大正3年）12月25日","地上駅","2面2線","東京都豊島区雑司が谷二丁目北緯35度43分13.2秒東経139度42分54秒﻿ / ﻿北緯35.720333度 東経139.71500度﻿ /35.720333; 139.71500座標:北緯35度43分13.2秒東経139度42分54秒﻿ / ﻿北緯35.720333度 東経139.71500度﻿ /35.720333; 139.71500","","","SA27","","2,564[1]人/日-2019年-","雑司が谷駅（東京メトロ副都心線）","","","","","",""
"岸本駅","岸本駅（きしもとえき）","https://ja.wikipedia.org/wiki/岸本駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","","V伯備線","132.3km（倉敷起点）岡山から148.2 km","西日本旅客鉄道（JR西日本）","1919年（大正8年）8月10日","地上駅","1面2線","","無人駅","キシ","","","210人/日-2018年-","","","","","","",""
"騎射場停留場","騎射場停留場（きしゃばていりゅうじょう）","https://ja.wikipedia.org/wiki/騎射場停留場","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯31度34分10.47秒東経130度33分7.30秒","鹿児島市電谷山線（1系統）","1.0km（武之橋起点）鹿児島駅前から4.1 km","鹿児島市交通局","1912年12月1日","地上駅","2面2線","鹿児島県鹿児島市荒田二丁目北緯31度34分10.47秒東経130度33分7.30秒﻿ / ﻿北緯31.5695750度 東経130.5520278度﻿ /31.5695750; 130.5520278﻿ (騎射場停留場)","","","●I14","","1,825人/日-2015年-","","","","","","",""
