"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","標高","位置","山系","種類","初登頂","インペリアル,換算","Hidden","Hidden","Hidden","Hidden","Hidden","Hidden","Hidden","Hidden","Hidden","Hidden","Hidden","Hidden"
"楊柳山","[89ようりゅうざん楊柳山和歌山県1,008.6地理院地図Googleマップ北緯34度14分08秒東経135度36分24秒﻿ / ﻿北緯34.235435度 東経135.606753度﻿ /34.235435; 135.606753﻿ (楊柳山)高野三山] 地名としての「高野山」とは、八葉の峰（今来峰・宝珠峰・鉢伏山・弁天岳・姑射山・転軸山・楊柳山・摩尼山）と呼ばれる峰々に囲まれた 盆地 状の平地の地域を指す（行政上の字名としての「高野山」もおおよそこれと同じ地域である）。8つの峰々に囲まれているその地形は「 蓮 の花が開いたような」と形容されており、 仏教 の聖地としては 両界曼荼羅 のうちの 胎蔵曼荼羅 の「中台八葉院」に擬せられている  。転軸山・楊柳山・摩尼山の三山を 高野三山 という。なお、 高野山 という名称の単独の峰はない。","https://ja.wikipedia.org/wiki/楊柳山","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","","","","","","","","1","","","","","","","","","","","",""
"護摩壇山","[90ごまだんざん護摩壇山奈良県和歌山県1,372地理院地図Googleマップ北緯34度03分26秒東経135度34分02秒﻿ / ﻿北緯34.057358度 東経135.567092度﻿ /34.057358; 135.567092﻿ (護摩壇山)日本三百名山奈良百遊山近畿百名山和歌山県最高峰は護摩壇山東方の龍神岳] 護摩壇山 （ごまだんざん、ごまだんやま）は、 和歌山県 田辺市 と 奈良県 吉野郡 十津川村 との県境にある 山 である。 標高 は1,372 m 。 紀伊山地 に属する。","https://ja.wikipedia.org/wiki/護摩壇山","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","北緯34度03分27秒東経135度34分01秒","日本和歌山県田辺市龍神村奈良県吉野郡十津川村","1,372m","北緯34度03分27秒東経135度34分01秒﻿ / ﻿北緯34.05750度 東経135.56694度﻿ /34.05750; 135.56694座標:北緯34度03分27秒東経135度34分01秒﻿ / ﻿北緯34.05750度 東経135.56694度﻿ /34.05750; 135.56694","護摩壇山山系","","","","","","","","","","","","","","",""
"伯母子岳","[91おばこだけ伯母子岳奈良県1,344地理院地図Googleマップ北緯34度04分39秒東経135度39分03秒﻿ / ﻿北緯34.077414度 東経135.650747度﻿ /34.077414; 135.650747﻿ (伯母子岳)日本二百名山奈良百遊山近畿百名山] 伯母子岳 （おばこだけ）は、 紀伊山地 西部に属する奥高野の 山 である。 日本二百名山 の一つに数えられる。","https://ja.wikipedia.org/wiki/伯母子岳","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","北緯34度04分39秒東経135度39分03秒","奈良県野迫川村・十津川村","1,344m","北緯34度04分39秒東経135度39分03秒﻿ / ﻿北緯34.07750度 東経135.65083度﻿ /34.07750; 135.65083","紀伊山地","","","","","","","","","","","","","","",""
"生石高原","[92画 像 募 集 中おいしがみね生石ヶ峰和歌山県870.1地理院地図Googleマップ北緯34度06分18秒東経135度20分03秒﻿ / ﻿北緯34.105074度 東経135.334158度﻿ /34.105074; 135.334158﻿ (生石ヶ峰)近畿百名山一等三角点] 生石ヶ峰 （おいしがみね）は、 和歌山県 有田郡 有田川町 と、同 海草郡 紀美野町 の 町境 にある標高870,0mの 山 であり    、 一等三角点 （点名：生石ヶ峰）が設置  されている。一部では、山国和歌山県のなかでも有数の名山であるとも評されている  。山名の由来は、有田川町側山腹の高さ50mで、生石神社祭神でもある大岩を大石と表記していたものが転じて生石と書くことになったのに由来するとされている   。","https://ja.wikipedia.org/wiki/生石高原","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","北緯34度06分18秒東経135度20分03秒","日本和歌山県有田郡有田川町・海草郡紀美野町","870,0m","北緯34度06分18秒東経135度20分03秒﻿ / ﻿北緯34.10500度 東経135.33417度﻿ /34.10500; 135.33417","長峰山脈･生石高原","","","","","","","","","","","","","","",""
"矢筈岳 (和歌山県) (存在しないページ)","[93画 像 募 集 中やはずだけ矢筈岳和歌山県811.1地理院地図Googleマップ北緯33度55分57秒東経135度21分20秒﻿ / ﻿北緯33.932512度 東経135.355465度﻿ /33.932512; 135.355465﻿ (矢筈岳)]","https://ja.wikipedia.org/w/index.php?title=矢筈岳_(和歌山県)&amp;action=edit&amp;redlink=1","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","","","","","","","","","","","","","","","","","","","",""
"法師山 (存在しないページ)","[94ほうしやま法師山和歌山県1,120.6地理院地図Googleマップ北緯33度43分33秒東経135度39分55秒﻿ / ﻿北緯33.725942度 東経135.665343度﻿ /33.725942; 135.665343﻿ (法師山)近畿百名山一等三角点]","https://ja.wikipedia.org/w/index.php?title=法師山&amp;action=edit&amp;redlink=1","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","","","","","","","","","","","","","","","","","","","",""
"半作嶺 (存在しないページ)","[95画 像 募 集 中はんされい半作嶺和歌山県893.5地理院地図Googleマップ北緯33度43分40秒東経135度35分50秒﻿ / ﻿北緯33.727708度 東経135.597250度﻿ /33.727708; 135.597250﻿ (半作嶺)]","https://ja.wikipedia.org/w/index.php?title=半作嶺&amp;action=edit&amp;redlink=1","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","","","","","","","","","","","","","","","","","","","",""
"嶽ノ森山 (存在しないページ)","[96画 像 募 集 中だけのもりやま嶽ノ森山和歌山県376地理院地図Googleマップ北緯33度32分43秒東経135度42分47秒﻿ / ﻿北緯33.545197度 東経135.713028度﻿ /33.545197; 135.713028﻿ (嶽ノ森山)]","https://ja.wikipedia.org/w/index.php?title=嶽ノ森山&amp;action=edit&amp;redlink=1","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","","","","","","","","","","","","","","","","","","","",""
"大塔山","[97画 像 募 集 中おおとうさん大塔山和歌山県1,121.8地理院地図Googleマップ北緯33度43分37秒東経135度42分50秒﻿ / ﻿北緯33.726858度 東経135.713839度﻿ /33.726858; 135.713839﻿ (大塔山)近畿百名山] 大塔山 （おおとうざん）は、 和歌山県 田辺市 と 古座川町 の境界にある標高1122メートルの山である  。 熊野川 水系、 古座川 水系、 日置川 水系の水源となっている。","https://ja.wikipedia.org/wiki/大塔山","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","北緯33度43分36.7秒東経135度42分49.7秒","和歌山県東牟婁郡古座川町／田辺市","1122m","北緯33度43分36.7秒東経135度42分49.7秒﻿ / ﻿北緯33.726861度 東経135.713806度﻿ /33.726861; 135.713806座標:北緯33度43分36.7秒東経135度42分49.7秒﻿ / ﻿北緯33.726861度 東経135.713806度﻿ /33.726861; 135.713806","紀伊山地","","","","","","","","","","","","","","",""
"冷水山 (奈良県) (存在しないページ)","[98画 像 募 集 中ひやみずやま冷水山奈良県1,262.3地理院地図Googleマップ北緯33度53分57秒東経135度39分10秒﻿ / ﻿北緯33.899102度 東経135.652818度﻿ /33.899102; 135.652818﻿ (冷水山)新・花の百名山一等三角点百名山奈良百遊山近畿百名山一等三角点]","https://ja.wikipedia.org/w/index.php?title=冷水山_(奈良県)&amp;action=edit&amp;redlink=1","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","","","","","","","","","","","","","","","","","","","",""
"子ノ泊山 (存在しないページ)","[99ねのとまりやま子ノ泊山三重県907.2地理院地図Googleマップ北緯33度47分40秒東経135度55分50秒﻿ / ﻿北緯33.794579度 東経135.930460度﻿ /33.794579; 135.930460﻿ (子ノ泊山)東海の百山近畿百名山一等三角点]","https://ja.wikipedia.org/w/index.php?title=子ノ泊山&amp;action=edit&amp;redlink=1","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","","","","","","","","","","","","","","","","","","","",""
"烏帽子山 (和歌山県) (存在しないページ)","[100画 像 募 集 中えぼしやま烏帽子山和歌山県909.6地理院地図Googleマップ北緯33度41分46秒東経135度54分03秒﻿ / ﻿北緯33.696115度 東経135.900842度﻿ /33.696115; 135.900842﻿ (烏帽子山)新日本百名山近畿百名山那智山一等三角点]","https://ja.wikipedia.org/w/index.php?title=烏帽子山_(和歌山県)&amp;action=edit&amp;redlink=1","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","","","","","","","","","","","","","","","","","","","",""
"三国岳 (滋賀県・福井県・岐阜県) (存在しないページ)","[1みくにだけ三国岳滋賀県岐阜県福井県1,209地理院地図Googleマップ北緯35度39分31秒東経136度16分52秒﻿ / ﻿北緯35.658678度 東経136.281023度﻿ /35.658678; 136.281023﻿ (三国岳)]","https://ja.wikipedia.org/w/index.php?title=三国岳_(滋賀県・福井県・岐阜県)&amp;action=edit&amp;redlink=1","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","","","","","","","","","","","","","","","","","","","",""
"西方ヶ岳","[2さいほうがたけ西方ヶ岳福井県763.8地理院地図Googleマップ北緯35度42分36秒東経136度00分37秒﻿ / ﻿北緯35.709919度 東経136.010238度﻿ /35.709919; 136.010238﻿ (西方ヶ岳)敦賀半島] 西方ヶ岳 （さいほうがたけ）は、 福井県 敦賀市 と 三方郡 美浜町 の境に位置する 標高 764.1mの 山 である   。","https://ja.wikipedia.org/wiki/西方ヶ岳","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","北緯35度42分36秒東経136度00分37秒","日本福井県敦賀市・三方郡美浜町","764.1m","北緯35度42分36秒東経136度00分37秒﻿ / ﻿北緯35.71000度 東経136.01028度﻿ /35.71000; 136.01028座標:北緯35度42分36秒東経136度00分37秒﻿ / ﻿北緯35.71000度 東経136.01028度﻿ /35.71000; 136.01028","野坂山地","","","","","","","","","","","","","","",""
"三重嶽","[3画 像 募 集 中さんじょうがだけ三重嶽滋賀県973.9地理院地図Googleマップ北緯35度28分56秒東経135度57分21秒﻿ / ﻿北緯35.482151度 東経135.955950度﻿ /35.482151; 135.955950﻿ (三重嶽)高島トレイル] 三重嶽 （さんじょうだけ）は、 滋賀県 高島市 に所在する 山 である。 野坂山地 に属し、その 最高峰 である。","https://ja.wikipedia.org/wiki/三重嶽","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","北緯35度28分55.6秒東経135度57分21.3秒","日本滋賀県高島市","974.1m","北緯35度28分55.6秒東経135度57分21.3秒﻿ / ﻿北緯35.482111度 東経135.955917度﻿ /35.482111; 135.955917座標:北緯35度28分55.6秒東経135度57分21.3秒﻿ / ﻿北緯35.482111度 東経135.955917度﻿ /35.482111; 135.955917","野坂山地","","","","","","","","","","","","","","",""
"養老山 (岐阜県)","[4ようろうさん養老山岐阜県858.9地理院地図Googleマップ北緯35度15分47秒東経136度31分24秒﻿ / ﻿北緯35.263137度 東経136.523334度﻿ /35.263137; 136.523334﻿ (養老山)東海の百山一等三角点] 養老山 （ようろうさん）は、 岐阜県 養老郡 養老町 と 大垣市 上石津町地域自治区（旧 養老郡 上石津町 ）にまたがる 標高 859 m の 山 である。旧名を多芸山ともいう。 養老山地 を代表する山で、山頂には 一等三角点 が設置されている  。","https://ja.wikipedia.org/wiki/養老山_(岐阜県)","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","北緯35度15分47秒東経136度31分24秒","日本岐阜県養老郡養老町大垣市","859.31m","北緯35度15分47秒東経136度31分24秒﻿ / ﻿北緯35.26306度 東経136.52333度﻿ /35.26306; 136.52333","養老山地","堆積岩（石灰岩）","","","","","","","","","","","","","",""
"烏帽子岳 (鈴鹿山脈)","[5えぼしだけ烏帽子岳三重県岐阜県864.8地理院地図Googleマップ北緯35度13分41秒東経136度26分04秒﻿ / ﻿北緯35.228071度 東経136.434360度﻿ /35.228071; 136.434360﻿ (烏帽子岳)鈴鹿山脈] 烏帽子岳 （えぼしだけ）は、 岐阜県 大垣市 と 三重県 いなべ市 にまたがる 鈴鹿山脈 の北部に位置する 標高 865 m の 山 。 続ぎふ百山 に選定されている  。","https://ja.wikipedia.org/wiki/烏帽子岳_(鈴鹿山脈)","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","北緯35度13分41秒東経136度26分04秒","日本岐阜県大垣市三重県いなべ市藤原町篠立","864.73m","北緯35度13分41秒東経136度26分04秒﻿ / ﻿北緯35.22806度 東経136.43444度﻿ /35.22806; 136.43444座標:北緯35度13分41秒東経136度26分04秒﻿ / ﻿北緯35.22806度 東経136.43444度﻿ /35.22806; 136.43444","鈴鹿山脈","堆積岩（石灰岩）","","","","","","","","","","","","","",""
"竜ヶ岳 (三重県・滋賀県)","[6りゅうがたけ竜ヶ岳三重県滋賀県1,099.3地理院地図Googleマップ北緯35度07分10秒東経136度26分43秒﻿ / ﻿北緯35.119334度 東経136.445185度﻿ /35.119334; 136.445185﻿ (竜ヶ岳)東海の百山鈴鹿セブンマウンテン鈴鹿山脈] 竜ヶ岳 （りゅうがたけ）は、 三重県 いなべ市 と 滋賀県 東近江市 の境にある 標高 1,099 m の 山 。 鈴鹿山脈 中部に位置し、 鈴鹿セブンマウンテン に選定されている。","https://ja.wikipedia.org/wiki/竜ヶ岳_(三重県・滋賀県)","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","北緯35度07分10秒東経136度26分43秒","三重県いなべ市滋賀県東近江市","1,099.26m","北緯35度07分10秒東経136度26分43秒﻿ / ﻿北緯35.11944度 東経136.44528度﻿ /35.11944; 136.44528","鈴鹿山脈","隆起（花崗岩と石灰岩）","","","","","","","","","","","","","",""
"釈迦ヶ岳 (鈴鹿)","[7しゃかがたけ釈迦ヶ岳三重県滋賀県1,091.9地理院地図Googleマップ北緯35度03分57秒東経136度26分29秒﻿ / ﻿北緯35.065714度 東経136.441462度﻿ /35.065714; 136.441462﻿ (釈迦ヶ岳)東海の百山鈴鹿セブンマウンテン鈴鹿山脈] 釈迦ヶ岳 （しゃかがたけ）は、 三重県 三重郡 菰野町 と 滋賀県 東近江市 の境界にある 標高 1,092 m の 山 。 鈴鹿セブンマウンテン の一つ。 鈴鹿山脈 のほぼ中央部に位置する。南側には、国見岳などを挟んで、 日本二百名山 の 御在所岳 （御在所山）がある。","https://ja.wikipedia.org/wiki/釈迦ヶ岳_(鈴鹿)","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","北緯35度03分56秒東経136度26分29秒","日本（滋賀県・三重県）滋賀県東近江市三重県三重郡菰野町","1091.89m","北緯35度03分56秒東経136度26分29秒﻿ / ﻿北緯35.06556度 東経136.44139度﻿ /35.06556; 136.44139","鈴鹿山脈","隆起（花崗岩）","","","","","","","","","","","","","",""
"雨乞岳 (滋賀県)","[8あまごいだけ雨乞岳滋賀県1,237.7地理院地図Googleマップ北緯35度01分16秒東経136度23分03秒﻿ / ﻿北緯35.021083度 東経136.384116度﻿ /35.021083; 136.384116﻿ (雨乞岳)東海の百山鈴鹿セブンマウンテン鈴鹿山脈] 雨乞岳 （あまごいだけ）は、 滋賀県 東近江市 と同県 甲賀市 の境にある 標高 1,238 m の 鈴鹿山脈 の 山 。","https://ja.wikipedia.org/wiki/雨乞岳_(滋賀県)","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","北緯35度01分16秒東経136度23分03秒","日本滋賀県東近江市、甲賀市","1,237.67m","北緯35度01分16秒東経136度23分03秒﻿ / ﻿北緯35.02111度 東経136.38417度﻿ /35.02111; 136.38417","鈴鹿山脈","隆起","","","","","","","","","","","","","",""
"入道ヶ岳","[9にゅうどうがたけ入道ヶ岳三重県905.6地理院地図Googleマップ北緯34度58分26秒東経136度26分02秒﻿ / ﻿北緯34.973878度 東経136.433845度﻿ /34.973878; 136.433845﻿ (入道ヶ岳)東海の百山鈴鹿セブンマウンテン鈴鹿山脈] 入道ヶ岳 （にゅうどうがたけ）は、 三重県 鈴鹿市 にある 標高 906 m の 山 である。 鈴鹿山脈 に属し、 鈴鹿セブンマウンテン および 近畿百名山 の1つに数えられている。その中では比較的登りやすい山である。","https://ja.wikipedia.org/wiki/入道ヶ岳","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","北緯34度58分26秒東経136度26分02秒","日本三重県鈴鹿市","905.58m","北緯34度58分26秒東経136度26分02秒﻿ / ﻿北緯34.97389度 東経136.43389度﻿ /34.97389; 136.43389座標:北緯34度58分26秒東経136度26分02秒﻿ / ﻿北緯34.97389度 東経136.43389度﻿ /34.97389; 136.43389","鈴鹿山脈","","","","","","","","","","","","","","",""
"仙ヶ岳 (存在しないページ)","[10せんがたけ仙ヶ岳三重県滋賀県961地理院地図Googleマップ北緯34度57分07秒東経136度23分43秒﻿ / ﻿北緯34.951862度 東経136.395403度﻿ /34.951862; 136.395403﻿ (仙ヶ岳)東海の百山鈴鹿山脈]","https://ja.wikipedia.org/w/index.php?title=仙ヶ岳&amp;action=edit&amp;redlink=1","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","","","","","","","","","","","","","","","","","","","",""
"堀坂山","[11ほっさかさん堀坂山三重県757.2地理院地図Googleマップ北緯34度32分48秒東経136度25分58秒﻿ / ﻿北緯34.546549度 東経136.432890度﻿ /34.546549; 136.432890﻿ (堀坂山)東海の百山伊勢三山] 堀坂山 （ほっさかさん・ほっさかやま）は、 三重県 松阪市 にある山である。 標高 は757 m 。","https://ja.wikipedia.org/wiki/堀坂山","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","北緯34度32分47.69秒東経136度25分58.13秒","日本三重県松阪市","757m","北緯34度32分47.69秒東経136度25分58.13秒﻿ / ﻿北緯34.5465806度 東経136.4328139度﻿ /34.5465806; 136.4328139座標:北緯34度32分47.69秒東経136度25分58.13秒﻿ / ﻿北緯34.5465806度 東経136.4328139度﻿ /34.5465806; 136.4328139","高見山地","","","","","","","","","","","","","","",""
"白猪山","[12しらいさん白猪山三重県819.4地理院地図Googleマップ北緯34度30分21秒東経136度24分27秒﻿ / ﻿北緯34.505856度 東経136.407521度﻿ /34.505856; 136.407521﻿ (白猪山)伊勢三山] 白猪山 （しらいざん）は、 三重県 松阪市 にある山である。 標高 は819.4 m 。","https://ja.wikipedia.org/wiki/白猪山","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","北緯34度30分21.2秒東経136度24分26.8秒","日本三重県松阪市","819.4m","北緯34度30分21.2秒東経136度24分26.8秒﻿ / ﻿北緯34.505889度 東経136.407444度﻿ /34.505889; 136.407444座標:北緯34度30分21.2秒東経136度24分26.8秒﻿ / ﻿北緯34.505889度 東経136.407444度﻿ /34.505889; 136.407444","","","","","","","","","","","","","","","",""
"獅子ヶ岳 (存在しないページ)","[13ししがたけ獅子ヶ岳三重県733.1地理院地図Googleマップ北緯34度23分12秒東経136度33分10秒﻿ / ﻿北緯34.386544度 東経136.552656度﻿ /34.386544; 136.552656﻿ (獅子ヶ岳)]","https://ja.wikipedia.org/w/index.php?title=獅子ヶ岳&amp;action=edit&amp;redlink=1","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","","","","","","","","","","","","","","","","","","","",""
"薊岳 (存在しないページ)","[14画 像 募 集 中あざみだけ薊岳奈良県1,406地理院地図Googleマップ北緯34度21分38秒東経136度04分08秒﻿ / ﻿北緯34.360642度 東経136.068803度﻿ /34.360642; 136.068803﻿ (薊岳)奈良百遊山]","https://ja.wikipedia.org/w/index.php?title=薊岳&amp;action=edit&amp;redlink=1","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","","","","","","","","","","","","","","","","","","","",""
"古ヶ丸山 (存在しないページ)","[15画 像 募 集 中こがまるやま古ヶ丸山三重県1,210.9地理院地図Googleマップ北緯34度18分57秒東経136度11分54秒﻿ / ﻿北緯34.315718度 東経136.198196度﻿ /34.315718; 136.198196﻿ (古ヶ丸山)]","https://ja.wikipedia.org/w/index.php?title=古ヶ丸山&amp;action=edit&amp;redlink=1","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","","","","","","","","","","","","","","","","","","","",""
"仙千代ヶ峰 (存在しないページ)","[16画 像 募 集 中せんちよがみね仙千代ヶ峰三重県1,099.6地理院地図Googleマップ北緯34度14分46秒東経136度13分04秒﻿ / ﻿北緯34.246109度 東経136.217659度﻿ /34.246109; 136.217659﻿ (仙千代ヶ峰)]","https://ja.wikipedia.org/w/index.php?title=仙千代ヶ峰&amp;action=edit&amp;redlink=1","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","","","","","","","","","","","","","","","","","","","",""
"白鬚岳 (存在しないページ)","[17画 像 募 集 中しらひげだけ白鬚岳奈良県1,378.2地理院地図Googleマップ北緯34度17分35秒東経136度02分49秒﻿ / ﻿北緯34.292932度 東経136.046963度﻿ /34.292932; 136.046963﻿ (白鬚岳)奈良百遊山]","https://ja.wikipedia.org/w/index.php?title=白鬚岳&amp;action=edit&amp;redlink=1","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","","","","","","","","","","","","","","","","","","","",""
"高峰山 (三重県)","[18たかみねさん高峰山三重県1,045.0地理院地図Googleマップ北緯34度01分55秒東経136度08分50秒﻿ / ﻿北緯34.032012度 東経136.147213度﻿ /34.032012; 136.147213﻿ (高峰山)一等三角点百名山一等三角点] 高峰山 (たかみねさん)は、 三重県 尾鷲市 の西方、 矢ノ川峠 の北にそびえる 標高 1,045 m の 台高山脈 南部   の 山 である   。別名が、高小屋山  。","https://ja.wikipedia.org/wiki/高峰山_(三重県)","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","北緯34度01分55秒東経136度08分50秒","日本三重県尾鷲市","1,045.03m","北緯34度01分55秒東経136度08分50秒﻿ / ﻿北緯34.03194度 東経136.14722度﻿ /34.03194; 136.14722座標:北緯34度01分55秒東経136度08分50秒﻿ / ﻿北緯34.03194度 東経136.14722度﻿ /34.03194; 136.14722","台高山脈","","","","","","","","","","","","","","",""
"竜門岳","[19りゅうもんだけ竜門岳奈良県904.1地理院地図Googleマップ北緯34度26分26秒東経135度53分52秒﻿ / ﻿北緯34.440650度 東経135.897692度﻿ /34.440650; 135.897692﻿ (竜門岳)日本三百名山奈良百遊山一等三角点] 竜門岳 （りゅうもんがだけ）は、 奈良県 の 宇陀市 と 吉野郡 吉野町 の市町境にある 山 で、 竜門山地  に属している。 龍門岳 あるいは 龍門ガ岳 （ 龍門ヶ岳 ）と表記されることもある  。 日本三百名山 の一つに数えられる  。","https://ja.wikipedia.org/wiki/竜門岳","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","北緯34度26分26秒東経135度53分52秒","奈良県吉野町","904.1m","北緯34度26分26秒東経135度53分52秒﻿ / ﻿北緯34.44056度 東経135.89778度﻿ /34.44056; 135.89778","竜門山地","","","","","","","","","","","","","","",""
"中八人山 (存在しないページ)","[20なかはちにんやま中八人山奈良県1,396.9地理院地図Googleマップ北緯34度02分06秒東経135度51分33秒﻿ / ﻿北緯34.034902度 東経135.859187度﻿ /34.034902; 135.859187﻿ (中八人山)]","https://ja.wikipedia.org/w/index.php?title=中八人山&amp;action=edit&amp;redlink=1","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","","","","","","","","","","","","","","","","","","","",""
"牛廻山 (存在しないページ)","[21うしまわしやま牛廻山和歌山県奈良県1,206.9地理院地図Googleマップ北緯33度56分56秒東経135度37分53秒﻿ / ﻿北緯33.949025度 東経135.631274度﻿ /33.949025; 135.631274﻿ (牛廻山)奈良百遊山]","https://ja.wikipedia.org/w/index.php?title=牛廻山&amp;action=edit&amp;redlink=1","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","","","","","","","","","","","","","","","","","","","",""
"清冷山 (和歌山県) (存在しないページ)","[22画 像 募 集 中せいれいさん清冷山和歌山県878.2地理院地図Googleマップ北緯33度56分10秒東経135度23分36秒﻿ / ﻿北緯33.936226度 東経135.393212度﻿ /33.936226; 135.393212﻿ (清冷山)]","https://ja.wikipedia.org/w/index.php?title=清冷山_(和歌山県)&amp;action=edit&amp;redlink=1","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","","","","","","","","","","","","","","","","","","","",""
"白馬山 (存在しないページ)","[23画 像 募 集 中しらまやま白馬山和歌山県957.4地理院地図Googleマップ北緯34度00分57秒東経135度22分20秒﻿ / ﻿北緯34.015819度 東経135.372248度﻿ /34.015819; 135.372248﻿ (白馬山)]","https://ja.wikipedia.org/w/index.php?title=白馬山&amp;action=edit&amp;redlink=1","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","","","","","","","","","","","","","","","","","","","",""
"鷲峰山 (京都府) (存在しないページ)","[24画 像 募 集 中じゅぶせん鷲峰山京都府682地理院地図Googleマップ北緯34度49分50秒東経135度54分31秒﻿ / ﻿北緯34.830489度 東経135.908539度﻿ /34.830489; 135.908539﻿ (鷲峰山)]","https://ja.wikipedia.org/w/index.php?title=鷲峰山_(京都府)&amp;action=edit&amp;redlink=1","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","","","","","","","","","","","","","","","","","","","",""
"峰床山 (存在しないページ)","[25画 像 募 集 中みねとこやま峰床山京都府969.9地理院地図Googleマップ北緯35度14分15秒東経135度49分25秒﻿ / ﻿北緯35.237448度 東経135.823739度﻿ /35.237448; 135.823739﻿ (峰床山)八丁平]","https://ja.wikipedia.org/w/index.php?title=峰床山&amp;action=edit&amp;redlink=1","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","","","","","","","","","","","","","","","","","","","",""
"太鼓山","[26たいこやま太鼓山京都府683.2地理院地図Googleマップ北緯35度41分43秒東経135度12分15秒﻿ / ﻿北緯35.695247度 東経135.204223度﻿ /35.695247; 135.204223﻿ (太鼓山)一等三角点] 太鼓山 （たいこやま）は、 丹後半島 中央部にある山   。 京都府 与謝郡 伊根町 田坪と 京丹後市 弥栄町 野間にまたがっている  。標高は683メートルであり、丹後半島有数の高峰である  。宝暦13年（1763年）から天保12年（1841年）に編纂された『 丹哥府志 』による表記は「太鼓ケ山」  。","https://ja.wikipedia.org/wiki/太鼓山","関西百名山#近畿百名山","https://ja.wikipedia.org/wiki/関西百名山#近畿百名山","表形式","北緯35度41分42.9秒東経135度12分15.7秒","日本京都府京丹後市、与謝郡伊根町","683m","北緯35度41分42.9秒東経135度12分15.7秒﻿ / ﻿北緯35.695250度 東経135.204361度﻿ /35.695250; 135.204361座標:北緯35度41分42.9秒東経135度12分15.7秒﻿ / ﻿北緯35.695250度 東経135.204361度﻿ /35.695250; 135.204361","","","","","","","","","","","","","","","",""
