"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","位置","地図","指定文化財","城郭構造","築城主","遺構","別名","築城年","主な城主","史跡","廃城年","形状","規模","築造時期","天守構造","出土品","時代","主な改修者"
"興国寺城","[興国寺城跡（こうこくじじょうあと）〔沼津市〕1995年3月17日指定] 興国寺城 （こうこくじじょう、根古屋城とも）は、 静岡県 沼津市 根古屋（ 駿河国 駿東郡 阿野荘）にあった 日本の城 （ 平山城 ）。城跡は国の 史跡 に指定されている。 興国寺城敷地内には 穂見神社 が存在する。","https://ja.wikipedia.org/wiki/興国寺城","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度8分29.22秒東経138度48分25.35秒","","北緯35度8分29.22秒東経138度48分25.35秒﻿ / ﻿北緯35.1414500度 東経138.8070417度﻿ /35.1414500; 138.8070417","興国寺城","国の史跡","連郭式平山城","不明","石垣、土塁、空堀、曲輪、天守台","根古屋城","15世紀後期","北条氏、武田氏、松平氏中村氏、天野氏","","慶長12年（1607年）","","","","不明","","",""
"長浜城 (伊豆国)","[長浜城跡（ながはまじょうあと）〔沼津市〕1988年5月13日指定] 長浜城 （ながはまじょう）は、 伊豆国 田方郡 西浦庄長浜・重須（ 静岡県 沼津市 内浦長浜・内浦重須）にあった 日本の城 。現在まで 戦国時代 の海賊城の遺構を多く残していることで知られる。国の 史跡 に指定されている  。","https://ja.wikipedia.org/wiki/長浜城_(伊豆国)","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度1分5.4秒東経138度53分16.5秒","","北緯35度1分5.4秒東経138度53分16.5秒﻿ / ﻿北緯35.018167度 東経138.887917度﻿ /35.018167; 138.887917","長浜城","国の史跡","連郭式山城","不明","曲輪、堀切、土塁、空堀","おもす（重須）の城","不明","大川氏？","","1590年（天正18年）頃","","","","","","","北条氏政"
"休場遺跡","[休場遺跡（やすみばいせき）〔沼津市〕] 休場遺跡 （やすみばいせき）は、 静岡県 沼津市 宮本・足高にある 旧石器時代 の 遺跡 。 1979年 （昭和54年） 1月24日 に旧石器時代の遺跡として初めて国の 史跡 に指定された    。","https://ja.wikipedia.org/wiki/休場遺跡","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度10分00秒東経138度50分15秒","日本静岡県沼津市","","","","","","","","","","","","","","","","","旧石器時代",""
"伊豆国分寺","[伊豆国分寺塔跡（いずこくぶんじとうあと）〔三島市〕] 伊豆国分寺 （いずこくぶんじ）は、 静岡県 三島市 にある 日蓮宗 の 寺院 。旧称は 蓮行寺 。 山号 は最勝山。 本尊 は 釈迦如来 。大本山 北山本門寺 の旧末寺で、現在は 興統法縁会 所属。","https://ja.wikipedia.org/wiki/伊豆国分寺","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度07分12.30秒東経138度54分35.06秒","静岡県三島市泉町12-31","北緯35度07分12.30秒東経138度54分35.06秒﻿ / ﻿北緯35.1200833度 東経138.9097389度﻿ /35.1200833; 138.9097389座標:北緯35度07分12.30秒東経138度54分35.06秒﻿ / ﻿北緯35.1200833度 東経138.9097389度﻿ /35.1200833; 138.9097389","","","","","","","","","","","","","","","","",""
"箱根旧街道","[箱根旧街道（はこねきゅうかいどう）〔静岡県三島市・田方郡函南町・神奈川県足柄下郡箱根町〕「錦田一里塚」として1922年3月8日指定、2004年10月18日史跡名称変更] 箱根旧街道 （はこねきゅうかいどう）は、 神奈川県 足柄下郡 箱根町 、 静岡県 三島市 および 田方郡 函南町 にある 旧東海道 の一部であり、国指定の 史跡 である。","https://ja.wikipedia.org/wiki/箱根旧街道","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"山中城","[山中城跡（やまなかじょうあと）〔三島市・田方郡函南町〕1934年1月22日指定] 山中城 （やまなかじょう）は、 静岡県 三島市 山中新田（ 伊豆国 田方郡 山中）にある中世の 日本の城 （ 山城跡 ）で、国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/山中城","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度9分23.03秒東経138度59分32.71秒","","北緯35度9分23.03秒東経138度59分32.71秒﻿ / ﻿北緯35.1563972度 東経138.9924194度﻿ /35.1563972; 138.9924194","","国の史跡","山城","北条氏康","曲輪、堀、土塁","","永禄年間（1558年～1570年）","松田氏","","1590年（天正18年）","","","","なし","","","北条氏政"
"柏谷横穴群","[柏谷横穴群（かしやよこあなぐん）〔田方郡函南町〕] 柏谷横穴群 （かしやよこあなぐん）は、 静岡県 田方郡 函南町 にある 横穴墓 群である。 柏谷の百穴 （かしやのひゃっけつ）とも、単に 百穴 （ひゃっけつ）とも呼ばれる。1976年（ 昭和 51年）2月20日に、保存状態の良い一部の横穴墓群が国の 史跡 として指定された  。","https://ja.wikipedia.org/wiki/柏谷横穴群","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度04分58.0秒東経138度57分32.0秒","静岡県函南町柏谷","北緯35度04分58.0秒東経138度57分32.0秒﻿ / ﻿北緯35.082778度 東経138.958889度﻿ /35.082778; 138.958889座標:北緯35度04分58.0秒東経138度57分32.0秒﻿ / ﻿北緯35.082778度 東経138.958889度﻿ /35.082778; 138.958889","柏谷横穴群静岡県内の位置","","","","","柏谷の百穴、百穴","","","1976年（昭和51年）2月20日国指定","","横穴墓","","6世紀-8世紀","","","",""
"願成就院","[願成就院跡（がんじょうじゅいんあと）〔伊豆の国市〕] 願成就院 （がんじょうじゅいん）は、 静岡県 伊豆の国市 にある、 高野山真言宗 の 寺院 。山号は天守君山。境内は国の 史跡 に指定されている。仏師 運慶 の数少ない真作の一つである阿弥陀如来坐像などの仏像を安置する。","https://ja.wikipedia.org/wiki/願成就院","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度2分44.43秒東経138度56分23.65秒","静岡県伊豆の国市寺家83-1","北緯35度2分44.43秒東経138度56分23.65秒﻿ / ﻿北緯35.0456750度 東経138.9399028度﻿ /35.0456750; 138.9399028","","","","","","","","","","","","","","","","",""
"北江間横穴群","[北江間横穴群（きたえまよこあなぐん）〔伊豆の国市〕] 北江間横穴群 (きたえまよこあなぐん) は、 静岡県 伊豆の国市 北江間にある 横穴墓群 （横穴古墳群）  。大師山群。大北横穴群とも  。1976年12月27日、国史跡に指定された。","https://ja.wikipedia.org/wiki/北江間横穴群","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度03分17秒 東経138度55分13秒","","","","","","","","","","","","","","","","","","",""
"伝堀越御所跡","[伝堀越御所跡（でんほりごえごしょあと）〔伊豆の国市〕1984年10月8日指定] 伝堀越御所跡 （でんほりごえごしょあと）は、 静岡県 伊豆の国市 寺家にある 史跡 。国の史跡に指定されている。","https://ja.wikipedia.org/wiki/伝堀越御所跡","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度2分54.6秒 東経138度56分17.6秒","","","","","","","","","","","","","","","","","","",""
"韮山反射炉","[韮山反射炉（にらやまはんしゃろ）〔伊豆の国市〕1922年3月8日指定（世界遺産「明治日本の産業革命遺産 製鉄・製鋼、造船、石炭産業」の構成資産）] 韮山反射炉 （にらやまはんしゃろ、 英 ：Nirayama Reverberatory Furnaces）は、 静岡県 伊豆の国市 にある 反射炉 跡である  。築造当時の形で現存する反射炉であり、 1922年 （ 大正 11年）国の 史跡 に指定されている   。","https://ja.wikipedia.org/wiki/韮山反射炉","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度2分21.7秒東経138度57分43.3秒","静岡県伊豆の国市韮山町中字鳴滝入268-1","","","","","","","","","","","","","","","","","",""
"韮山代官所","[韮山役所跡（にらやまやくしょあと）〔伊豆の国市〕] 韮山代官所 （にらやまだいかんしょ）は、 江戸時代 に東国の 幕府直轄領 を支配するために設置された役所。","https://ja.wikipedia.org/wiki/韮山代官所","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度3分16.6秒 東経138度57分33.2秒","","","","","","","","","","","","","","","","","","",""
"北条氏邸・円成寺跡","[北条氏邸跡（円成寺跡）（ほうじょうしていあと（えんじょうじあと））〔伊豆の国市〕1996年9月5日指定] 北条氏邸跡（円成寺跡） （ほうじょうしていあと（えんじょうじあと））は、 静岡県 伊豆の国市 にある 史跡 。 鎌倉幕府 の 執権 を務めた 北条氏 の 本貫 地（ 平安時代 - 鎌倉時代 ）の 居館 跡であり、国の史跡に指定されている  。","https://ja.wikipedia.org/wiki/北条氏邸・円成寺跡","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度2分47.0秒東経138度56分14.0秒","日本静岡県伊豆の国市","","","","","","","","","","","","","","","","","室町時代",""
"上白岩遺跡","[上白岩遺跡（かみしらいわいせき）〔伊豆市〕] 上白岩遺跡 （かみしらいわいせき）は、 静岡県 伊豆市 上白岩にある 縄文時代 の 遺跡  。 1978年 1月27日、国の 史跡 に指定された。","https://ja.wikipedia.org/wiki/上白岩遺跡","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯34度57分48秒東経138度59分03秒","日本静岡県伊豆市","","","","","","","","","","","","","","","","","縄文時代",""
"玉泉寺 (下田市)","[玉泉寺（ぎょくせんじ）〔下田市〕] 玉泉寺 （ぎょくせんじ）は、 静岡県 下田市 にある 曹洞宗 の寺院。山号は瑞龍山。本尊は 釈迦如来 。","https://ja.wikipedia.org/wiki/玉泉寺_(下田市)","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯34度40分33秒 東経138度57分45秒","","","","","","","","","","","","","","","","","","",""
"神子元島灯台","[神子元島燈台（みこもとじまとうだい）〔下田市〕] 神子元島灯台 （みこもとしまとうだい）とは、 下田港 南沖11kmにある 神子元島 （みこもとしま）に建つ 灯台 である。","https://ja.wikipedia.org/wiki/神子元島灯台","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯34度34分31.3秒東経138度56分29.2秒","静岡県下田市","北緯34度34分31.3秒東経138度56分29.2秒﻿ / ﻿北緯34.575361度 東経138.941444度﻿ /34.575361; 138.941444座標:北緯34度34分31.3秒東経138度56分29.2秒﻿ / ﻿北緯34.575361度 東経138.941444度﻿ /34.575361; 138.941444","","","","","","","","","","","","","","","","",""
"了仙寺","[了仙寺（りょうせんじ）〔下田市〕1951年6月9日指定] 了仙寺 （りょうせんじ）は、 静岡県 下田市 七軒町3丁目にある 日蓮宗 の 寺 で、 山号 を 法順山 とする。旧本山は、身延山 久遠寺 。脱師法縁。","https://ja.wikipedia.org/wiki/了仙寺","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯34度40分19.91秒東経138度56分29.82秒","静岡県下田市七軒町3-12-12","北緯34度40分19.91秒東経138度56分29.82秒﻿ / ﻿北緯34.6721972度 東経138.9416167度﻿ /34.6721972; 138.9416167","","","","","","","","","","","","","","","","",""
"江戸城石垣石丁場跡","[江戸城石垣石丁場跡（えどじょういしがきいしちょうばあと）〔静岡県熱海市・伊東市、神奈川県小田原市〕2016年3月1日] 江戸城石垣石丁場跡 （えどじょういしがきいしちょうばあと）は、 神奈川県 小田原市 早川および 静岡県 熱海市 ・ 伊東市 宇佐美にある   、 江戸城 の 石垣 を造るための石を切り出した、江戸時代の前半の「石丁場」の跡である。2016年（平成28年）3月1日に国の 史跡 に指定された。","https://ja.wikipedia.org/wiki/江戸城石垣石丁場跡","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"名古屋城","[名古屋城跡（なごやじょうあと）〔名古屋市〕] 名古屋城 （なごやじょう）は、 尾張国 愛知郡 名古屋（現在の 愛知県 名古屋市 中区 ・ 北区 ）にある 日本の城 。「名城（めいじょう）」、「金鯱城（きんこじょう、きんしゃちじょう）」、「金城（きんじょう）」の異名を持つ。 日本100名城 に選定されており、国の 特別史跡 に指定されている。","https://ja.wikipedia.org/wiki/名古屋城","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度11分7.77秒東経136度53分56.71秒","","北緯35度11分7.77秒東経136度53分56.71秒﻿ / ﻿北緯35.1854917度 東経136.8990861度﻿ /35.1854917; 136.8990861座標:北緯35度11分7.77秒東経136度53分56.71秒﻿ / ﻿北緯35.1854917度 東経136.8990861度﻿ /35.1854917; 136.8990861","名古屋城","国の重要文化財（櫓3棟、門3棟）","梯郭式平城","徳川家康","櫓3棟・門3棟、庭園、石垣、堀","金鯱城、金城、柳城、亀屋城、蓬左城","慶長14年（1609年）","尾張徳川家","","1871年（明治4年）","","","","連結式層塔型5層5階地下1階1612年築 （非現存）1959年再建（SRC造・外観復元）","","","名古屋城再建委員会"
"尾張国分寺","[尾張国分寺跡（おわりこくぶんじあと）〔稲沢市〕] 尾張国分寺 （おわりこくぶんじ）は、 愛知県 稲沢市 矢合町（やわせちょう）にある 臨済宗妙心寺派 の 寺院 。山号は鈴置山。 本尊 は 薬師如来 。","https://ja.wikipedia.org/wiki/尾張国分寺","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度14分27.88秒東経136度46分28.83秒","愛知県稲沢市矢合町城跡2490","北緯35度14分27.88秒東経136度46分28.83秒﻿ / ﻿北緯35.2410778度 東経136.7746750度﻿ /35.2410778; 136.7746750﻿ (尾張国分寺)座標:北緯35度14分27.88秒東経136度46分28.83秒﻿ / ﻿北緯35.2410778度 東経136.7746750度﻿ /35.2410778; 136.7746750﻿ (尾張国分寺)","","","","","","","","","","","","","","","","",""
"冨田一里塚","[冨田一里塚（とみだいちりづか）〔一宮市〕] 冨田一里塚 （とみだいちりづか）は、 愛知県 一宮市 にある 一里塚 である。東海道の 宮宿 （ 熱田 ）と 中山道 の 垂井宿 を結ぶ 美濃路 に設置された、13か所の一里塚の1つ。東塚は富田字古川に、西塚は富田字立石にある。現在、道の 両側 に原形をとどめるのは、美濃路ではここだけである。","https://ja.wikipedia.org/wiki/冨田一里塚","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度17分45.38秒 東経136度44分30.47秒","","","","","","","","","","","","","","","","","","",""
"青塚古墳 (犬山市)","[青塚古墳（あおつかこふん）〔犬山市〕] 青塚古墳 （あおつかこふん）は、 愛知県 犬山市 青塚にある 古墳 。形状は 前方後円墳 。青塚古墳群を構成する古墳の1つ。国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/青塚古墳_(犬山市)","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度19分35.03秒東経136度55分44.19秒","愛知県犬山市字青塚（青塚古墳史跡公園内）","北緯35度19分35.03秒東経136度55分44.19秒﻿ / ﻿北緯35.3263972度 東経136.9289417度﻿ /35.3263972; 136.9289417座標:北緯35度19分35.03秒東経136度55分44.19秒﻿ / ﻿北緯35.3263972度 東経136.9289417度﻿ /35.3263972; 136.9289417","断夫山古墳青塚古墳白鳥塚古墳","","","","","茶臼山古墳/王塚/青塚砦","","","国の史跡「青塚古墳」","","前方後円墳","墳丘長123m高さ12m（後円部）","4世紀中葉","","埴輪・石製品","",""
"東之宮古墳","[東之宮古墳（ひがしのみやこふん）〔犬山市〕] 東之宮古墳 （ひがしのみやこふん）は、 愛知県 犬山市 大字犬山にある 古墳時代 前期の 前方後方墳 。 1973年 （ 昭和 48年）に 発掘調査 が行われ、 1975年 （昭和50年）に国の 史跡 に指定された。また出土 遺物 は1978年（昭和53年）に国の 重要文化財 に指定された。","https://ja.wikipedia.org/wiki/東之宮古墳","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度23分24秒東経136度57分01秒","愛知県犬山市大字犬山","北緯35度23分24秒東経136度57分01秒﻿ / ﻿北緯35.39000度 東経136.95028度﻿ /35.39000; 136.95028座標:北緯35度23分24秒東経136度57分01秒﻿ / ﻿北緯35.39000度 東経136.95028度﻿ /35.39000; 136.95028","東之宮古墳愛知県内の位置","","","","","","","","1975年（昭和50年）国指定","","前方後方墳","墳丘長67メートル","4世紀、または3世紀後葉","","銅鏡11面・石釧・鍬形石・鉄製武器・Y字型鉄器","",""
"大山廃寺跡","[大山廃寺跡（おおやまはいじあと）〔小牧市〕] 大山廃寺跡 （おおやまはいじあと）は、 愛知県 小牧市 北東部の山中にかつて存在した 寺院 の跡である。正式な名称は「 大山峰 正福寺 」（おおやまみね しょうふくじ）。通称は「大山寺」（おおやまでら）。 1929年 （ 昭和 4年）に 国 の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/大山廃寺跡","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度19分22.9秒 東経137度0分20.0秒","","","","","","","","","","","","","","","","","","",""
"小牧山","[小牧山（こまきやま）〔小牧市〕1927年10月26日] 小牧山 （こまきやま）は、 愛知県 小牧市 にある 標高 86 m の 山 。","https://ja.wikipedia.org/wiki/小牧山","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度17分33秒東経136度54分49秒","日本愛知県小牧市堀の内1-1","北緯35度17分33秒東経136度54分49秒﻿ / ﻿北緯35.29250度 東経136.91361度﻿ /35.29250; 136.91361座標:北緯35度17分33秒東経136度54分49秒﻿ / ﻿北緯35.29250度 東経136.91361度﻿ /35.29250; 136.91361","","","","","","","","","","","","","","","","",""
"貝殻山貝塚","[貝殻山貝塚（かいがらやまかいづか）〔清須市〕 -朝日遺跡の一つ] 朝日遺跡 （あさひいせき）は、 愛知県 清須市 ・ 名古屋市 西区 にまたがる  弥生時代 の 東海地方 最大級の 環濠集落 遺跡で、範囲は東西1.4キロメートル、南北0.8キロメートル   。推定面積は80～100万㎡にも及び全国でも有数の規模である  。最盛期の人口は約1,000人であったと推定される  。","https://ja.wikipedia.org/wiki/貝殻山貝塚","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度13分17.4秒 東経136度51分18秒","","","","","","","","","","","","","","","","","","",""
"大曲輪貝塚","[大曲輪貝塚（おおぐるわかいづか）〔名古屋市〕] 昭和 14年（ 1939年 ）、 瑞穂陸上競技場 の建設の際に発見され、昭和16年（ 1941年 ）に国の 史跡 に指定された。昭和55年（ 1980年 ）、競技場の改築の為に旧スタンドを取り壊した際に、その下に遺跡が良好な状態で残存している事が確認され、約2200平方メートルの発掘調査  が行なわれたところ、周辺を含めて 縄文時代 前期から 古墳時代 〜中世の複合遺跡と判明した。 山崎川 の対岸で見つかった下内田貝塚も同じ集落に含まれると考えられている。","https://ja.wikipedia.org/wiki/大曲輪貝塚","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度7分22.8秒 東経136度56分34.4秒","","","","","","","","","","","","","","","","","","",""
"大高城","[大高城跡 附丸根砦跡鷲津砦跡（おおだかじょうあと つけたり まるねとりであと わしづとりであと）〔名古屋市〕] 大高城 （おおだかじょう）は、尾張国 知多郡 大高村（現・ 名古屋市 緑区 大高町）にあった 日本の城 。","https://ja.wikipedia.org/wiki/大高城","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度3分51.8秒東経136度56分10.2秒","","北緯35度3分51.8秒東経136度56分10.2秒﻿ / ﻿北緯35.064389度 東経136.936167度﻿ /35.064389; 136.936167座標:北緯35度3分51.8秒東経136度56分10.2秒﻿ / ﻿北緯35.064389度 東経136.936167度﻿ /35.064389; 136.936167","大高城","国の史跡","平山城","","本丸・二の丸の曲輪跡、土橋・空堀","","","","","","","","","","","",""
"白鳥塚古墳 (名古屋市)","[白鳥塚古墳（しらとりづかこふん）] 白鳥塚古墳 （しらとりづかこふん）は、 愛知県 名古屋市 守山区 にある 前方後円墳 。 志段味古墳群 を構成する古墳の1つ。国の 史跡 に指定されている（史跡「 志段味古墳群 」のうち）。","https://ja.wikipedia.org/wiki/白鳥塚古墳_(名古屋市)","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度15分18.67秒東経137度02分39.63秒","愛知県名古屋市守山区上志段味字東谷2107番地","北緯35度15分18.67秒東経137度02分39.63秒﻿ / ﻿北緯35.2551861度 東経137.0443417度﻿ /35.2551861; 137.0443417座標:北緯35度15分18.67秒東経137度02分39.63秒﻿ / ﻿北緯35.2551861度 東経137.0443417度﻿ /35.2551861; 137.0443417","白鳥塚古墳愛知県の地図を表示白鳥塚古墳名古屋市の地図を表示","","","","","","","","国の史跡「白鳥塚古墳」（「志段味古墳群」に包含）","","前方後円墳","墳丘長115m前方部幅40m後円部径75m","4世紀後半","","須恵器・坏蓋・土師器片など","",""
"尾張戸神社","[尾張戸神社古墳（おわりべじんじゃこふん）] 尾張戸神社 （おわりべじんじゃ）は、 愛知県 名古屋市 守山区 ・ 瀬戸市 にある 神社 。 式内社 で、 旧社格 は 郷社 。","https://ja.wikipedia.org/wiki/尾張戸神社","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度15分22.08秒東経137度3分11.24秒","愛知県瀬戸市十軒町845愛知県名古屋市守山区大字志段味字東谷209","北緯35度15分22.08秒東経137度3分11.24秒﻿ / ﻿北緯35.2561333度 東経137.0531222度﻿ /35.2561333; 137.0531222﻿ (尾張戸神社)座標:北緯35度15分22.08秒東経137度3分11.24秒﻿ / ﻿北緯35.2561333度 東経137.0531222度﻿ /35.2561333; 137.0531222﻿ (尾張戸神社)","","","","","","熱田の奥の院・東谷明神・当国明神","","","","","","","","","","",""
"志段味大塚古墳","[志段味大塚古墳（しだみおおつかこふん）] 志段味大塚古墳 （しだみおおつかこふん）は 愛知県 名古屋市 守山区 にある 古墳 。 志段味古墳群 のひとつとして国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/志段味大塚古墳","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度15分10.34秒東経137度02分28.66秒","愛知県名古屋市守山区上志段味字大塚","北緯35度15分10.34秒東経137度02分28.66秒﻿ / ﻿北緯35.2528722度 東経137.0412944度﻿ /35.2528722; 137.0412944","","","","","","","","","国の史跡「志段味大塚古墳」（「志段味古墳群」に包含）","","帆立貝形前方後円墳","墳丘長 約55m、全長 約62m（周濠含む）、後円部径約40m、後円部高 約7m、前方部高 約1.5m","5世紀後半","","銅鏡、馬具、刀剣類など","",""
"白鳥古墳群","[東谷山白鳥古墳（とうごくさんしろとりこふん） -白鳥古墳群1号墳] 白鳥古墳群 （しろとりこふんぐん）は 愛知県 名古屋市 守山区 上志段味 字白鳥にある複数の 古墳 の総称で、 志段味古墳群 のひとつに数えられる。","https://ja.wikipedia.org/wiki/白鳥古墳群","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度15分29.66秒東経137度02分43.08秒","愛知県名古屋市守山区上志段味字白鳥","北緯35度15分29.66秒東経137度02分43.08秒﻿ / ﻿北緯35.2582389度 東経137.0453000度﻿ /35.2582389; 137.0453000","","","","","","","","","国の史跡「東谷山白鳥古墳」（「志段味古墳群」に包含）","","円墳","墳径17.5x16.5m、高さ3.5m（東谷山白鳥古墳（1号墳））","6世紀後半","","須恵器、土師器、馬具、直刀、刀子、鉄鏃など","",""
"断夫山古墳","[断夫山古墳（だんぷさんこふん）〔名古屋市〕] 断夫山古墳 （だんぷさんこふん/だんぷやまこふん）は、 愛知県 名古屋市 熱田区 旗屋町 にある 古墳 。形状は 前方後円墳 。国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/断夫山古墳","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度7分51.33秒東経136度54分11.27秒","愛知県名古屋市熱田区旗屋町（熱田神宮公園内）","北緯35度7分51.33秒東経136度54分11.27秒﻿ / ﻿北緯35.1309250度 東経136.9031306度﻿ /35.1309250; 136.9031306座標:北緯35度7分51.33秒東経136度54分11.27秒﻿ / ﻿北緯35.1309250度 東経136.9031306度﻿ /35.1309250; 136.9031306","断夫山古墳","","","","","","","","国の史跡「断夫山古墳」","","前方後円墳","墳丘長151m（推定復元160m?）高さ16m（前方部）","6世紀前半","","円筒埴輪・須恵器","",""
"八幡山古墳 (名古屋市)","[八幡山古墳（はちまんやまこふん）〔名古屋市〕] 八幡山古墳 （はちまんやまこふん）は、 愛知県 名古屋市 昭和区 山脇町 1丁目にある 古墳 。 5世紀 中頃に作られた 東海地方 最大級の 円墳 である。","https://ja.wikipedia.org/wiki/八幡山古墳_(名古屋市)","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度9分13.11秒東経136度55分26.39秒","愛知県名古屋市昭和区山脇町1丁目","北緯35度9分13.11秒東経136度55分26.39秒﻿ / ﻿北緯35.1536417度 東経136.9239972度﻿ /35.1536417; 136.9239972座標:北緯35度9分13.11秒東経136度55分26.39秒﻿ / ﻿北緯35.1536417度 東経136.9239972度﻿ /35.1536417; 136.9239972","","","","","","","","","1931年（昭和6年）国指定","","円墳（周濠あり）","墳径82m、墳高10m、周壕幅10m","5世紀中頃","","伝・埴輪","",""
"味美二子山古墳","[二子山古墳（ふたごやまこふん）〔春日井市〕] 味美二子山古墳 （あじよしふたごやまこふん）は、 愛知県 春日井市 二子町にある 古墳 。 味美古墳群 の一つ。","https://ja.wikipedia.org/wiki/味美二子山古墳","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度13分34秒東経136度56分12秒","愛知県春日井市二子町2","北緯35度13分34秒東経136度56分12秒﻿ / ﻿北緯35.22611度 東経136.93667度﻿ /35.22611; 136.93667","","","","","","","","","国の史跡（1936年（昭和11年）12月16日指定）","","前方後円墳","全長96m後円部径48m、高さ8m前方部幅65m、長さ54mくびれ部幅38m","6世紀前半","","円筒埴輪、須恵器ほか","",""
"小長曽陶器窯跡","[小長曽陶器窯跡（こながそとうきかまあと）〔瀬戸市〕] 小長曽陶器窯跡 （こながそうとうきかまあと）は、 愛知県 瀬戸市 東白坂町 にある、 古瀬戸様式 期の 瀬戸焼 の 窯跡 である。 1971年 （昭和46年）7月13日に国の 史跡 に指定され、 2015年 （平成27年）10月7日に追加指定された  。","https://ja.wikipedia.org/wiki/小長曽陶器窯跡","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度13分05秒東経137度09分48秒","日本愛知県瀬戸市","","","","","","","","","","","","","","","","","室町時代",""
