"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","本部所在地","学校種別","設置者","学部","ウェブサイト","研究科","大学設置","創立","キャンパス","大学設置/創立","学生数","廃止","学校設置/創立","大学校種別","学部相当","学長","大学校設置/創立","大学校設置","設立"
"苫小牧駒澤大学","[苫小牧駒澤大学→北洋大学(2021年改称)] （沿革節の主要な出典は公式サイト  ）","https://ja.wikipedia.org/wiki/苫小牧駒澤大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯42度36分1.4秒東経141度28分4.8秒","北海道苫小牧市錦西町3丁目2-1北緯42度36分1.4秒東経141度28分4.8秒﻿ / ﻿北緯42.600389度 東経141.468000度﻿ /42.600389; 141.468000座標:北緯42度36分1.4秒東経141度28分4.8秒﻿ / ﻿北緯42.600389度 東経141.468000度﻿ /42.600389; 141.468000","私立","学校法人京都育英館","国際文化学部","公式","","1998年","1965年","","","","","","","","","","",""
"富山医科薬科大学","[富山医科薬科大学→富山大学医学部・薬学部 (2005年統合)] 2005年 に 国立大学法人 富山大学 として統合された。 和漢薬 の先進的研究を行なっていたことで知られ、建学の理念は「東西医学の融合」および「医学薬学の有機的連係」。","https://ja.wikipedia.org/wiki/富山医科薬科大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","","富山県富山市杉谷2630","国立","","医学部薬学部","","","1975年","1894年","杉谷（富山県富山市）","","","2005年","","","","","","",""
"長崎ウエスレヤン大学","[長崎ウエスレヤン大学→鎮西学院大学(2021年改称)] 2021年、鎮西学院創立140周年を迎え、 長崎ウエスレヤン大学 から鎮西学院大学へ改称。","https://ja.wikipedia.org/wiki/長崎ウエスレヤン大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯32度51分36.8秒 東経130度1分47.5秒","長崎県諫早市西栄田町1212番地1","私立","","","http://www.wesleyan.ac.jp/","","","","","2002年","","","","","","","","",""
"長崎県立大学","[長崎県立国際経済大学 →長崎県立大学(1991年改称)] 公立大学 の中でも歴史が古く、 1902年 の長崎高等女学校創立から統合・分離を経て 2008年 に現在の長崎県立大学になった。大学生、大学院生の数は3000人を超える 総合大学 である。","https://ja.wikipedia.org/wiki/長崎県立大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯33度11分9.2秒 東経129度40分0.4秒","長崎県佐世保市川下町123","公立","長崎県公立大学法人","経営学部地域創造学部国際社会学部情報システム学部看護栄養学部","http://sun.ac.jp/","地域創生研究科人間健康科学研究科","1967年","1902年","佐世保校シーボルト校","","","","","","","","","",""
"長崎総合科学大学","[長崎造船大学 →長崎総合科学大学(1978年改称)] 長崎県 長崎市 日見地区に キャンパス があり、「 長崎総合科学大学附属高等学校 （普通科）」が隣接する。キャンパスは山側にグリーンヒルキャンパス(大学本部)、海側にシーサイドキャンパス（附属高等学校や総合グランド、 新技術創成研究所 学術フロンティアセンター）がある。","https://ja.wikipedia.org/wiki/長崎総合科学大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯32度45分14.7秒 東経129度56分31.9秒","長崎県長崎市網場町536番地","私立","学校法人長崎総合科学大学","工学部総合情報学部","https://nias.ac.jp/","工学研究科","1965年","1942年","グリーンヒルキャンパス（長崎市網場町）シーサイドキャンパス（長崎市宿町）","","","","","","","","","",""
"名古屋造形大学","[名古屋造形芸術大学 →名古屋造形大学(2008年改称)] 2008年 度より、学校名が「名古屋造形芸術大学」から改名された  。","https://ja.wikipedia.org/wiki/名古屋造形大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯35度17分49.71秒東経137度0分9.89秒","愛知県小牧市大字大草字年上坂6004北緯35度17分49.71秒東経137度0分9.89秒﻿ / ﻿北緯35.2971417度 東経137.0027472度﻿ /35.2971417; 137.0027472座標:北緯35度17分49.71秒東経137度0分9.89秒﻿ / ﻿北緯35.2971417度 東経137.0027472度﻿ /35.2971417; 137.0027472","私立","学校法人同朋学園","造形学部","https://www.nzu.ac.jp/","造形研究科","1990年","1967年","","","","","","","","","","",""
"愛知工業大学","[名古屋電気大学 →愛知工業大学(1960年改称)] ","https://ja.wikipedia.org/wiki/愛知工業大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯35度10分58.8秒東経137度6分43.8秒","愛知県豊田市八草町八千草1247北緯35度10分58.8秒東経137度6分43.8秒﻿ / ﻿北緯35.183000度 東経137.112167度﻿ /35.183000; 137.112167座標:北緯35度10分58.8秒東経137度6分43.8秒﻿ / ﻿北緯35.183000度 東経137.112167度﻿ /35.183000; 137.112167","私立","学校法人名古屋電気学園","工学部経営学部情報科学部","https://www.ait.ac.jp/","工学研究科経営情報科学研究科","1959年","1912年","八草（愛知県豊田市）本山（名古屋市千種区）自由ヶ丘（名古屋市千種区）","","","","","","","","","",""
"藤田医科大学","[名古屋保健衛生大学 → 藤田学園保健衛生大学 (1984年改称) → 藤田保健衛生大学 (1991年改称) →藤田医科大学(2018年改称)] 創立時には、 名古屋保健衛生大学 という大学名だったが、設立者である 藤田啓介 ・藤田学園 総長 （ 1925年 3月21日 - 1995年 6月11日 、 名古屋帝国大学 医学部卒、元 岩手医科大学 助教授 ・元 愛知学院大学 歯学部 教授 ）の名前および学園名に因んで命名された。後に藤田学園保健衛生大学、藤田保健衛生大学と改称、2018年10月10日、大学創立50周年を機に、「保健衛生」よりも、より 医療 の 臨床 場面をイメージし易いようにと、藤田医科大学に改称した（英語名は変更なし）  。","https://ja.wikipedia.org/wiki/藤田医科大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯35度4分10.16秒東経137度0分4.8秒","愛知県豊明市沓掛町田楽ヶ窪1番地98北緯35度4分10.16秒東経137度0分4.8秒﻿ / ﻿北緯35.0694889度 東経137.001333度﻿ /35.0694889; 137.001333座標:北緯35度4分10.16秒東経137度0分4.8秒﻿ / ﻿北緯35.0694889度 東経137.001333度﻿ /35.0694889; 137.001333","私立","学校法人藤田学園","医学部医療科学部保健衛生学部","https://www.fujita-hu.ac.jp/","医学研究科保健学研究科","1964年","1968年","","","","","","","","","","",""
"名古屋薬科大学","[名古屋薬科大学→名古屋市立大学(1950年改称)] 1884年 （ 明治 17年）に設立された 私立名古屋薬学校 を源流とする。直接の前身校、旧制 名古屋薬学専門学校 は、当初私立として設立されたが、 1946年 （昭和21年）に名古屋市に移管された。 第二次世界大戦 後の 学制改革 で新制 名古屋薬科大学 となった後、同じ名古屋市立の旧制 名古屋女子医科大学 と統合され 名古屋市立大学薬学部 となった。同窓会は 「名古屋市立大学薬友会」 と称し、旧制・新制合同の会である。","https://ja.wikipedia.org/wiki/名古屋薬科大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","","愛知県愛知郡鳴海町","公立","名古屋市","","","","1949年","1884年","","","","","","","","","","",""
"宇都宮共和大学","[那須大学 →宇都宮共和大学(2006年改称)] 宇都宮共和大学は、 1999年 に「 那須大学 」として開設された。 2006年 に宇都宮シティキャンパスの竣工と学部名称の変更を行うと同時に、大学名も「宇都宮共和大学」に改称した。大学名の「共和」は、『 史記 』の一節にある「共同和合」より採られている  。 高等教育 機関 の 認証 機関 である 財団法人 大学基準協会 の正会員加盟判定審査  において、「 学生 の受け入れおよび 財務 に関して問題点が認められる」などとして、2004年には「判断保留」、2007年には「不適合」と判定された。 2011年 宇都宮短期大学 人間福祉学科幼児福祉専攻を改組して、宇都宮共和大学子ども生活学部を設置。 2011年には 大学基準協会 の正会員加盟判定審査  において「期限付適合」、2014年には「適合」と判定された。","https://ja.wikipedia.org/wiki/宇都宮共和大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯36度33分39秒東経139度53分28秒","栃木県宇都宮市大通り1丁目3番18号北緯36度33分39秒東経139度53分28秒﻿ / ﻿北緯36.56083度 東経139.89111度﻿ /36.56083; 139.89111座標:北緯36度33分39秒東経139度53分28秒﻿ / ﻿北緯36.56083度 東経139.89111度﻿ /36.56083; 139.89111","私立","学校法人須賀学園","シティライフ学部子ども生活学部","http://www.kyowa-u.ac.jp/","（未設置）","","","宇都宮シティキャンパス長坂キャンパス那須キャンパス","1999年","","","","","","","","",""
"大阪府立大学","[浪速大学 →大阪府立大学(1955年改称)] 大阪府立大学は、2005年に旧大阪府立大学、 大阪女子大学 、大阪府立看護大学の3大学を統合し誕生した。現在、4学域13学類、7研究科を設置している。日本の公立大学の中で 最も規模の大きな大学 である。また近畿の大学で唯一の獣医学領域を設置している。学術情報センター図書館は大阪府民も利用することができる。","https://ja.wikipedia.org/wiki/大阪府立大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯34度32分44秒東経135度30分32秒","大阪府堺市中区学園町1番1号北緯34度32分44秒東経135度30分32秒﻿ / ﻿北緯34.54556度 東経135.50889度﻿ /34.54556; 135.50889座標:北緯34度32分44秒東経135度30分32秒﻿ / ﻿北緯34.54556度 東経135.50889度﻿ /34.54556; 135.50889","公立","公立大学法人大阪","現代システム科学域工学域生命環境科学域地域保健学域","https://www.osakafu-u.ac.jp/","工学研究科生命環境科学研究科理学系研究科経済学研究科人間社会学研究科看護学研究科総合リハビリテーション学研究科","2005年","1883年","中百舌鳥（堺市中区学園町）羽曳野（羽曳野市はびきの）りんくう（泉佐野市りんくう往来北）","","","","","","","","","",""
"大阪芸術大学","[浪速芸術大学 →大阪芸術大学(1966年改称)] 戦前に設立された平野英語塾を前身に浪速短期大学（現： 大阪芸術大学短期大学部 ）として再編、1964年（ 昭和 39年）に浪速芸術大学として設置される。設置者は 学校法人 塚本学院 。2学部（芸術学部、通信教育学部）、3分野（造形、音楽、メディア芸術）14学科を有しており、全54専攻に分かれる。2010年時点で在籍学生は学部6,020名、大学院170名、通信課程1,584名となる  。","https://ja.wikipedia.org/wiki/大阪芸術大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯34度30分39.1秒東経135度37分55.1秒","大阪府南河内郡河南町東山469北緯34度30分39.1秒東経135度37分55.1秒﻿ / ﻿北緯34.510861度 東経135.631972度﻿ /34.510861; 135.631972座標:北緯34度30分39.1秒東経135度37分55.1秒﻿ / ﻿北緯34.510861度 東経135.631972度﻿ /34.510861; 135.631972","私立","学校法人塚本学院","芸術学部","www.osaka-geidai.ac.jp","芸術研究科","1957年","1945年","大学院・学部（大阪府南河内郡河南町）スカイキャンパス（大阪府大阪市阿倍野区阿倍野筋）短期大学部大阪学舎（大阪市東住吉区）短期大学部伊丹学舎（兵庫県伊丹市）","","","","","","","","","",""
"奈良教育大学","[奈良学芸大学 →奈良教育大学(1966年改称)] 「学芸の理論とその応用とを教授研究し、高い知性と豊かな教養とを備えた人材、特に有能な教育者を育てるとともに、この地方に特色のある文化の向上を図ること」を目的とする大学である  。","https://ja.wikipedia.org/wiki/奈良教育大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯34度40分22.8秒東経135度50分36.6秒","奈良県奈良市高畑町北緯34度40分22.8秒東経135度50分36.6秒﻿ / ﻿北緯34.673000度 東経135.843500度﻿ /34.673000; 135.843500座標:北緯34度40分22.8秒東経135度50分36.6秒﻿ / ﻿北緯34.673000度 東経135.843500度﻿ /34.673000; 135.843500","国立","国立大学法人奈良教育大学","教育学部","https://www.nara-edu.ac.jp","教育学研究科","1949年","1888年","高畑キャンパス（奈良市）附属中学校（奈良市）自然環境教育センター奈良実習園（奈良市）自然環境教育センター奥吉野実習林（五條市）国際学生宿舎（奈良市）学生宿舎（橘宿舎）（奈良市）","","","","","","","","","",""
"奈良県立大学","[奈良県立商科大学 →奈良県立大学(2001年改称)] 地域創造学部地域創造学科のみの単科大学である。","https://ja.wikipedia.org/wiki/奈良県立大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯34度41分15.1秒 東経135度49分15.9秒","奈良県奈良市船橋町10番地","公立","公立大学法人奈良県立大学","地域創造学部・理工学部(予定)","https://www.narapu.ac.jp/","","1990年","1953年","県立大キャンパス","","","","","","","","","",""
"奈良学園大学","[奈良産業大学 →奈良学園大学(2014年改称)] 本学は 学校法人奈良学園 創設者である 伊瀬敏郎 により、 1984年 に奈良産業大学として創立された。 2000年 代初頭には社会科学系の総合大学へ発展したが、以降は定員割れが続いたため、従来の学部を廃止し、大学名を改称した上で、教育と医療の大学として再出発を図った。看護の分野は少しずつであるが、看護師を目指す男子学生が増えてきている。","https://ja.wikipedia.org/wiki/奈良学園大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯34度35分44.5秒東経135度40分40.8秒","奈良県生駒郡三郷町立野北3丁目12番1号北緯34度35分44.5秒東経135度40分40.8秒﻿ / ﻿北緯34.595694度 東経135.678000度﻿ /34.595694; 135.678000座標:北緯34度35分44.5秒東経135度40分40.8秒﻿ / ﻿北緯34.595694度 東経135.678000度﻿ /34.595694; 135.678000","私立","学校法人奈良学園","人間教育学部保健医療学部","http://www.naragakuen-u.jp/","看護学研究科　","","","三郷（奈良県生駒郡三郷町）登美ヶ丘（奈良県奈良市）","1984年","","","","","","","","",""
"新潟リハビリテーション大学","[新潟リハビリテーション大学院大学 →新潟リハビリテーション大学(2010年学部設置・改称)] 設置者は 学校法人北都健勝学園 。 医療学部 ・リハビリテーション学科の中に、理学療法学専攻・作業療法学専攻・言語聴覚学専攻・リハビリテーション心理学専攻が設置されている。","https://ja.wikipedia.org/wiki/新潟リハビリテーション大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯38度11分14秒東経139度26分29.6秒","新潟県村上市上の山2-16北緯38度11分14秒東経139度26分29.6秒﻿ / ﻿北緯38.18722度 東経139.441556度﻿ /38.18722; 139.441556座標:北緯38度11分14秒東経139度26分29.6秒﻿ / ﻿北緯38.18722度 東経139.441556度﻿ /38.18722; 139.441556","私立","学校法人北都健勝学園","医療学部","https://nur.ac.jp/","リハビリテーション研究科","2007年","1994年","","","","","","","","","","",""
"帝京科学大学","[西東京科学大学 →帝京科学大学(1996年改称)] 1990年 に 西東京科学大学 として創立、 1996年 に学部再編に伴い 帝京科学大学 に名称変更された。2002年に開設した アニマル サイエンス 学科では 獣医学 でもなく 畜産学 でもない当時の大学では日本初の「動物と人間の共生」という新しい動物系の分野を開拓している。","https://ja.wikipedia.org/wiki/帝京科学大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯35度45分12.7秒東経139度47分21.4秒","東京都足立区千住桜木2-2-1北緯35度45分12.7秒東経139度47分21.4秒﻿ / ﻿北緯35.753528度 東経139.789278度﻿ /35.753528; 139.789278座標:北緯35度45分12.7秒東経139度47分21.4秒﻿ / ﻿北緯35.753528度 東経139.789278度﻿ /35.753528; 139.789278","私立","学校法人帝京科学大学","生命環境学部医療科学部教育人間科学部","https://www.ntu.ac.jp/","アニマルサイエンス専攻バイオサイエンス専攻環境マテリアル専攻先端科学技術専攻総合リハビリテーション学専攻（M）柔道整復学健康ケア専攻看護学専攻総合リハビリテーション学専攻（D）","","","千住キャンパス（東京都足立区）東京西キャンパス（山梨県上野原市）","1990年","","","","","","","","",""
"日本教育大学院大学","[日本教育大学院大学→星槎大学大学院教育実践研究科 (2017年統合)] 日本教育大学院大学 （にほんきょういくだいがくいんだいがく、英語: Japan Professional School of Education）は、 東京都 千代田区 神田須田町 1-2-3に本部を置いていた日本の 専門職大学院 大学である。","https://ja.wikipedia.org/wiki/日本教育大学院大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"日本獣医生命科学大学","[日本獣医畜産大学 →日本獣医生命科学大学(2006年改称)] 2006年 （平成18年） 4月1日 より校名を日本獣医畜産大学から日本獣医生命科学大学に変更した。設置者は 学校法人日本医科大学 。","https://ja.wikipedia.org/wiki/日本獣医生命科学大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯35度42分4.72秒東経139度32分50.5秒","東京都武蔵野市境南町1-7-1北緯35度42分4.72秒東経139度32分50.5秒﻿ / ﻿北緯35.7013111度 東経139.547361度﻿ /35.7013111; 139.547361座標:北緯35度42分4.72秒東経139度32分50.5秒﻿ / ﻿北緯35.7013111度 東経139.547361度﻿ /35.7013111; 139.547361","私立","学校法人日本医科大学","獣医学部応用生命科学部","https://www.nvlu.ac.jp/","獣医生命科学研究科","1949年","1881年","武蔵境キャンパス -東京都武蔵野市境南町1丁目7番1号","","","","","","","","","",""
"日本大学","[日本大学松戸歯科大学 →日本大学松戸歯学部 (1975年統合)] 日本大学は 日本最大 の規模を有する 総合大学 である。","https://ja.wikipedia.org/wiki/日本大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯35度41分27.6秒東経139度44分15.39秒","東京都千代田区九段南四丁目8番24号北緯35度41分27.6秒東経139度44分15.39秒﻿ / ﻿北緯35.691000度 東経139.7376083度﻿ /35.691000; 139.7376083座標:北緯35度41分27.6秒東経139度44分15.39秒﻿ / ﻿北緯35.691000度 東経139.7376083度﻿ /35.691000; 139.7376083","私立","学校法人日本大学","法学部文理学部経済学部商学部芸術学部国際関係学部危機管理学部スポーツ科学部理工学部生産工学部工学部医学部歯学部松戸歯学部生物資源科学部薬学部通信教育部短期大学部","https://www.nihon-u.ac.jp/","法学研究科新聞学研究科文学研究科総合基礎科学研究科経済学研究科商学研究科芸術学研究科国際関係研究科理工学研究科生産工学研究科工学研究科医学研究科歯学研究科松戸歯学研究科生物資源科学研究科獣医学研究科薬学研究科総合社会情報研究科法務研究科","1920年","1889年","本部（東京都千代田区）市ヶ谷（東京都千代田区）法学部（東京都千代田区）文理学部（東京都世田谷区経済学部（東京都千代田区）商学部（東京都世田谷区）江古田キャンパス（東京都練馬区）国際関係学部（静岡県三島市）危機管理学部（東京都世田谷区）スポーツ科学部（東京都世田谷区）駿河台キャンパス（東京都千代田区）船橋キャンパス（千葉県船橋市）津田沼キャンパス（千葉県習志野市）実籾キャンパス（千葉県習志野市）工学部（福島県郡山市）医学部（東京都板橋区）歯学部（東京都千代田区）松戸歯学部（千葉県松戸市）生物資源科学部（神奈川県藤沢市）薬学部（千葉県船橋市）通信教育部（東京都千代田区）","","","","","","","","","",""
"開智国際大学","[日本橋学館大学 →開智国際大学(2015年改称)] 開学以来、学科をこえて多くの科目を幅広く履修できる「クロスオーバー履修制度」を実施。 教員一人に対する学生の数が約17人。さらに、ひとつのゼミナールの人数が5〜6人の少人数教育によって個々の学生をサポートする。","https://ja.wikipedia.org/wiki/開智国際大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯35度51分41.8秒東経139度59分17.3秒","千葉県柏市柏1225-6北緯35度51分41.8秒東経139度59分17.3秒﻿ / ﻿北緯35.861611度 東経139.988139度﻿ /35.861611; 139.988139座標:北緯35度51分41.8秒東経139度59分17.3秒﻿ / ﻿北緯35.861611度 東経139.988139度﻿ /35.861611; 139.988139","私立","学校法人開智学園","教育学部国際教養学部","http://www.kaichi.ac.jp/","","2000年","1904年","","","","","","","","","","",""
"ルーテル学院大学","[日本ルーテル神学大学 →ルーテル学院大学(1996年改称)] マルティン・ルター ジェームス・シェーラー ラファス・ピーリー 山内量平 ・ 山内幹枝 山内直丸 川瀬徳太郎 三浦豕 石松量蔵 佐藤繁彦 鍋谷堯爾","https://ja.wikipedia.org/wiki/ルーテル学院大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯35度41分18秒東経139度32分7秒","東京都三鷹市大沢3-10-20北緯35度41分18秒東経139度32分7秒﻿ / ﻿北緯35.68833度 東経139.53528度﻿ /35.68833; 139.53528座標:北緯35度41分18秒東経139度32分7秒﻿ / ﻿北緯35.68833度 東経139.53528度﻿ /35.68833; 139.53528","私立","学校法人ルーテル学院","総合人間学部","https://www.luther.ac.jp/","総合人間学研究科","1964年","1909年","","","","","","","","","","",""
"京都ノートルダム女子大学","[ノートルダム女子大学 →京都ノートルダム女子大学(1999年改称)] 「 徳 と 知 」を建学の精神とし、社会と国際社会の平和に貢献できる感性豊かな女性の育成を目指して教育に取り組む。なお、「徳と知」は「virtue and knowledge」と訳され校歌の歌詞にも入っている。","https://ja.wikipedia.org/wiki/京都ノートルダム女子大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯35度3分1.9秒東経135度46分22.0秒","京都府京都市左京区下鴨北緯35度3分1.9秒東経135度46分22.0秒﻿ / ﻿北緯35.050528度 東経135.772778度﻿ /35.050528; 135.772778座標:北緯35度3分1.9秒東経135度46分22.0秒﻿ / ﻿北緯35.050528度 東経135.772778度﻿ /35.050528; 135.772778","私立","学校法人ノートルダム女学院","国際言語文化学部現代人間学部","https://www.notredame.ac.jp/","人間文化研究科心理学研究科","","","","1961年","","","","","","","","",""
"梅光学院大学","[梅光女学院大学 →梅光学院大学(2001年改称)] 教員の個人研究室がなく、すべての教職員が固定席をもたないというユニークな就労形態で知られる  。","https://ja.wikipedia.org/wiki/梅光学院大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯33度58分3.20秒東経130度55分57.20秒","山口県下関市向洋町1-1-1北緯33度58分3.20秒東経130度55分57.20秒﻿ / ﻿北緯33.9675556度 東経130.9325556度﻿ /33.9675556; 130.9325556座標:北緯33度58分3.20秒東経130度55分57.20秒﻿ / ﻿北緯33.9675556度 東経130.9325556度﻿ /33.9675556; 130.9325556","私立","学校法人梅光学院","文学部子ども学部","https://www.baiko.ac.jp/university/","文学研究科","1967年","1872年","東駅キャンパス","","","","","","","","","",""
"山口福祉文化大学","[萩国際大学 →山口福祉文化大学(2007年改称)→至誠館大学(2014年改称)] この節には 複数の問題があります 。 改善 や ノートページ での議論にご協力ください。","https://ja.wikipedia.org/wiki/山口福祉文化大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯34度25分51.6秒 東経131度25分18.1秒","山口県萩市椿東浦田5000","私立","学校法人萩至誠館","ライフデザイン学部","http://www.shiseikan.ac.jp/","（未設置）","1999年","1967年","本部（山口県萩市）東京サテライト（東京都豊島区）","","","","","","","","","",""
"浜松大学","[浜松大学(旧・常葉学園浜松大学) →常葉大学(2013年統合)] 2004年11月、健康栄養学科、こども健康学科、心身マネジメント学科の設置が認可された。その際、留意事項として、専任教員を配置していない主要科目に、専任教員を配置すること、 常葉学園大学 教育学部初等教育課程、心理教育学科、 常葉学園短期大学 保育科の定員超過の是正に努めるよう指摘された  。","https://ja.wikipedia.org/wiki/浜松大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","","静岡県浜松市北区都田町1230","私立","学校法人常葉学園","ビジネスデザイン学部健康プロデュース学部保健医療学部","","経営学研究科健康科学研究科","","","浜松（北区都田町）","1988年","","2016年","","","","","","",""
"北海道医療大学","[東日本学園大学 →北海道医療大学(1994年改称)] 1974年 2月に 佐々木真太郎 が中心となり、当時の北海道知事・ 堂垣内尚弘 が協力して、東日本学園大学として北海道石狩郡当別町に設立された。当初は佐々木の息子 糸山英太郎 が所有する 音別町 （現・ 釧路市 ）の土地に学園都市を構想し、 雄別炭鉱 尺別鉱業所が閉山された事による国から音別町への交付金より一部の支援を受け、音別校舎（ 教養部 ）を設置した。大学機能の大半が当別町に置かれていたことから、 1985年 に音別校舎を廃止し当別町へ移転・統合した。","https://ja.wikipedia.org/wiki/北海道医療大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯43度13分53秒東経141度32分56秒","北海道石狩郡当別町金沢1757北緯43度13分53秒東経141度32分56秒﻿ / ﻿北緯43.23139度 東経141.54889度﻿ /43.23139; 141.54889座標:北緯43度13分53秒東経141度32分56秒﻿ / ﻿北緯43.23139度 東経141.54889度﻿ /43.23139; 141.54889","私立","学校法人東日本学園","歯学部薬学部看護福祉学部心理科学部リハビリテーション科学部医療技術学部","https://www.hoku-iryo-u.ac.jp/","歯学研究科薬学研究科看護福祉学研究科心理科学研究科リハビリテーション科学研究科","","","当別キャンパス（北海道石狩郡当別町）札幌あいの里キャンパス（札幌市北区）札幌サテライトキャンパス（札幌市中央区）","1974年","","","","","","","","",""
"ビジネス・ブレークスルー","[ビジネス・ブレークスルー大学院大学 →ビジネス・ブレークスルー大学(2010年学部設置・改称)] 株式会社ビジネス・ブレークスルー （ Business Breakthrough Inc. ）は、経営指導・人材育成教育を行う 日本 の 企業 。","https://ja.wikipedia.org/wiki/ビジネス・ブレークスルー","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","","1998年4月8日"
"兵庫県立大学","[姫路工業大学 →兵庫県立大学(2004年統合)] 兵庫県立大学は2004年に誕生した大学である。かつて兵庫県に存在した、旧 神戸商科大学 ・旧 姫路工業大学 ・旧 兵庫県立看護大学 の3大学が統合された。前身校はそれぞれ 関西 ではよく知られた大学であったが、 第二次世界大戦 後は伝統を異にして発展した経緯から、大学としての一体感は醸成途上にある。 公立大学 としては、日本有数の歴史・日本最大級の規模を誇る。","https://ja.wikipedia.org/wiki/兵庫県立大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯34度40分41.7秒東経135度03分7.6秒","兵庫県神戸市西区学園西町8-2-1北緯34度40分41.7秒東経135度03分7.6秒﻿ / ﻿北緯34.678250度 東経135.052111度﻿ /34.678250; 135.052111座標:北緯34度40分41.7秒東経135度03分7.6秒﻿ / ﻿北緯34.678250度 東経135.052111度﻿ /34.678250; 135.052111","公立","公立大学法人兵庫県立大学","経済学部経営学部国際商経学部理学部工学部看護学部環境人間学部社会情報科学部","https://www.u-hyogo.ac.jp/","社会科学研究科経済学研究科経営学研究科経営研究科会計研究科理学研究科物質理学研究科生命理学研究科工学研究科情報科学研究科応用情報科学研究科シミュレーション学研究科看護学研究科環境人間学研究科減災復興政策研究科緑環境景観マネジメント研究科地域資源マネジメント研究科","","","神戸商科（神戸市西区）姫路工学（姫路市）播磨理学（赤穂郡上郡町・たつの市）姫路環境人間（姫路市）明石看護（明石市）神戸情報科学（神戸市中央区）淡路緑景観（淡路市）豊岡ジオ・コウノトリキャンパス（豊岡市祥雲寺）神戸防災（神戸市中央区）","2004年","","","","","","","","",""
"神戸医科大学","[兵庫県立医科大学 →神戸医科大学(1952年改称) →神戸大学医学部 (1964年統合)] ここでは 旧制兵庫県立医学専門学校 ・ 旧制兵庫県立医科大学 など源流・前身諸校についての記述を含む。","https://ja.wikipedia.org/wiki/神戸医科大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","","兵庫県神戸市生田区(現・中央区) 楠町6丁目","公立","兵庫県","医学部","","","1952年","1944年","楠校地","","","1968年","","","","","","",""
