"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","駅構造","開業年月日","ホーム","所在地","備考","乗車人員,-統計年度-","電報略号","駅番号","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","種類","本社所在地","設立","業種","法人番号"
"宮崎台駅","宮崎台駅（みやざきだいえき）","https://ja.wikipedia.org/wiki/宮崎台駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度35分14.5秒東経139度35分29秒","■田園都市線","13.7 km（渋谷起点）","東急電鉄","地上駅","1966年（昭和41年）4月1日[1]","2面2線","川崎市宮前区宮崎二丁目10番地12号北緯35度35分14.5秒東経139度35分29秒﻿ / ﻿北緯35.587361度 東経139.59139度﻿ /35.587361; 139.59139﻿ (宮崎台駅)座標:北緯35度35分14.5秒東経139度35分29秒﻿ / ﻿北緯35.587361度 東経139.59139度﻿ /35.587361; 139.59139﻿ (宮崎台駅)","東急電鉄直営駅","","","DT12","50,176人/日-2019年-","","","","","","",""
"宮地駅","宮地駅（みやじえき）","https://ja.wikipedia.org/wiki/宮地駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯32度56分14.14秒東経131度7分2.72秒","■豊肥本線","94.4 km（大分起点）","九州旅客鉄道（JR九州）","地上駅","1918年（大正7年）1月25日[2]","1面2線[1]","熊本県阿蘇市一の宮町宮地[1]北緯32度56分14.14秒東経131度7分2.72秒﻿ / ﻿北緯32.9372611度 東経131.1174222度﻿ /32.9372611; 131.1174222座標:北緯32度56分14.14秒東経131度7分2.72秒﻿ / ﻿北緯32.9372611度 東経131.1174222度﻿ /32.9372611; 131.1174222","直営駅POS端末設置","414人/日（降車客含まず）-2005年-","ミヤ","","","","","","","","",""
"宮島桟橋","宮島桟橋（みやじまさんばし）","https://ja.wikipedia.org/wiki/宮島桟橋","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度18分7.6秒東経132度19分20.01秒","","","","","","","北緯34度18分7.6秒東経132度19分20.01秒﻿ / ﻿北緯34.302111度 東経132.3222250度﻿ /34.302111; 132.3222250﻿ (宮島桟橋（宮島駅）)","","","","","","","","","","","",""
"宮島口駅","宮島口駅（みやじまぐちえき）","https://ja.wikipedia.org/wiki/宮島口駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度18分43.32秒東経132度18分10.67秒","R山陽本線","326.5 km（神戸起点）","西日本旅客鉄道（JR西日本）","地上駅","1897年（明治30年）9月25日","2面3線","広島県廿日市市宮島口一丁目3-23北緯34度18分43.32秒東経132度18分10.67秒﻿ / ﻿北緯34.3120333度 東経132.3029639度﻿ /34.3120333; 132.3029639座標:北緯34度18分43.32秒東経132度18分10.67秒﻿ / ﻿北緯34.3120333度 東経132.3029639度﻿ /34.3120333; 132.3029639","直営駅（管理駅）みどりの券売機プラス設置駅*1942年に宮島駅から改称。","4,359人/日（降車客含まず）-2018年-","ミク","JR-R10","","広電宮島口駅（広島電鉄宮島線）宮島口フェリー乗り場","","","","","",""
"宮島口桟橋","宮島口桟橋（みやじまぐちさんばし）","https://ja.wikipedia.org/wiki/宮島口桟橋","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度18分40.8秒東経132度18分18.2秒","","","","","","","北緯34度18分40.8秒東経132度18分18.2秒﻿ / ﻿北緯34.311333度 東経132.305056度﻿ /34.311333; 132.305056﻿ (宮島口フェリー乗り場)座標:北緯34度18分40.8秒東経132度18分18.2秒﻿ / ﻿北緯34.311333度 東経132.305056度﻿ /34.311333; 132.305056﻿ (宮島口フェリー乗り場)","","","","","","","","","","","",""
"宮島ボートレース場駅","宮島ボートレース場駅（みやじまボートレースじょうえき・臨時）","https://ja.wikipedia.org/wiki/宮島ボートレース場駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度18分51.761秒東経132度18分17.66秒","■宮島線","15.9 km（広電西広島起点）","広島電鉄","地上駅","1954年（昭和29年）10月31日[2]","2面2線","広島県廿日市市宮島口一丁目60番地先[1]北緯34度18分51.761秒東経132度18分17.66秒﻿ / ﻿北緯34.31437806度 東経132.3049056度﻿ /34.31437806; 132.3049056﻿ (宮島ボートレース場駅)座標:北緯34度18分51.761秒東経132度18分17.66秒﻿ / ﻿北緯34.31437806度 東経132.3049056度﻿ /34.31437806; 132.3049056﻿ (宮島ボートレース場駅)","宮島競艇開催中のみ臨時停車する臨時駅","","","","","","","","","","",""
"宮田駅","宮田駅（みやだえき）","https://ja.wikipedia.org/wiki/宮田駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度46分2.13秒東経137度56分20.03秒","CD飯田線","169.1 km（豊橋起点）","東海旅客鉄道（JR東海）","地上駅","1913年（大正2年）12月27日[1]","2面2線[1]","長野県上伊那郡宮田村[1]3198北緯35度46分2.13秒東経137度56分20.03秒﻿ / ﻿北緯35.7672583度 東経137.9388972度﻿ /35.7672583; 137.9388972座標:北緯35度46分2.13秒東経137度56分20.03秒﻿ / ﻿北緯35.7672583度 東経137.9388972度﻿ /35.7672583; 137.9388972","駅員無配置駅[1]標高：648m[1]","337人/日（降車客含まず）-2018年-","ミヤ[1]","","","","","","","","",""
"宮田町停留場","宮田町停留場（みやたちょうていりゅうじょう）","https://ja.wikipedia.org/wiki/宮田町停留場","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯33度50分37.99秒東経132度45分9.274秒","大手町線","0.4 km（古町起点）","伊予鉄道","地上駅","","相対式（低床）","愛媛県松山市宮田町北緯33度50分37.99秒東経132度45分9.274秒﻿ / ﻿北緯33.8438861度 東経132.75257611度﻿ /33.8438861; 132.75257611﻿ (宮田町停留場)","","","","06","924[1]人/日-2015年-","","","","","","",""
"宮津駅","宮津駅（みやづえき）","https://ja.wikipedia.org/wiki/宮津駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度32分4.14秒東経135度11分59.29秒","宮津線（宮舞線・宮豊線）*","24.7 km（西舞鶴起点）","WILLER TRAINS（京都丹後鉄道）","地上駅","1924年（大正13年）4月12日[1]","3面4線","京都府宮津市字鶴賀2065番地の4北緯35度32分4.14秒東経135度11分59.29秒﻿ / ﻿北緯35.5344833度 東経135.1998028度﻿ /35.5344833; 135.1998028﻿ (宮津駅)座標:北緯35度32分4.14秒東経135度11分59.29秒﻿ / ﻿北緯35.5344833度 東経135.1998028度﻿ /35.5344833; 135.1998028﻿ (宮津駅)","有人駅（直営駅）みどりの窓口有* 1990年西日本旅客鉄道から移管[1]","672人/日（降車客含まず）-2019年-","ミヤ","14","","","","","","","",""
"宮野駅","宮野駅（みやのえき）","https://ja.wikipedia.org/wiki/宮野駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度11分29.07秒東経131度29分54.19秒","■山口線","15.5 km（新山口起点）","西日本旅客鉄道（JR西日本）","地上駅","1917年（大正6年）7月1日","1面2線","山口県山口市桜畠二丁目4北緯34度11分29.07秒東経131度29分54.19秒﻿ / ﻿北緯34.1914083度 東経131.4983861度﻿ /34.1914083; 131.4983861座標:北緯34度11分29.07秒東経131度29分54.19秒﻿ / ﻿北緯34.1914083度 東経131.4983861度﻿ /34.1914083; 131.4983861","無人駅（自動券売機 有）","374人/日（降車客含まず）-2019年-","ミノ","","","","","","","","",""
"宮の奥停留場","宮の奥停留場（みやのおくていりゅうじょう）","https://ja.wikipedia.org/wiki/宮の奥停留場","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯33度33分8.48秒東経133度28分33.6秒","伊野線","6.8 km（はりまや橋起点）","とさでん交通","地上駅","1907年（明治40年）9月16日","2面1線","高知県高知市朝倉北緯33度33分8.48秒東経133度28分33.6秒﻿ / ﻿北緯33.5523556度 東経133.476000度﻿ /33.5523556; 133.476000﻿ (宮の奥停留場)","","","","","","","","","","","",""
"宮ノ越駅","宮ノ越駅（みやのこしえき）","https://ja.wikipedia.org/wiki/宮ノ越駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度53分18.14秒東経137度45分49.96秒","CF中央本線","255.5km（東京起点）名古屋から141.4 km","東海旅客鉄道（JR東海）","地上駅","1910年（明治43年）11月25日[1]","1面2線[1]","長野県木曽郡木曽町日義宮ノ越[1]北緯35度53分18.14秒東経137度45分49.96秒﻿ / ﻿北緯35.8883722度 東経137.7638778度﻿ /35.8883722; 137.7638778﻿ (宮ノ越駅)","駅員無配置駅[1]標高：859.6m[1]","46人/日（降車客含まず）-2018年-","ミコ[1]","","","","","","","","",""
"宮の坂駅","宮の坂駅（みやのさかえき・東急世田谷線）","https://ja.wikipedia.org/wiki/宮の坂駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度38分52.7秒東経139度38分41.9秒","■世田谷線","2.7 km（三軒茶屋起点）","東急電鉄","地上駅","1945年（昭和20年）7月15日","2面2線","東京都世田谷区宮坂1-24-7北緯35度38分52.7秒東経139度38分41.9秒﻿ / ﻿北緯35.647972度 東経139.644972度﻿ /35.647972; 139.644972座標:北緯35度38分52.7秒東経139度38分41.9秒﻿ / ﻿北緯35.647972度 東経139.644972度﻿ /35.647972; 139.644972","1966年（昭和41年）1月20日宮ノ坂駅より改称","","","SG07","","","","","","","",""
"宮之阪駅","宮之阪駅（みやのさかえき・京阪交野線）","https://ja.wikipedia.org/wiki/宮之阪駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度48分49.15秒東経135度39分23.90秒","■交野線","1.0 km（枚方市起点）","京阪電気鉄道","高架駅","1940年（昭和15年）9月11日","2面2線","大阪府枚方市宮之阪一丁目9番43号北緯34度48分49.15秒東経135度39分23.90秒﻿ / ﻿北緯34.8136528度 東経135.6566389度﻿ /34.8136528; 135.6566389座標:北緯34度48分49.15秒東経135度39分23.90秒﻿ / ﻿北緯34.8136528度 東経135.6566389度﻿ /34.8136528; 135.6566389","*1971年に中宮駅から改称無人駅（自動券売機有）","3,111人/日（降車客含まず）-2019年-","宮（駅名略称方式）","KH  61","6,153人/日-2019年-","","","","","","",""
"宮の沢駅","宮の沢駅（みやのさわえき）","https://ja.wikipedia.org/wiki/宮の沢駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯43度5分24.1秒東経141度16分37.9秒","札幌市営地下鉄東西線","0.0 km（宮の沢起点）","札幌市交通局","地下駅","1999年（平成11年）2月25日[1]","島式 1面2線","札幌市西区宮の沢1条1丁目北緯43度5分24.1秒東経141度16分37.9秒﻿ / ﻿北緯43.090028度 東経141.277194度﻿ /43.090028; 141.277194座標:北緯43度5分24.1秒東経141度16分37.9秒﻿ / ﻿北緯43.090028度 東経141.277194度﻿ /43.090028; 141.277194","","14,504人/日（降車客含まず）-2019年-","","○T01","","","","","","","",""
"宮ノ下駅","宮ノ下駅（みやのしたえき）","https://ja.wikipedia.org/wiki/宮ノ下駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度14分31.6秒東経139度3分46.6秒","鉄道線（箱根登山電車）","12.1 km（小田原起点）","箱根登山鉄道","地上駅","1919年（大正8年）6月1日","2面2線","神奈川県足柄下郡箱根町宮ノ下404-11北緯35度14分31.6秒東経139度3分46.6秒﻿ / ﻿北緯35.242111度 東経139.062944度﻿ /35.242111; 139.062944座標:北緯35度14分31.6秒東経139度3分46.6秒﻿ / ﻿北緯35.242111度 東経139.062944度﻿ /35.242111; 139.062944","標高436m[2]","288人/日（降車客含まず）-2018年[1]-","","OH54","615人/日-2018年[1]-","","","","","","",""
"宮の陣駅","宮の陣駅（みやのじんえき）","https://ja.wikipedia.org/wiki/宮の陣駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯33度19分43.85秒東経130度31分50.03秒","■天神大牟田線","36.5 km（西鉄福岡（天神）起点）","西日本鉄道","地上駅","1924年（大正13年）4月12日","2面3線","福岡県久留米市宮ノ陣一丁目北緯33度19分43.85秒東経130度31分50.03秒﻿ / ﻿北緯33.3288472度 東経130.5305639度﻿ /33.3288472; 130.5305639座標:北緯33度19分43.85秒東経130度31分50.03秒﻿ / ﻿北緯33.3288472度 東経130.5305639度﻿ /33.3288472; 130.5305639","","","","T  25 ","2,107人/日-2019年-","","","","","","",""
"宮ノ平駅","宮ノ平駅（みやのひらえき）","https://ja.wikipedia.org/wiki/宮ノ平駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度47分15.4秒東経139度14分13.8秒","■青梅線（東京アドベンチャーライン）","20.6 km（立川起点）","東日本旅客鉄道（JR東日本）","地上駅","1914年（大正3年）4月1日[2]","1面2線[1]","東京都青梅市日向和田二丁目北緯35度47分15.4秒東経139度14分13.8秒座標:北緯35度47分15.4秒 東経139度14分13.8秒","無人駅[1]（乗車駅証明書発行機 有）","504人/日（降車客含まず）-2010年-","ノラ","JC63","","","","","","","",""
"宮ノ前停留場","宮ノ前停留場（みやのまえていりゅうじょう）","https://ja.wikipedia.org/wiki/宮ノ前停留場","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度45分0.3秒東経139度45分54秒","都電荒川線（東京さくらトラム）","3.5 km（三ノ輪橋起点）","東京都交通局","地上駅","1913年（大正2年）4月1日","2面2線","東京都荒川区西尾久二丁目北緯35度45分0.3秒東経139度45分54秒﻿ / ﻿北緯35.750083度 東経139.76500度﻿ /35.750083; 139.76500座標:北緯35度45分0.3秒東経139度45分54秒﻿ / ﻿北緯35.750083度 東経139.76500度﻿ /35.750083; 139.76500","","","","SA10","3,101[1]人/日-2019年-","","","","","","",""
"宮原駅","宮原駅（みやはらえき）","https://ja.wikipedia.org/wiki/宮原駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度56分24.95秒東経139度36分34.41秒","■高崎線","4.0km（大宮起点）東京から尾久経由で34.5 km","東日本旅客鉄道（JR東日本）","地上駅（橋上駅）","1948年（昭和23年）7月15日[2]","2面4線[1]","さいたま市北区宮原町三丁目518北緯35度56分24.95秒東経139度36分34.41秒﻿ / ﻿北緯35.9402639度 東経139.6095583度﻿ /35.9402639; 139.6095583﻿ (宮原駅)","業務委託駅","24,337人/日（降車客含まず）-2019年-","ミラ","","","","","","","","",""
"美山駅","美山駅（みやまえき）","https://ja.wikipedia.org/wiki/美山駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度59分55.27秒東経136度21分53.96秒","■越美北線（九頭竜線）","17.5km（越前花堂起点）福井から20.1 km","西日本旅客鉄道（JR西日本）","地上駅","1960年（昭和35年）12月15日[1]","1面2線[1]","福井県福井市境寺町2-20北緯35度59分55.27秒東経136度21分53.96秒﻿ / ﻿北緯35.9986861度 東経136.3649889度﻿ /35.9986861; 136.3649889座標:北緯35度59分55.27秒東経136度21分53.96秒﻿ / ﻿北緯35.9986861度 東経136.3649889度﻿ /35.9986861; 136.3649889","無人駅[1]","22人/日（降車客含まず）-2017年-","ウマ","","","","","","","","",""
"宮前駅","宮前駅（みやまええき）","https://ja.wikipedia.org/wiki/宮前駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度12分47.21秒東経135度11分16.69秒","W紀勢本線（きのくに線）","378.8km（亀山起点）新宮から198.6 km","西日本旅客鉄道（JR西日本）","地上駅","1955年（昭和30年）4月1日[1]","2面2線","和歌山県和歌山市北中島一丁目45-3北緯34度12分47.21秒東経135度11分16.69秒","無人駅（自動券売機 有）","1,667人/日（降車客含まず）-2019年-","ミマ","","","","","","","","",""
"宮前平駅","宮前平駅（みやまえだいらえき）","https://ja.wikipedia.org/wiki/宮前平駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度35分5.8秒東経139度34分55秒","■田園都市線","14.7 km（渋谷起点）","東急電鉄","高架駅","1966年（昭和41年）4月1日[1]","2面2線","川崎市宮前区宮前平一丁目11番地1北緯35度35分5.8秒東経139度34分55秒﻿ / ﻿北緯35.584944度 東経139.58194度﻿ /35.584944; 139.58194﻿ (宮前平駅)座標:北緯35度35分5.8秒東経139度34分55秒﻿ / ﻿北緯35.584944度 東経139.58194度﻿ /35.584944; 139.58194﻿ (宮前平駅)","東急電鉄直営駅","","","DT13","51,907人/日-2019年-","","","","","","",""
"三山木駅","三山木駅（みやまきえき）","https://ja.wikipedia.org/wiki/三山木駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度47分53.45秒東経135度47分9.45秒","B京都線","22.4 km（京都起点）","近畿日本鉄道（近鉄）","高架駅","1928年（昭和3年）11月3日","2面2線","京都府京田辺市三山木中央1丁目7番地北緯34度47分53.45秒東経135度47分9.45秒﻿ / ﻿北緯34.7981806度 東経135.7859583度﻿ /34.7981806; 135.7859583座標:北緯34度47分53.45秒東経135度47分9.45秒﻿ / ﻿北緯34.7981806度 東経135.7859583度﻿ /34.7981806; 135.7859583","","","ミヤマ"," B18 ","（全日）6,610人/日-2019年-","JR三山木駅（JR片町線）","","","","","",""
"宮町駅","宮町駅（みやまちえき）","https://ja.wikipedia.org/wiki/宮町駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度29分50.57秒東経136度41分55.54秒","M山田線","26.3 km（伊勢中川起点）","近畿日本鉄道（近鉄）","地上駅","1930年（昭和5年）3月27日","2面2線","三重県伊勢市御薗町高向686北緯34度29分50.57秒東経136度41分55.54秒﻿ / ﻿北緯34.4973806度 東経136.6987611度﻿ /34.4973806; 136.6987611座標:北緯34度29分50.57秒東経136度41分55.54秒﻿ / ﻿北緯34.4973806度 東経136.6987611度﻿ /34.4973806; 136.6987611","*1933年に外宮前駅から改称。","620人/日（降車客含まず）-2019年-","ミチ"," M72 ","","","","","","","",""
"海山道駅","海山道駅（みやまどえき）","https://ja.wikipedia.org/wiki/海山道駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度56分34.48秒東経136度37分22.39秒","E名古屋線","39.2 km（伊勢中川起点）","近畿日本鉄道（近鉄）","地上駅","1919年（大正8年）10月25日","2面2線","三重県四日市市海山道二丁目80-1北緯34度56分34.48秒東経136度37分22.39秒﻿ / ﻿北緯34.9429111度 東経136.6228861度﻿ /34.9429111; 136.6228861座標:北緯34度56分34.48秒東経136度37分22.39秒﻿ / ﻿北緯34.9429111度 東経136.6228861度﻿ /34.9429111; 136.6228861","","1,028人/日（降車客含まず）-2019年-","ミヤ"," E23 ","","","","","","","",""
"宮村駅","宮村駅（みやむらえき）","https://ja.wikipedia.org/wiki/宮村駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度31分23.94秒東経135度11分31.78秒","宮福線","28.9 km（*福知山起点）","WILLER TRAINS（京都丹後鉄道）","地上駅（ホームは盛土上）","1988年（昭和63年）7月16日[1]","2面2線","京都府宮津市宮村北緯35度31分23.94秒東経135度11分31.78秒﻿ / ﻿北緯35.5233167度 東経135.1921611度﻿ /35.5233167; 135.1921611﻿ (宮村駅)座標:北緯35度31分23.94秒東経135度11分31.78秒﻿ / ﻿北緯35.5233167度 東経135.1921611度﻿ /35.5233167; 135.1921611﻿ (宮村駅)","無人駅* 正式な起点は宮津駅","5人/日（降車客含まず）-2019年-","","F13","","","","","","","",""
"宮本武蔵駅","宮本武蔵駅（みやもとむさしえき）","https://ja.wikipedia.org/wiki/宮本武蔵駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度6分6秒東経134度19分49.5秒","智頭線","30.6 km（上郡起点）","智頭急行","高架駅","1994年（平成6年）12月3日","1面1線","岡山県美作市今岡384-5北緯35度6分6秒東経134度19分49.5秒﻿ / ﻿北緯35.10167度 東経134.330417度﻿ /35.10167; 134.330417座標:北緯35度6分6秒東経134度19分49.5秒﻿ / ﻿北緯35.10167度 東経134.330417度﻿ /35.10167; 134.330417","無人駅","","ミヤ","","10人/日-2018年-","","","","","","",""
"宮守駅","宮守駅（みやもりえき）","https://ja.wikipedia.org/wiki/宮守駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","","■釜石線","25.1 km（花巻起点）","東日本旅客鉄道（JR東日本）","地上駅","1915年（大正4年）11月23日[1]","1面2線","","無人駅","96人/日（降車客含まず）-2015年-","ミモ","","","","","","","","",""
"宮山駅","宮山駅（みややまえき）","https://ja.wikipedia.org/wiki/宮山駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度22分56.2秒東経139度22分46.9秒","■相模線","7.2 km（茅ケ崎起点）","東日本旅客鉄道（JR東日本）","地上駅","1931年（昭和6年）7月1日","1面1線","神奈川県高座郡寒川町宮山3605北緯35度22分56.2秒東経139度22分46.9秒﻿ / ﻿北緯35.382278度 東経139.379694度﻿ /35.382278; 139.379694座標:北緯35度22分56.2秒東経139度22分46.9秒﻿ / ﻿北緯35.382278度 東経139.379694度﻿ /35.382278; 139.379694","無人駅","2,210人/日（降車客含まず）-2014年-","ヤヤ","","","","","","","","",""
"筑波観光鉄道筑波山鋼索鉄道線","宮脇駅（みやわきえき）","https://ja.wikipedia.org/wiki/筑波観光鉄道筑波山鋼索鉄道線","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"御幸辻駅","御幸辻駅（みゆきつじえき）","https://ja.wikipedia.org/wiki/御幸辻駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度20分15.8秒東経135度36分7.7秒","■高野線","41.9km（汐見橋起点）難波から41.2 km","南海電気鉄道","高架駅","1915年（大正4年）3月11日","2面2線","和歌山県橋本市御幸辻567番地1北緯34度20分15.8秒東経135度36分7.7秒﻿ / ﻿北緯34.337722度 東経135.602139度﻿ /34.337722; 135.602139座標:北緯34度20分15.8秒東経135度36分7.7秒﻿ / ﻿北緯34.337722度 東経135.602139度﻿ /34.337722; 135.602139","*1923年に高野辻駅から改称無人駅","","","NK 76","2,709人/日-2019年-","","","","","","",""
"御幸橋停留場","御幸橋停留場（みゆきばしていりゅうじょう）","https://ja.wikipedia.org/wiki/御幸橋停留場","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度22分32.74秒東経132度27分33.73秒","■宇品線","2.3 km（紙屋町起点）","広島電鉄","地上駅","1912年（大正元年）11月23日","2面2線","広島市中区千田町三丁目北緯34度22分32.74秒東経132度27分33.73秒﻿ / ﻿北緯34.3757611度 東経132.4593694度﻿ /34.3757611; 132.4593694﻿ (御幸橋停留場)座標:北緯34度22分32.74秒東経132度27分33.73秒﻿ / ﻿北緯34.3757611度 東経132.4593694度﻿ /34.3757611; 132.4593694﻿ (御幸橋停留場)","","","","●U8","1,379[1]人/日-2019年-","","","","","","",""
"妙音通駅","妙音通駅（みょうおんどおりえき）","https://ja.wikipedia.org/wiki/妙音通駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度7分2秒東経136度55分46秒","名城線","12.5 km（大曽根起点）","名古屋市交通局（名古屋市営地下鉄）","地下駅","1974年（昭和49年）3月30日","2面2線","名古屋市瑞穂区妙音通三丁目9北緯35度7分2秒東経136度55分46秒﻿ / ﻿北緯35.11722度 東経136.92944度﻿ /35.11722; 136.92944座標:北緯35度7分2秒東経136度55分46秒﻿ / ﻿北緯35.11722度 東経136.92944度﻿ /35.11722; 136.92944","","2,080人/日（降車客含まず）-2019年-","","M24","4,070[1]人/日-2019年-","","","","","","",""
"明覚駅","明覚駅（みょうかくえき）","https://ja.wikipedia.org/wiki/明覚駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","","■八高線","44.8km（八王子起点）高麗川から13.7 km","東日本旅客鉄道（JR東日本）","地上駅","1934年（昭和9年）3月24日[1]","2面2線[1]","","無人駅（乗車駅証明書発行機 有）","326人/日（降車客含まず）-2012年-","ミヨ","","","","","","","","",""
"茗荷谷駅","茗荷谷駅（みょうがだにえき）","https://ja.wikipedia.org/wiki/茗荷谷駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度43分2.5秒東経139度44分12.5秒","●[1]丸ノ内線","3.0 km（池袋起点）","東京地下鉄（東京メトロ）","地下駅（一部地上駅）","1954年（昭和29年）1月20日","2面2線","東京都文京区小日向四丁目6-15北緯35度43分2.5秒東経139度44分12.5秒﻿ / ﻿北緯35.717361度 東経139.736806度﻿ /35.717361; 139.736806座標:北緯35度43分2.5秒東経139度44分12.5秒﻿ / ﻿北緯35.717361度 東経139.736806度﻿ /35.717361; 139.736806","","","タニ","M23[1]","78,179人/日-2019年-","","","","","","",""
"妙見口駅","妙見口駅（みょうけんぐちえき）","https://ja.wikipedia.org/wiki/妙見口駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度54分42.45秒東経135度26分42.54秒","妙見線","12.2 km（川西能勢口起点）","能勢電鉄","地上駅","1923年（大正12年）11月3日[1]","2面2線","大阪府豊能郡豊能町吉川北緯34度54分42.45秒東経135度26分42.54秒﻿ / ﻿北緯34.9117917度 東経135.4451500度﻿ /34.9117917; 135.4451500座標:北緯34度54分42.45秒東経135度26分42.54秒﻿ / ﻿北緯34.9117917度 東経135.4451500度﻿ /34.9117917; 135.4451500","無人駅","","","●NS14","877人/日-2019年-","能勢電鉄妙見の森ケーブル黒川駅（阪急バス乗車または徒歩20分）","","","","","",""
"妙見の森リフト","妙見山駅（みょうけんざんえき）","https://ja.wikipedia.org/wiki/妙見の森リフト","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
